novelle07_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle07_02_pirandello_f000044|come il latte del suo seno una mamma al suo bambino.|come il latte del suo seno una mamma al suo bambino.
novelle07_02_pirandello_f000045|Alla fine si risolvette a parlare.|Alla fine si risolvette a parlare.
novelle07_02_pirandello_f000046|— Per il funerale, — disse (e subito la voce gli tremò) — per il funerale ordinai in suo nome una corona di fiori freschi|- Per il funerale, - disse e subito la voce gli tremò - per il funerale ordinai in suo nome una corona di fiori freschi
novelle07_02_pirandello_f000047|un po’… un po’ più ricca della mia.|un po un po più ricca della mia.
novelle07_02_pirandello_f000048|Il Notajo levò la faccia più che mai aggrondata dal tavolino. — Una corona?|Il Notajo levò la faccia più che mai aggrondata dal tavolino. - Una corona?
novelle07_02_pirandello_f000049|— Me lo permisi, sicuro d’interpretare il suo sentimento, signor Cavaliere. — Sta bene. E poi?|- Me lo permisi, sicuro dinterpretare il suo sentimento, signor Cavaliere. - Sta bene. E poi?
novelle07_02_pirandello_f000050|— E poi le feci collocare tutte e due sul carro funebre, signor Cavaliere. La sua e la mia. Accanto.|- E poi le feci collocare tutte e due sul carro funebre, signor Cavaliere. La sua e la mia. Accanto.
novelle07_02_pirandello_f000051|Tanto, tanto belle, se Vossignoria le avesse vedute! Parlavano. — Chi parlava?|Tanto, tanto belle, se Vossignoria le avesse vedute! Parlavano. - Chi parlava?
novelle07_02_pirandello_f000052|— Quelle due corone, signor Cavaliere.|- Quelle due corone, signor Cavaliere.
novelle07_02_pirandello_f000053|La faccia paonazza del Notajo, alzata, come recisa e posata lí sul piano del tavolino, diventò livida dalla stizza.|La faccia paonazza del Notajo, alzata, come recisa e posata lí sul piano del tavolino, diventò livida dalla stizza.
novelle07_02_pirandello_f000054|— Spero, — disse, — che nel nastro non avrai fatto scrivere il mio nome! Bellavita|- Spero, - disse, - che nel nastro non avrai fatto scrivere il mio nome! Bellavita
novelle07_02_pirandello_f000055|tenendo il fazzoletto listato di nero davanti agli occhi, fece segno di no, col capo. — Poi? — domandò di nuovo il Notajo.|tenendo il fazzoletto listato di nero davanti agli occhi, fece segno di no, col capo. - Poi? - domandò di nuovo il Notajo.
novelle07_02_pirandello_f000056|— Poi, — riprese tra il pianto Bellavita, — tre messe ho fatto dire alla sant’anima: una per lei, una per me, una per Michelino.|- Poi, - riprese tra il pianto Bellavita, - tre messe ho fatto dire alla santanima: una per lei, una per me, una per Michelino.
novelle07_02_pirandello_f000057|Michelino si scosse, invanito dalla bella notizia che una messa… oh! anche per lui?|Michelino si scosse, invanito dalla bella notizia che una messa oh! anche per lui?
novelle07_02_pirandello_f000058|e fece per ripassarsi la mano sulla giacca;|e fece per ripassarsi la mano sulla giacca;
novelle07_02_pirandello_f000059|ma interruppe il gesto vedendo sorgere in piedi il signor Notajo.|ma interruppe il gesto vedendo sorgere in piedi il signor Notajo.
novelle07_02_pirandello_f000060|— Mi dirai quanto hai speso! — Signor Cavaliere… — Mi dirai quanto hai speso! — ribatté forte, con esasperazione, il Notajo.|- Mi dirai quanto hai speso! - Signor Cavaliere - Mi dirai quanto hai speso! - ribatté forte, con esasperazione, il Notajo.
novelle07_02_pirandello_f000061|Bellavita strinse tra i denti il labbro per impedire uno scoppio di singhiozzi, ma le lagrime gli piovvero dagli occhi. — Pe… per carità, — barbugliò.|Bellavita strinse tra i denti il labbro per impedire uno scoppio di singhiozzi, ma le lagrime gli piovvero dagli occhi. - Pe per carità, - barbugliò.
novelle07_02_pirandello_f000062|— Mi… mi vuol dare anche questo dolore?|- Mi mi vuol dare anche questo dolore?
novelle07_02_pirandello_f000063|Il Notajo guatò quelle lagrime, il pietoso aspetto di quell’uomo disfatto in pochi giorni dall’improvvisa sciagura;|Il Notajo guatò quelle lagrime, il pietoso aspetto di quelluomo disfatto in pochi giorni dallimprovvisa sciagura;
novelle07_02_pirandello_f000064|vide lo sbigottimento allungarsi sul viso sbiancato del ragazzo|vide lo sbigottimento allungarsi sul viso sbiancato del ragazzo
novelle07_02_pirandello_f000065|e si mise a passeggiare per la stanza, con le mani nelle tasche dei calzoni, senz’aggiungere altro.|e si mise a passeggiare per la stanza, con le mani nelle tasche dei calzoni, senzaggiungere altro.
novelle07_02_pirandello_f000066|I calzoni di quel vecchio abito di casa, troppo larghi, gli facevano due goffe pieghe sul di dietro|I calzoni di quel vecchio abito di casa, troppo larghi, gli facevano due goffe pieghe sul di dietro
novelle07_02_pirandello_f000067|le quali, al movimento delle natiche, andavano su e giú in modo ridicolissimo.|le quali, al movimento delle natiche, andavano su e giú in modo ridicolissimo.
novelle07_02_pirandello_f000068|Michelino lo notò, e non guardò più altro, finché il Notajo stette a passeggiare.|Michelino lo notò, e non guardò più altro, finché il Notajo stette a passeggiare.
novelle07_02_pirandello_f000069|Alla fine, Bellavita riuscí a risucchiarsi le ultime lagrime dal naso e riprese: — Sono venuto anche per Michelino. — Per Michelino?|Alla fine, Bellavita riuscí a risucchiarsi le ultime lagrime dal naso e riprese: - Sono venuto anche per Michelino. - Per Michelino?
novelle07_02_pirandello_f000070|— Per domandare a Vossignoria se posso rimandarlo a scuola.|- Per domandare a Vossignoria se posso rimandarlo a scuola.
novelle07_02_pirandello_f000071|— Dio grande e buono! — esclamò allora il Notajo, levando le pugna al soffitto. — E perché lo domandi a me?|- Dio grande e buono! - esclamò allora il Notajo, levando le pugna al soffitto. - E perché lo domandi a me?
novelle07_02_pirandello_f000072|— Ma per sapere se le sembra giusto, dopo sei giorni soltanto.|- Ma per sapere se le sembra giusto, dopo sei giorni soltanto.
novelle07_02_pirandello_f000073|Con ambo le mani ancora alzate il Notajo fece un gesto violento di noncuranza: — Ma fa’ quello che ti pare! — Ah no|Con ambo le mani ancora alzate il Notajo fece un gesto violento di noncuranza: - Ma fa quello che ti pare! - Ah no
novelle07_02_pirandello_f000074|— scattò Bellavita, con gravità e anche con risolutezza, a questo punto.|- scattò Bellavita, con gravità e anche con risolutezza, a questo punto.
novelle07_02_pirandello_f000075|— Di Michelino si tratta! E non voglio far nulla, io, senza il consiglio e il consenso di Vossignoria.|- Di Michelino si tratta! E non voglio far nulla, io, senza il consiglio e il consenso di Vossignoria.
novelle07_02_pirandello_f000076|Il ragazzo soffre a star solo in casa con me.|Il ragazzo soffre a star solo in casa con me.
novelle07_02_pirandello_f000077|Vede come s’è ridotto in sei giorni, povera creatura?|Vede come sè ridotto in sei giorni, povera creatura?
novelle07_02_pirandello_f000078|Ma io non so far altro che piangere, piangere, piangere… E di nuovo, giú lagrime, a fontana.|Ma io non so far altro che piangere, piangere, piangere E di nuovo, giú lagrime, a fontana.
novelle07_02_pirandello_f000079|A un tratto, soffocato, arrangolando, balzò in piedi e andò a buttarsi addosso al Notajo, disperatamente.|A un tratto, soffocato, arrangolando, balzò in piedi e andò a buttarsi addosso al Notajo, disperatamente.
novelle07_02_pirandello_f000080|— Ah, signor Cavaliere, — gridò, — per carità, signor Cavaliere, abbia considerazione di me! Non m’abbandoni|- Ah, signor Cavaliere, - gridò, - per carità, signor Cavaliere, abbia considerazione di me! Non mabbandoni
novelle07_02_pirandello_f000081|non m’abbandoni in questo momento, signor Cavaliere! Tutti mi disprezzano per causa sua; tutti ridono di me;|non mabbandoni in questo momento, signor Cavaliere! Tutti mi disprezzano per causa sua; tutti ridono di me;
novelle07_02_pirandello_f000082|di questo mio stesso lutto! Lei solo mi può e mi deve compatire! Lei che sa il sentimento mio!|di questo mio stesso lutto! Lei solo mi può e mi deve compatire! Lei che sa il sentimento mio!
novelle07_02_pirandello_f000083|Lei che sa che non ho voluto mai nulla da Lei! Un po’ di considerazione soltanto, per il rispetto che le ho sempre portato;|Lei che sa che non ho voluto mai nulla da Lei! Un po di considerazione soltanto, per il rispetto che le ho sempre portato;
novelle07_02_pirandello_f000084|un po’ di considerazione per la mia disgrazia, per la nostra disgrazia, signor Cavaliere! E lo guardò, in cosí dire, da vicino|un po di considerazione per la mia disgrazia, per la nostra disgrazia, signor Cavaliere! E lo guardò, in cosí dire, da vicino
novelle07_02_pirandello_f000085|cosí affitto affitto e con certi occhi cosí smarriti e atroci, da pazzo|cosí affitto affitto e con certi occhi cosí smarriti e atroci, da pazzo
novelle07_02_pirandello_f000086|che al Notajo passò la tentazione di tirargli una spinta per levarselo d’addosso e mandarlo a schizzar lontano. Quasi non gli parve vero.|che al Notajo passò la tentazione di tirargli una spinta per levarselo daddosso e mandarlo a schizzar lontano. Quasi non gli parve vero.
novelle07_02_pirandello_f000087|Provò schifo nel sentir la magrezza di quelle braccia sotto la stoffa pelosa dell’abito ritinto|Provò schifo nel sentir la magrezza di quelle braccia sotto la stoffa pelosa dellabito ritinto
novelle07_02_pirandello_f000088|nella violenza che facevano per aggrapparglisi al collo in quella convulsione di pianto.|nella violenza che facevano per aggrapparglisi al collo in quella convulsione di pianto.
novelle07_02_pirandello_f000089|E con questo schifo nelle dita, si voltò verso la finestra chiusa della stanza, come per cercare uno scampo.|E con questo schifo nelle dita, si voltò verso la finestra chiusa della stanza, come per cercare uno scampo.
novelle07_02_pirandello_f000090|Chi sa perché, in quella finestra notò subito la croce che nella vetrata formavano le bacchette di ferro arrugginite.|Chi sa perché, in quella finestra notò subito la croce che nella vetrata formavano le bacchette di ferro arrugginite.
novelle07_02_pirandello_f000091|E, nello stesso tempo, una strana relazione avvertí tra l’orribile peso di quell’uomo|E, nello stesso tempo, una strana relazione avvertí tra lorribile peso di quelluomo
novelle07_02_pirandello_f000092|che gli piangeva sul petto e tutta la solinga tristezza della sua vita di vecchio scapolo grasso|che gli piangeva sul petto e tutta la solinga tristezza della sua vita di vecchio scapolo grasso
novelle07_02_pirandello_f000093|quale ora gli appariva evidente dai vetri sudici di quella finestra sul cielo bigiognolo della mattinata autunnale.|quale ora gli appariva evidente dai vetri sudici di quella finestra sul cielo bigiognolo della mattinata autunnale.
novelle07_02_pirandello_f000094|Per sottrarsi a quell’incubo, si mise a esortare il piangente a farsi animo: gli promise che non l’avrebbe abbandonato;|Per sottrarsi a quellincubo, si mise a esortare il piangente a farsi animo: gli promise che non lavrebbe abbandonato;
novelle07_02_pirandello_f000095|che sarebbe andato a trovarlo a casa;|che sarebbe andato a trovarlo a casa;
novelle07_02_pirandello_f000096|come prima, sí! — Ma Teresina… Teresina, signor Cavaliere… Teresina, non la troverà più! Non le reggerà il cuore|come prima, sí! - Ma Teresina Teresina, signor Cavaliere Teresina, non la troverà più! Non le reggerà il cuore
novelle07_02_pirandello_f000097|a Vossignoria… — Se ti dico che verrò! Verrò, verrò… E cosí alla fine riuscí a mandarlo via.|a Vossignoria - Se ti dico che verrò! Verrò, verrò E cosí alla fine riuscí a mandarlo via.
novelle07_02_pirandello_f000098|Rimasto solo, stette per più di cinque minuti ad aprire e chiudere le mani, tutto vibrante, congestionato, e a muggire|Rimasto solo, stette per più di cinque minuti ad aprire e chiudere le mani, tutto vibrante, congestionato, e a muggire
novelle07_02_pirandello_f000099|a fischiare, a gridare in tutti i toni: — Perdio… perdio… perdio… Seduto su uno sgabello di ferro della sua botteguccia di caffè|a fischiare, a gridare in tutti i toni: - Perdio perdio perdio Seduto su uno sgabello di ferro della sua botteguccia di caffè
novelle07_02_pirandello_f000100|curvo, con gli occhi fissi sul marmo impolverato d’uno dei tavolinetti|curvo, con gli occhi fissi sul marmo impolverato duno dei tavolinetti
novelle07_02_pirandello_f000101|Bellavita aspettò parecchi giorni la promessa visita del notajo Denora.|Bellavita aspettò parecchi giorni la promessa visita del notajo Denora.
novelle07_02_pirandello_f000102|Ma né il Notajo venne, né nessuno dei suoi amici|Ma né il Notajo venne, né nessuno dei suoi amici
novelle07_02_pirandello_f000103|che prima solevano passar là nel caffeuccio le mezze giornate a conversare, a leggere i giornali, a giocare a carte.|che prima solevano passar là nel caffeuccio le mezze giornate a conversare, a leggere i giornali, a giocare a carte.
novelle07_02_pirandello_f000104|Con Michelino stretto tra le braccia, quando il ragazzo ritornava dalla scuola, Bellavita si sfaceva in lagrime, aspettando.|Con Michelino stretto tra le braccia, quando il ragazzo ritornava dalla scuola, Bellavita si sfaceva in lagrime, aspettando.
novelle07_02_pirandello_f000105|A un certo punto, perché il cuore gonfio non gli scoppiasse in petto, balzava in piedi;|A un certo punto, perché il cuore gonfio non gli scoppiasse in petto, balzava in piedi;
novelle07_02_pirandello_f000106|affidava la botteguccia al vecchio cameriere che dormiva sempre|affidava la botteguccia al vecchio cameriere che dormiva sempre
novelle07_02_pirandello_f000107|e si recava lui di nuovo, con Michelino, a trovare in casa il signor Notajo.|e si recava lui di nuovo, con Michelino, a trovare in casa il signor Notajo.
novelle07_02_pirandello_f000108|Solo dopo quattro o cinque di quelle visite, cominciò a comprendere che esse non erano bene accette al Notajo. Non disse nulla.|Solo dopo quattro o cinque di quelle visite, cominciò a comprendere che esse non erano bene accette al Notajo. Non disse nulla.
novelle07_02_pirandello_f000109|Aggiunse al pianto, sempre vivo per la morte della moglie, altro pianto per questo nuovo dolore, e diradò un poco le visite.|Aggiunse al pianto, sempre vivo per la morte della moglie, altro pianto per questo nuovo dolore, e diradò un poco le visite.
novelle07_02_pirandello_f000110|Quando andava, mandava dentro lo studio del Notajo Michelino, e lui si sedeva silenzioso e con gli occhi chiusi nell’anticamera|Quando andava, mandava dentro lo studio del Notajo Michelino, e lui si sedeva silenzioso e con gli occhi chiusi nellanticamera
novelle07_02_pirandello_f000111|lí accanto alla bussola di panno verde ingiallito con l’occhio opaco nel mezzo.|lí accanto alla bussola di panno verde ingiallito con locchio opaco nel mezzo.
novelle07_02_pirandello_f000112|A poco a poco le palpebre gli si gonfiavano di pianto, e le lagrime gli gocciolavano grosse e spesse per le guance scavate.|A poco a poco le palpebre gli si gonfiavano di pianto, e le lagrime gli gocciolavano grosse e spesse per le guance scavate.
novelle07_02_pirandello_f000113|Il naso, pieno anch’esso di lagrime, gli veniva di soffiarselo forte;|Il naso, pieno anchesso di lagrime, gli veniva di soffiarselo forte;
novelle07_02_pirandello_f000114|se lo soffiava piano, per non disturbare;|se lo soffiava piano, per non disturbare;
novelle07_02_pirandello_f000115|piano piano… E di tutta quella sua delicatezza non rimeritata s’inteneriva angosciosamente;|piano piano E di tutta quella sua delicatezza non rimeritata sinteneriva angosciosamente;
novelle07_02_pirandello_f000116|e quell’angosciata tenerezza gli si scioglieva subito in un nuovo e più urgente sgorgo di lagrime.|e quellangosciata tenerezza gli si scioglieva subito in un nuovo e più urgente sgorgo di lagrime.
novelle07_02_pirandello_f000117|— T’ha baciato, di’, t’ha baciato?|- Tha baciato, di, tha baciato?
novelle07_02_pirandello_f000118|— domandava subito a Michelino, accorrendo come un assetato, appena lo vedeva uscire dallo studio.|- domandava subito a Michelino, accorrendo come un assetato, appena lo vedeva uscire dallo studio.
novelle07_02_pirandello_f000119|Michelino alzava le spalle, seccato, non comprendendo il perché di quell’ansiosa|Michelino alzava le spalle, seccato, non comprendendo il perché di quellansiosa
novelle07_02_pirandello_f000120|insistente premura del padre di sapere che cosa gli avesse detto e fatto il Notajo. — Non t’ha baciato?|insistente premura del padre di sapere che cosa gli avesse detto e fatto il Notajo. - Non tha baciato?
novelle07_02_pirandello_f000121|— M’ha fatto cosí, — rispondeva alla fine Michelino, passandosi celermente una mano sui capelli irsuti.|- Mha fatto cosí, - rispondeva alla fine Michelino, passandosi celermente una mano sui capelli irsuti.
novelle07_02_pirandello_f000122|— E nient’altro? — Nient’altro. Lo accompagnava a casa; lo raccomandava alla serva;|- E nientaltro? - Nientaltro. Lo accompagnava a casa; lo raccomandava alla serva;
novelle07_02_pirandello_f000123|e ritornava alla bottega, dove ritrovava il vecchio cameriere che dormiva ancora|e ritornava alla bottega, dove ritrovava il vecchio cameriere che dormiva ancora
novelle07_02_pirandello_f000124|nel solito angolo, con la bocca aperta, mangiato dalle mosche.|nel solito angolo, con la bocca aperta, mangiato dalle mosche.
novelle07_02_pirandello_f000125|Tutta la bottega, dalle vetrine laccate un tempo di bianco, ora ingiallite e scrostate|Tutta la bottega, dalle vetrine laccate un tempo di bianco, ora ingiallite e scrostate
novelle07_02_pirandello_f000126|sonava del ronzío fitto, continuo, opprimente di quelle mosche.|sonava del ronzío fitto, continuo, opprimente di quelle mosche.
novelle07_02_pirandello_f000127|Bellavita tornava a sedere, curvo, su lo sgabello di ferro, e stava lí, immobile per ore e ore, con gli occhi fissi, aguzzi|Bellavita tornava a sedere, curvo, su lo sgabello di ferro, e stava lí, immobile per ore e ore, con gli occhi fissi, aguzzi
novelle07_02_pirandello_f000128|spasimosi, che pareva finissero di divorargli la faccia smunta e smorta, dalla barba non rifatta da parecchi giorni.|spasimosi, che pareva finissero di divorargli la faccia smunta e smorta, dalla barba non rifatta da parecchi giorni.
novelle07_02_pirandello_f000129|E allora quelle mosche cominciavano a mangiarsi anche lui: gli si posavano sugli orecchi, sul naso, sul mento;|E allora quelle mosche cominciavano a mangiarsi anche lui: gli si posavano sugli orecchi, sul naso, sul mento;
novelle07_02_pirandello_f000130|ma egli non le avvertiva nemmeno;|ma egli non le avvertiva nemmeno;
novelle07_02_pirandello_f000131|o, al più, levava appena appena una mano a cacciarle, quando già erano volate via.|o, al più, levava appena appena una mano a cacciarle, quando già erano volate via.
novelle07_02_pirandello_f000132|Erano diventate le padrone della bottega, quelle mosche;|Erano diventate le padrone della bottega, quelle mosche;
novelle07_02_pirandello_f000133|avevano incrostato delle loro sudicerie i due veli, l’uno color di rosa e l’altro celeste, tutt’e due scoloriti|avevano incrostato delle loro sudicerie i due veli, luno color di rosa e laltro celeste, tutte due scoloriti
novelle07_02_pirandello_f000134|che sul banco coprivano le paste già secche, le torte indurite, con la marmellata tutta gromme di muffa.|che sul banco coprivano le paste già secche, le torte indurite, con la marmellata tutta gromme di muffa.
novelle07_02_pirandello_f000135|Nella scaffalatura in fondo le bottiglie dei liquori eran tutte coperte di polvere.|Nella scaffalatura in fondo le bottiglie dei liquori eran tutte coperte di polvere.
novelle07_02_pirandello_f000136|E su uno dei piatti della bilancia, sul banco, era rimasto un peso d’ottone|E su uno dei piatti della bilancia, sul banco, era rimasto un peso dottone
novelle07_02_pirandello_f000137|a ricordare l’ultima vendita di dolci fatta dalla moglie, che fino a poco tempo addietro sedeva là|a ricordare lultima vendita di dolci fatta dalla moglie, che fino a poco tempo addietro sedeva là
novelle07_02_pirandello_f000138|ridente e sfavillante, a quel banco, col nasino bianco di cipria|ridente e sfavillante, a quel banco, col nasino bianco di cipria
novelle07_02_pirandello_f000139|lo scialletto rosso di seta a lune gialle sul seno prosperoso, i cerchioni d’oro agli orecchi;|lo scialletto rosso di seta a lune gialle sul seno prosperoso, i cerchioni doro agli orecchi;
novelle07_02_pirandello_f000140|e ogni sorriso di risposta a ogni sguardo che le fosse rivolto, le scopriva le pozzette alle guance leggermente imbellettate.|e ogni sorriso di risposta a ogni sguardo che le fosse rivolto, le scopriva le pozzette alle guance leggermente imbellettate.
novelle07_02_pirandello_f000141|Lo aveva ancora nelle narici il profumo di quella donna e gli veniva di serrare i pugni|Lo aveva ancora nelle narici il profumo di quella donna e gli veniva di serrare i pugni
novelle07_02_pirandello_f000142|assalito da una disperata voglia di fracassar quelle vetrine, di rovesciar quelle bottiglie|assalito da una disperata voglia di fracassar quelle vetrine, di rovesciar quelle bottiglie
novelle07_02_pirandello_f000143|che gli esasperavano insopportabilmente l’angoscia con la loro simmetrica immobilità di cose che potevano seguitare a esser per sé, là come prima|che gli esasperavano insopportabilmente langoscia con la loro simmetrica immobilità di cose che potevano seguitare a esser per sé, là come prima
novelle07_02_pirandello_f000144|mentre tutto per lui era finito, finito! E l’infame calunnia ch’egli tenesse sú quella bottega di caffè coi denari del notajo Denora;|mentre tutto per lui era finito, finito! E linfame calunnia chegli tenesse sú quella bottega di caffè coi denari del notajo Denora;
novelle07_02_pirandello_f000145|quand’invece, aveva proibito alla moglie d’accettare perfino quello che si dice un fiore dal signor Notajo! Si pigliava i soldi del caffè|quandinvece, aveva proibito alla moglie daccettare perfino quello che si dice un fiore dal signor Notajo! Si pigliava i soldi del caffè
novelle07_02_pirandello_f000146|quando il Notajo veniva lí con gli amici, proprio perché, a non pigliarseli, gli sarebbe parso di dar troppo nell’occhio;|quando il Notajo veniva lí con gli amici, proprio perché, a non pigliarseli, gli sarebbe parso di dar troppo nellocchio;
novelle07_02_pirandello_f000147|ma Dio sa quanto ne soffriva! Altro che quel poco di caffè, pur fatto con specialissima cura|ma Dio sa quanto ne soffriva! Altro che quel poco di caffè, pur fatto con specialissima cura
novelle07_02_pirandello_f000148|gli avrebbe dato il sangue delle vene, per la sviscerata gratitudine che gli serbava|gli avrebbe dato il sangue delle vene, per la sviscerata gratitudine che gli serbava
novelle07_02_pirandello_f000149|della difesa che nei primi tempi del matrimonio il signor Notajo aveva fatto di lui contro la moglie che lo accusava di poco avvedimento|della difesa che nei primi tempi del matrimonio il signor Notajo aveva fatto di lui contro la moglie che lo accusava di poco avvedimento
novelle07_02_pirandello_f000150|di poco tatto con gli avventori e d’inesperienza anche e di goffaggine;|di poco tatto con gli avventori e dinesperienza anche e di goffaggine;
novelle07_02_pirandello_f000151|gratitudine poi della pace che il signor Notajo, con la sua tranquilla e circospetta relazione, gli aveva rimesso in famiglia;|gratitudine poi della pace che il signor Notajo, con la sua tranquilla e circospetta relazione, gli aveva rimesso in famiglia;
novelle07_02_pirandello_f000152|gratitudine della rivincita che con l’amicizia di lui aveva potuto prendersi su tutti coloro che lo avevano sempre deriso per le sue arie da «persona civile»|gratitudine della rivincita che con lamicizia di lui aveva potuto prendersi su tutti coloro che lo avevano sempre deriso per le sue arie da persona civile
novelle07_02_pirandello_f000153|che sapeva trattare e stare in confidenza coi meglio signori.|che sapeva trattare e stare in confidenza coi meglio signori.
novelle07_02_pirandello_f000154|Come mai, ora ch’era rimasto cosí stroncato dalla sciagura, nemmeno uno di essi si faceva più vedere al caffè?|Come mai, ora chera rimasto cosí stroncato dalla sciagura, nemmeno uno di essi si faceva più vedere al caffè?
novelle07_02_pirandello_f000155|Che male aveva fatto al signor Notajo, da esser trattato cosí dai suoi amici?|Che male aveva fatto al signor Notajo, da esser trattato cosí dai suoi amici?
novelle07_02_pirandello_f000156|Se mai qualcuno tra loro due, poteva aver rimorso d’aver fatto male all’altro, quest’uno certamente non poteva esser lui.|Se mai qualcuno tra loro due, poteva aver rimorso daver fatto male allaltro, questuno certamente non poteva esser lui.
novelle07_02_pirandello_f000157|Non se ne dava pace, Bellavita.|Non se ne dava pace, Bellavita.
novelle07_02_pirandello_f000158|Ne impazziva, parola d’onore, ne impazziva! Ma finalmente, un giorno|Ne impazziva, parola donore, ne impazziva! Ma finalmente, un giorno
novelle07_02_pirandello_f000159|ecco presentarsi alla soglia del caffeuccio uno dei più intimi amici del notajo Denora.|ecco presentarsi alla soglia del caffeuccio uno dei più intimi amici del notajo Denora.
novelle07_02_pirandello_f000160|Appena lo vide, Bellavita balzò in piedi: — Pregiatissimo signor avvocato! Ma subito, colto da vertigine|Appena lo vide, Bellavita balzò in piedi: - Pregiatissimo signor avvocato! Ma subito, colto da vertigine
novelle07_02_pirandello_f000161|fu costretto a recarsi una mano sugli occhi e a sorreggersi con l’altra al tavolinetto.|fu costretto a recarsi una mano sugli occhi e a sorreggersi con laltra al tavolinetto.
novelle07_02_pirandello_f000162|— Oh Dio! Bellavita, che è? — Niente, signor avvocato. La gioja.|- Oh Dio! Bellavita, che è? - Niente, signor avvocato. La gioja.
novelle07_02_pirandello_f000163|Come ho veduto entrare Vossignoria… Mi sono alzato troppo di furia.|Come ho veduto entrare Vossignoria Mi sono alzato troppo di furia.
novelle07_02_pirandello_f000164|Sono tanto debole, signor avvocato! Ma niente, ora è passato.|Sono tanto debole, signor avvocato! Ma niente, ora è passato.
novelle07_02_pirandello_f000165|— Povero Bellavita, — fece quegli, posandogli una mano su la spalla.|- Povero Bellavita, - fece quegli, posandogli una mano su la spalla.
novelle07_02_pirandello_f000166|— Sí, lo vedo, siete molto deperito. No no, state, state seduto.|- Sí, lo vedo, siete molto deperito. No no, state, state seduto.
novelle07_02_pirandello_f000167|— Ma Vossignoria s’accomodi, per carità! — Ecco, sí, seggo qua. — Comanda un caffè? una bibita? — No, niente. State seduto.|- Ma Vossignoria saccomodi, per carità! - Ecco, sí, seggo qua. - Comanda un caffè? una bibita? - No, niente. State seduto.
novelle07_02_pirandello_f000168|Vengo a nome del notajo Denora, caro Bellavita, a farvi una proposta. — A nome…? — Del notajo Denora.|Vengo a nome del notajo Denora, caro Bellavita, a farvi una proposta. - A nome? - Del notajo Denora.
novelle07_02_pirandello_f000169|Bellavita, nel sentir nominare il notajo Denora, cosí, come a tradimento|Bellavita, nel sentir nominare il notajo Denora, cosí, come a tradimento
novelle07_02_pirandello_f000170|appassí e guardò quel signore come se fosse venuto a togliergli anche l’aria da respirare. — Ho inteso, — disse.|appassí e guardò quel signore come se fosse venuto a togliergli anche laria da respirare. - Ho inteso, - disse.
novelle07_02_pirandello_f000171|— Ma scusi… E non poté seguitare|- Ma scusi E non poté seguitare
novelle07_02_pirandello_f000172|al pensiero che il signor Notajo avesse sentito il bisogno di rivolgersi a un altro per fare a lui una proposta.|al pensiero che il signor Notajo avesse sentito il bisogno di rivolgersi a un altro per fare a lui una proposta.
novelle07_02_pirandello_f000173|Interpretando male il doloroso sbalordimento che si dipinse sul volto di Bellavita|Interpretando male il doloroso sbalordimento che si dipinse sul volto di Bellavita
novelle07_02_pirandello_f000174|colui s’affrettò a esortarlo: — Non v’allarmate, non v’allarmate, caro Bellavita.|colui saffrettò a esortarlo: - Non vallarmate, non vallarmate, caro Bellavita.
novelle07_02_pirandello_f000175|È per il bene del vostro ragazzo. — Di Michelino? — Di Michelino, sí.|È per il bene del vostro ragazzo. - Di Michelino? - Di Michelino, sí.
novelle07_02_pirandello_f000176|Voi sapete che il Notajo gli ha voluto sempre bene, e seguita a volergliene. — Sí? Ah sí?|Voi sapete che il Notajo gli ha voluto sempre bene, e seguita a volergliene. - Sí? Ah sí?
novelle07_02_pirandello_f000177|— fece subito Bellavita, protendendosi, con gli occhi d’improvviso ridenti di lagrime.|- fece subito Bellavita, protendendosi, con gli occhi dimprovviso ridenti di lagrime.
novelle07_02_pirandello_f000178|E l’angoscia tormentosa di tutti quei giorni gli fece impeto per trovare uno sfogo|E langoscia tormentosa di tutti quei giorni gli fece impeto per trovare uno sfogo
novelle07_02_pirandello_f000179|in un torrente di domande ansiose attraverso la gioja insperata e inattesa di quella notizia.|in un torrente di domande ansiose attraverso la gioja insperata e inattesa di quella notizia.
novelle07_02_pirandello_f000180|— E perché allora… — cominciò a dire.|- E perché allora - cominciò a dire.
novelle07_02_pirandello_f000181|Ma quegli parò le mani, a interromperlo subito. — Lasciatemi dire, vi prego.|Ma quegli parò le mani, a interromperlo subito. - Lasciatemi dire, vi prego.
novelle07_02_pirandello_f000182|Il Notajo vi propone, caro Bellavita, di mettere il ragazzo in un collegio, a Napoli.|Il Notajo vi propone, caro Bellavita, di mettere il ragazzo in un collegio, a Napoli.
novelle07_02_pirandello_f000183|Bellavita sgranò tanto d’occhi, ripiombando nello sbalordimento doloroso|Bellavita sgranò tanto docchi, ripiombando nello sbalordimento doloroso
novelle07_02_pirandello_f000184|ma col sospetto ormai che il discorso che quel signore era venuto a fargli|ma col sospetto ormai che il discorso che quel signore era venuto a fargli
novelle07_02_pirandello_f000185|nascondeva sotto ogni parola un tradimento preparato dal Notajo. — A Napoli? — disse. — Il ragazzo? E perché?|nascondeva sotto ogni parola un tradimento preparato dal Notajo. - A Napoli? - disse. - Il ragazzo? E perché?
