index	filename	transcription
404	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_1m_fileid_9.wav	 <CNOISE/> Our first necessity at the very outset of war, its post attack reconnaissance. The flat bottom both swung slowly to the pool of the current. He thought he saw a pale face at a window and things as you find you need them.
405	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_2m_fileid_3.wav	 <OVERLAP> Birthday parties have cup cakes and ice cream. I will have a scoop of that exotic purple and turquoise sherbet. Shall we teach him some? It gave a <UNKNOWN/> effect. A portable electric heater is advisable for shelters in cold climates. <OVERLAP/> <OVERLAP> <UNKNOWN/> once. <UNKNOWN/> also deep tenderness <UNKNOWN/> have enough <UNKNOWN/> as such <UNKNOWN/> <OVERLAP/>
406	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_2m_fileid_5.wav	 <CNOISE/> Instead of that he was engulfed by bed loom.This one came at a bit high at thirty thousand or more. All chains of fulfilling my destiny is over. Ant bites were eased by applying liquid <UNKNOWN/>. We often say that person that he looks young for his age or old for his age.
407	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_2m_fileid_7.wav	 <OVERLAP> This tragic lag had forced his own shackles. A toothpaste tube should be squeezed from the bottom. He checked into a motel and and drove down town. He thought a good deal less <UNKNOWN/> . Then he then what? <OVERLAP/> <OVERLAP> <UNKNOWN/> her stomach <UNKNOWN/> used to it <UNKNOWN/> the last thing <UNKNOWN/> standard <UNKNOWN/> despite the long thing <UNKNOWN/> . <OVERLAP/>
408	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_2m_fileid_8.wav	 <OVERLAP> Why else with Danny allow others to go? And what ways then did the patients physical blindness manifest itself? Neither his apatites his exacerbations, nor his despair were keen to yours. Now a days we talked about the <UNKNOWN/> were just this short <UNKNOWN/> . <OVERLAP/> <OVERLAP> <UNKNOWN/> how could <UNKNOWN/> . The so called vegetable <UNKNOWN/> his family was sad except for his sun. <OVERLAP/>
409	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_3m_fileid_4.wav	 <OVERLAP> More often this offices are restricted to the gathering of imperial data. He didn't figure her at all and who found out a women it would be bad. Baseball's no <UNKNOWN/> . Need for novelty may be a symptom of cultural fatigue and instability. <OVERLAP/> <OVERLAP> <UNKNOWN/> experienced <UNKNOWN/> grand-mother <UNKNOWN/> thank you she said <UNKNOWN/> you were off the road. <OVERLAP/>
410	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_neighbor_dist_3m_fileid_6.wav	 <CNOISE/> You two were stupid jackass until you poisoned me. Experiment without a fix number of trials. Please sing just for club theme. Whatever their faults, they are not hypocrites. But, considered within technical astronomy, a different pattern can be traced.
411	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_openingchips_neighborwithnoise_dist_1m_fileid_8.wav	 <CNOISE/><OVERLAP> A precision of transit is setup so that it is aligned with respect to true North. Brush fires are common in the dry underbrush of Nevada. What shall these effects be? All three must compare notes and agree to go. <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> <OVERLAP/> <UNKNOWN/> or carried.
412	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_openingchips_neighborwithnoise_dist_3m_fileid_7.wav	 <CNOISE/><OVERLAP> Not immediately as the deputy demanded. Readiness exercises are almost continuous. These men were without capital or experience. Maybe it would work the other way. Why pick me up for your patsy? <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> purposes <UNKNOWN/> this is never <UNKNOWN/> another <UNKNOWN/> <OVERLAP/>
413	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_runningwater_neighborwithnoise_dist_2m_fileid_6.wav	 <CNOISE/><OVERLAP> Then came coconuts, eggs, and rice wine. Twelve o'clock level. No one material is best for all situations. A concurrent effort is needed <FILL/> to make oceanographic data useful on the spot. You are right now buddy. <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> once more upon it <UNKNOWN/> data. You are <UNKNOWN/> <OVERLAP/>
414	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_runningwater_neighborwithnoise_dist_3m_fileid_5.wav	 <CNOISE/><OVERLAP> He ignores guidebook fact, indeed it is possible to separate electron paramagnetic from nuclear effect. <UNKNOWN/> away from the outer edges, we flew in <UNKNOWN/> planes so overloaded that we wondered why they didn't crash. <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> <OVERLAP/> <CNOISE/> paragraph <UNKNOWN/> .
415	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_typing_primarywithnoise_fileid_1.wav	 <CNOISE/> Greg buys fresh milk each weekday morning. Melancholy obsession. Its a formality, you know? We will talk over at your office. Of course, you can have another tuna fish sandwich.
416	ms_pns_applemacbookpro_openspeaker_A1SYMCOR29IWNA_typing_primarywithnoise_fileid_2.wav	 <CNOISE/> You're boiling milk, ain't you? Warmed through at the knees. Meats. The radiation processing of meat has received extensive investigation. Please dig my potatoes up before frost. Splendor by sorcery, it's a horror.
417	ms_pns_pc_A1V6P1ZE6Q8YEW_Air_conditioner_neighborwithnoise_dist_1m_fileid_4.wav	 <CNOISE/><OVERLAP> You two were <FILL/> a stupid jackass until you poisoned. Experiment without a <FILL/> fixed number of trials. Please sing just a club theme. Whatever their faults, they are not hypocrites. But considered within technical astronomy, a different patent can be traced. <OVERLAP/> <CNOISE/><OVERLAP> You said you wore yourself out <UNKNOWN/> always in <UNKNOWN/> the entire medical <UNKNOWN/> for fire from this bond we are still so <UNKNOWN/> but the girl laughed, hugging her close. Mentally the patrol <UNKNOWN/> for being a <UNKNOWN/> . <OVERLAP/>
418	ms_pns_pc_A1V6P1ZE6Q8YEW_Air_conditioner_primarywithnoise_fileid_2.wav	 Family loyalties in cooperative work have been unbroken for generations. It might hurt you, though. The sermon emphasized the need for affirmative actions. Run-down iron poor. The museum hires musician every evening. He ignores guidebook facts.
419	ms_pns_pc_A1V6P1ZE6Q8YEW_Car_neighborwithnoise_dist_2m_fileid_5.wav	 <CNOISE/><OVERLAP> <UNKNOWN/> Nowadays we talk as though the blitz were just a short skirmish. Our first necessity at the very first outset of war is put post <UNKNOWN/> renaissance. The flat-bottom book swung slowly to the pull of the current. <OVERLAP/> <CNOISE/> <OVERLAP> Running around in the <UNKNOWN/> an answer to <UNKNOWN/> there is a <UNKNOWN/> behind a <UNKNOWN/> . <OVERLAP/>
420	ms_pns_pc_A1V6P1ZE6Q8YEW_car_noise_primarywithnoise_fileid_6.wav	 Why pick me over for your patsy? A precision transit is set up so that it is aligned with respect to true north. Brush fires are common in the dry <UNKNOWN/> of Nevada. What shall these effects be? All three must compare notes and agree to go.
421	ms_pns_pc_A1V6P1ZE6Q8YEW_Clatter_Noise_neighborwithnoise_dist_2m_fileid_2.wav	 <CNOISE/><OVERLAP> <UNKNOWN/> Protects the surface from <UNKNOWN/> the steel sheets before <UNKNOWN/> this is where the <UNKNOWN/> . </OVERLAP> <CNOISE/><OVERLAP> Then he then what why else he would he Danny allow others to go? In what ways then did the patient's physical blindness manifest itself? Neither his <UNKNOWN/> his <UNKNOWN/> missions nor his despair work into yours. <OVERLAP/>
422	ms_pns_pc_A1V6P1ZE6Q8YEW_Clatter_primarywithnoise_fileid_5.wav	 You are right now, buddy. Not immediately as the deputy demanded. Readiness exercises are almost continuous. These men were without capital or experience. Maybe it would be work the other way.
423	ms_pns_pc_A1V6P1ZE6Q8YEW_Dishwasher_neighborwithnoise_dist_3m_fileid_3.wav	 <CNOISE/><OVERLAP> If a concessioner runs the cafeteria, keep an eye out for quality and price. Objects made of pewter are beautiful. Factual <UNKNOWN/> beneath the shirt. Have they inherited some money or something? <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> Objective engage <UNKNOWN/> but that <UNKNOWN/> it's <UNKNOWN/> to those <UNKNOWN/> . <OVERLAP/>
424	ms_pns_pc_A1V6P1ZE6Q8YEW_dishwasher_primarywithnoise_fileid_8.wav	 <SN/> Come on, let's hurry down before they lock up for the day. Nora, I think you imagined it. He wore a brown knit sports shirt with no tie. He blew his nose expertly between his fingers.
425	ms_pns_pc_A1V6P1ZE6Q8YEW_Door_shutting_neighborwithnoise_dist_1m_fileid_10.wav	 <OVERLAP><SN/> This tragic lad had <UNKNOWN/> . A toothpaste tube should be squeezed from the bottom. The point overlooked the ocean. He check into a motel and drove downtown. He felt a good less deal less shaky. <OVERLAP/> <OVERLAP><SN/> It seems that open season upon <UNKNOWN/> hospitalization is once more upon us. Bridges, tunnels, and ferries are the most common methods of river crossings. This does not allow the mystery to invade us. Would you allow acts of violence? <OVERLAP/>
426	ms_pns_pc_A1V6P1ZE6Q8YEW_Door_shutting_primarywithnoise_fileid_4.wav	 <CNOISE/> Then came coconuts, eggs, and rice wine. Twelve o'clock level. No one material is best for all situations. A concurrent effort is needed to make oceanographic data useful on the spot.
427	ms_pns_pc_A1V6P1ZE6Q8YEW_fan_neighborwithnoise_dist_1m_fileid_1.wav	 <CNOISE/><OVERLAP> All chance of fulfilling my destiny is over. Ant bites were eased by applying liquid blue <UNKNOWN/> . We often say a person that he looks young for his age or old for his age. <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> represents a specific formulation <UNKNOWN/> wait a little <UNKNOWN/> the good <UNKNOWN/> this time. <OVERLAP/>
428	ms_pns_pc_A1V6P1ZE6Q8YEW_Fan_primarywithnoise_fileid_1.wav	 <CNOISE/> It could take place tomorrow night or it might occur months from now. To his puzzlement there was certainly no ways. He gazed away from us as we broached. Books are for schnooks. The cow wandered from farmland and became lost.
429	ms_pns_pc_A1V6P1ZE6Q8YEW_Kitchen_neighborwithnoise_dist_2m_fileid_8.wav	 <CNOISE/> <OVERLAP> He thought he <UNKNOWN/> a window. Add things as you find them need them. Let us <UNKNOWN/> a few things if ideas <UNKNOWN/> spiritual <UNKNOWN/> cars or trucks. <OVERLAP/> <CNOISE/><OVERLAP> That would make him mad enough if he was sober. <UNKNOWN/> utilizing <UNKNOWN/> . <OVERLAP/>
430	ms_pns_pc_A1V6P1ZE6Q8YEW_kitchen_primarywithnoise_fileid_7.wav	 <CNOISE/> It gave the rubberised fabric a dull <UNKNOWN/> like metal. As <UNKNOWN/> the light. There is still there is such a thing as metal <FILL/> <UNKNOWN/>. <UNKNOWN/> programmes will never <UNKNOWN/>.
431	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_1m_fileid_1.wav	 <CNOISE/> <OVERLAP> Guy <FILL/> Greg buys fresh milk each weekday morning. Melancholy obsession. Its a formality you know. We'll talk over at your office. Of course you can have another <UNKNOWN/> fish sandwich. Your <UNKNOWN/> <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> Will you please confirm government policy regarding these<UNKNOWN/> That pickpocket was caught red-handed. It does not indicate <UNKNOWN/> policy. Almonds and pistachio nuts are not so high <OVERLAP/>
432	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_1m_fileid_10.wav	 <OVERLAP> Will you please describe the idiotic predicament? Yet exists another objective reality which can be experienced and more, not when I was a kid. Grandmother asked me about upbringing in petticoats. <OVERLAP/> <OVERLAP> Guerillas were racing toward him. Help celebrate your brother's success. A profession that brought me as good an income as mine wasn't to be sneezed at. To keep him scattered somewhat and yet hard him was closed loose herding. I saw your horse outside. <OVERLAP/>
433	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_1m_fileid_4.wav	 <OVERLAP> This area is highly susceptible to infection. It cost us a hundred thousand dollars and thirty days lost time to fix them. I'm sorry, but I shall have to search this house. The failure to keep this two usage extinct present hazards to the reader. <OVERLAP/> <OVERLAP> He kissed her sooner with deep tenderness, movers never have enough woollens. As such a tax as an ankle <UNKNOWN/> the mixing head moves back and forth across the width of the receptacle. Usually these approximated attitude he was feeling within himself. <OVERLAP/>
434	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_1m_fileid_7.wav	 <OVERLAP> When all else <UNKNOWN/> . It all takes place in the eighteen century. That even <UNKNOWN/> not need much. <UNKNOWN/> what. Conservatism and traditionalism seem implied to what just had. <OVERLAP/> <OVERLAP> Lifting her skirt she climbed in never <UNKNOWN/> her <UNKNOWN/> on his arm. Don't do challenge that <UNKNOWN/> . Never the less she continued to move up <UNKNOWN/> . His <UNKNOWN/> smoothed. <OVERLAP/> been said.
435	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_2m_fileid_2.wav	 <OVERLAP> You are boiling milk, thank you. You want through at the meals. Meat, the radiation processing of meat has received extensive investigation. Please dig my potatoes up before frost. Splendour by a sorcery, it's a horror. <OVERLAP/> <OVERLAP> Afterwards <UNKNOWN/> well enough. The helpful <UNKNOWN/> may be enclosed in the letter. <UNKNOWN/> government fell off. Don't ask me to carry an oily wrap like that. <UNKNOWN/> to the headquarters at once. <UNKNOWN/> <OVERLAP/> quietly.
436	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_2m_fileid_5.wav	 <OVERLAP> I saw your horse outside. In most cases, we recognize certain words, persons, animals, or objects. The irate actor stormed away idiotically. Many scouring powders also contain phosphates. She overplayed her hand. <OVERLAP/> <OVERLAP> Thank you, she said, dusting herself off. We were off the road <UNKNOWN/> job. We will take our time <UNKNOWN/> used to it in three weeks. <UNKNOWN/> Judged by standardized test. Anyone cancelled despite the long <UNKNOWN/> . <OVERLAP/>
437	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_2m_fileid_8.wav	 <OVERLAP> She opened her hand. When we left Washington, her son, Tad, was ill, and missus Lincoln hysterical. Gently place Jim's form sculpture in the box. Yes ma'am, the children <UNKNOWN/> heartily. <OVERLAP/> <OVERLAP><UNKNOWN/> Had the splinter. How good is her endurance? The salt <UNKNOWN/> of the <UNKNOWN/> sized seat. All his family was dead <UNKNOWN/> . <OVERLAP/>
438	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_3m_fileid_3.wav	 <OVERLAP><UNKNOWN/> <SN/> Yes ma'am the children chorused heartily. Coffee is grown on steep, jungle-like slopes in temperate zones. Bones and cartilage transmit poorly and tend to reflect the ultrasonic signals. If disobeyed <UNKNOWN/> turmoil and chaos. <OVERLAP/> <OVERLAP><UNKNOWN/> <SN/> A tiny <UNKNOWN/> unable to remain responsive. She had no real <UNKNOWN/> mother existed. Should your <UNKNOWN/> he shouted heartily. It was worse <UNKNOWN/> victim. <OVERLAP/>
439	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_3m_fileid_6.wav	 <OVERLAP> It motivates his behavior. John cleans shellfish for a living. The revised procedure was acclaimed as long overdue reform. Birthday parties have cupcakes and ice cream. I'll have a scoop of that exotic purple turquoise sherbet. <OVERLAP/> <OVERLAP> The gauges of <UNKNOWN/> words. The sender and <UNKNOWN/> to spend in <UNKNOWN/> . The <UNKNOWN/> placement of the statue of one or another of the world's favorite <UNKNOWN/> . The <UNKNOWN/> of the <UNKNOWN/> as the profane hunter came close. <OVERLAP/>
440	ms_pns_pc_A1V6P1ZE6Q8YEW_neighbor_dist_3m_fileid_9.wav	 <OVERLAP> Shall we teach him some? It gave her a lewd winking effect. A portable electric heater is advisable for shelters in cold climate. Instead of that, he was engulfed by bedlam. This one came a bit higher, thirty thousand and more. <OVERLAP/> <OVERLAP> Cement is measured in cubic yards. <UNKNOWN/> religious terms <UNKNOWN/> . All the invaders <UNKNOWN/> given to accurate progress to put <UNKNOWN/> <OVERLAP/> .
441	ms_pns_pc_A1V6P1ZE6Q8YEW_Opening_chips_packet_neighborwithnoise_dist_3m_fileid_9.wav	 <OVERLAP> It could take place tomorrow night, or it might occur months from now. To his puzzlement, there was suddenly was no haze. He gazed away from us as we approached. Books are for <UNKNOWN/> . <OVERLAP/> <OVERLAP> Or does he get it <UNKNOWN/> ? Because when I <UNKNOWN/> too much curiosity can get you <UNKNOWN/> tragic it would do such a <UNKNOWN/> situation . <OVERLAP/>
442	ms_pns_pc_A1V6P1ZE6Q8YEW_Opening_chips_packet_primarywithnoise_fileid_10.wav	 The clumsy customer spilled some expensive perfume. Did anyone see my cab? His favorite grievance was not the landlord. Two of the men who had been chattering like parrots were struck dumb.
443	ms_pns_pc_A1V6P1ZE6Q8YEW_Running_Water_neighborwithnoise_dist_3m_fileid_6.wav	 <CNOISE/><OVERLAP> The former scout's alibi couldn't be shaken. Vietnamese cuisine is exquisite. <UNKNOWN/> are glutens. The prospect of cutting back spending is an unpleasant one for any girl. One of the brand of indefinite reference arises out of the use of <UNKNOWN/> . <OVERLAP/> <CNOISE/><OVERLAP><UNKNOWN/> <OVERLAP/>
444	ms_pns_pc_A1V6P1ZE6Q8YEW_running_water_primarywithnoise_fileid_9.wav	 Have you got your our keys handy? The team may be formation of shape from which other shapes evolved. Getting the boss rattlesnake to help you. <SN/> However, this inaugural feast, this concert no good, whatever.
445	ms_pns_pc_A1V6P1ZE6Q8YEW_Typing_neighborwithnoise_dist_1m_fileid_7.wav	 <OVERLAP> More often these offices are restricted to the gathering of empirical data. He didn't figure at all, and if he found out a woman it would be bad. Baseball's no <UNKNOWN/> . Need for novelty may be a symptom of soldier fatigue and instability. <OVERLAP/> <OVERLAP> And the softness is <UNKNOWN/> and its very surface left only by <UNKNOWN/> the new one was suspiciously bright and <UNKNOWN/> my desire is <UNKNOWN/> this effect. <OVERLAP/>
446	ms_pns_pc_A1V6P1ZE6Q8YEW_Typing_primarywithnoise_fileid_3.wav	 <CNOISE/> Indeed it is possible to separate select electron pragmatic from nuclear effects. Trim excess clay away from outer edges. We flew in <UNKNOWN/> planes so overloaded that we wondered why they didn't crash.
447	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Baby_crying_primarywithnoise_fileid_2.wav	 <CNOISE/> He told me so today coming up on the train. On this day field they can rely. My father rang him off here six years ago. She didn't even give me a chance to reduce. He always seem to have money in his pocket. He's got two <UNKNOWN/> .
448	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Baby_crying_primarywithnoise_fileid_3.wav	 <CNOISE/> Shall we flick over a coin to see which of us goes first? His carol comes tomorrow, have a <UNKNOWN/> for a meeting at two. Now forget all this other. The body was heavier than he had anticipated. Half slyly he enjoyed seeing her stood to left the things.
449	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Copy_machine_primarywithnoise_fileid_8.wav	 <CNOISE/> The causeway ended abruptly like they should, so if all this base was to get the in debt, managers paid a lot of money. The world also made him feel hate, sincere hate for those who laboured, whose backup and irritate. The ladies eyes are magnified workout.
450	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Copy_machine_primarywithnoise_fileid_9.wav	 <CNOISE/> Only then did three decide they didn't want one. The shot reverberated in diminishing the flashes of sound. He looked lazy, spurred a little careless. This is no surprising trait for the bulb gear, there was also a dog, bingo dog.
451	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Creaking_chair_primarywithnoise_fileid_4.wav	 <CNOISE/> What is this large thing by the ironing board? He wanted to show the town what happened to anyone who tried to start trouble. He wanted his sweat shirt into the ball and stripped down to his swimming trunks.
452	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Creaking_chair_primarywithnoise_fileid_5.wav	 <CNOISE/> Perhaps this is what gives the <UNKNOWN/> his odd air of dignity. Within a month calls square up seventy percent, they had slapped their thighs. Where were you while we were awake? See her, he is already slapping it up, the Dunk Jerk.
453	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Dog_barking_neighborwithnoise_dist_1m_fileid_10.wav	 <CNOISE/><OVERLAP> <UNKNOWN/> on supervising <UNKNOWN/> research engineer <UNKNOWN/> around here <UNKNOWN/> if she <UNKNOWN/> she was <UNKNOWN/> plan B. have. <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> two cars come over they are <UNKNOWN/> what it does similar. <OVERLAP/>
454	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Dog_barking_primarywithnoise_fileid_1.wav	 <CNOISE/> Let me quote him even more fully, for his analysis is important to my theme. Amoebas change shape constantly. It had assumed the terrifying inertia of inanimate matter, how do we define it? Do avoid puncturing or cutting <UNKNOWN/> to taste them.
455	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Door_shutting_neighborwithnoise_dist_1m_fileid_4.wav	 <CNOISE/><OVERLAP>  What it mean for your <UNKNOWN/>. <UNKNOWN/> so that it is <UNKNOWN/>. <UNKNOWN/> bush fires are common in the dry <UNKNOWN/>. <UNKNOWN/> all three must compare notes <UNKNOWN/> <OVERLAP/>. <CNOISE/><OVERLAP>  <UNKNOWN/> he decided. <UNKNOWN/> operational this is <UNKNOWN/>. She has <UNKNOWN/>. <UNKNOWN/> around the <UNKNOWN/> <OVERLAP/>.
456	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Door_shutting_neighborwithnoise_dist_3m_fileid_3.wav	 <CNOISE/> <OVERLAP> You are neither <UNKNOWN/> <SN/> nor <UNKNOWN/> ready by <SN/> <UNKNOWN/> this <UNKNOWN/> work without character or <UNKNOWN/> experience <UNKNOWN/> work other way <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> <SN/> <OVERLAP/>
457	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Fan_neighborwithnoise_dist_1m_fileid_1.wav	 <CNOISE/> <OVERLAP> It might hurt you though. The sermon emphasize the beautiful affirmative action run down <UNKNOWN/> . The museum aisles musicians every evening. <UNKNOWN/> that it is a possible to separate electron paramagnetics from nucleon effects. <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> so late <UNKNOWN/> must protect the <UNKNOWN/> they inhabited the <UNKNOWN/> <OVERLAP/>
458	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Fan_neighborwithnoise_dist_3m_fileid_2.wav	 <CNOISE/> <OVERLAP> Train exists <UNKNOWN/> so overloaded that we wondered why they didn't crash. Then in same <UNKNOWN/> level. No one material is best for all situations <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
459	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Heavy_Breathing_primarywithnoise_fileid_6.wav	 <CNOISE/> Our boy didn't chicken out, no sir. This changes the formula to an equation. The enemy did not leave. The system works as an impersonal mechanism. A new idea has drifted in from nowhere. He went on personal request. A list of names largely unknown to him.
460	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Heavy_Breathing_primarywithnoise_fileid_7.wav	 <CNOISE/> They had chosen this night the first day. Summertime supper outside is a natural. There need be no squeamishness about admitting this. She looked <UNKNOWN/> and as if it had somehow disappointed the whole human race. The causeway ended abruptly at the shore.
461	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_Mouse_clicks_neighborwithnoise_dist_1m_fileid_9.wav	 <CNOISE/> <OVERLAP> Accident <UNKNOWN/> <OVERLAP/> <CNOISE/> <OVERLAP> Severe myopia contributed to the <UNKNOWN/> and all seemed well. All <UNKNOWN/> are in <UNKNOWN/>. Program <UNKNOWN/> is as follows <UNKNOWN/> <OVERLAP/>
462	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_1m_fileid_1.wav	 <OVERLAP> Michael coloured the <UNKNOWN/> . It is obvious <UNKNOWN/> from reality. <UNKNOWN/> emotional anaesthesia. The clouds <UNKNOWN/> and burst suddenly into a great black <UNKNOWN/>. You saw them always together <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
463	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_1m_fileid_10.wav	 <OVERLAP> <UNKNOWN/> and scissors <UNKNOWN/>. The prospect of cutting that and spending these is an unpleasant one for <UNKNOWN/> <OVERLAP/> <OVERLAP> <OVERLAP/>
464	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_1m_fileid_4.wav	 <OVERLAP> <UNKNOWN/> toward him. Why celebrate your success? A profession that brought <UNKNOWN/> and to give them standard <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
465	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_1m_fileid_7.wav	 <OVERLAP> Baseball is the most searched <UNKNOWN/> maybe symptom <UNKNOWN/>. This tragedy <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> to let us return in <UNKNOWN/> < OVERLAP/>
466	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_2m_fileid_2.wav	 <OVERLAP> <UNKNOWN/> observation <UNKNOWN/> we'll talk over <SN/> <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
467	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_2m_fileid_5.wav	 <OVERLAP> She <UNKNOWN/> understand where we left <UNKNOWN/> sculpture in the box <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
468	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_2m_fileid_8.wav	 <OVERLAP> <UNKNOWN/> the process <UNKNOWN/> of the current. <OVERLAP/> <OVERLAP> It seems that in <UNKNOWN/> hospitalization <UNKNOWN/> of river. <OVERLAP/>
469	ms_pns_Logitech_C270_HD_Webcam_A1XARUPXWKL2KY_neighbor_dist_3m_fileid_3.wav	 <OVERLAP> <UNKNOWN/>. This area is highly <UNKNOWN/>. Cost is four hundred thousand dollars <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
470	ms_emotional_angry_pns_HPLaptop_A1Z7468WBINN2S_CarRunning_fileid_1.wav	 <CNOISE/><UNKNOWN/> Wham the <UNKNOWN/> of the ballot the stick <UNKNOWN/> efficiency is achieved out there in term of actual experience. But why is it necessary to reproduce the original image within the brain? This stage usually find a big <UNKNOWN/>
471	ms_emotional_angry_pns_HPLaptop_A1Z7468WBINN2S_Doorshutting_fileid_2.wav	 We are here to <SN/> <UNKNOWN/> business. The glue oozed out of the dew. The fog <SN/> prevent them arriving on time. The diagram makes sense <SN/> only after much study.
472	ms_emotional_angry_pns_HPLaptop_A1Z7468WBINN2S_OpeningChipsPacket_fileid_3.wav	 <CNOISE/> The shelter shown provide almost absolute fault protection. Flag sparrow. Linear lip care. How do you defined the hunger of <UNKNOWN/> ? Can you imagine the building <UNKNOWN/> ?
473	ms_emotional_angry_pns_HPLaptop_A1Z7468WBINN2S_RunningWater_fileid_4.wav	 But why it is necessary to reproduce the original image within the brain? <UNKNOWN/> find a big flaw. He had not covered on the ears before gun crashes some <UNKNOWN/> within. My dad did it.
474	ms_emotional_crying_pns_HPLaptop_A1Z7468WBINN2S_Creakingchair_fileid_5.wav	 <CNOISE/> The failure to keep this news is <UNKNOWN/>
475	ms_emotional_crying_pns_HPLaptop_A1Z7468WBINN2S_fan_fileid_6.wav	 <CNOISE/><UNKNOWN/> something to <UNKNOWN/> some of this speculation may also <UNKNOWN/> by using <UNKNOWN/> muscles.
476	ms_emotional_crying_pns_HPLaptop_A1Z7468WBINN2S_HeavyBreathing_fileid_7.wav	 <CNOISE/><UNKNOWN/> charge <UNKNOWN/> said <UNKNOWN/> of men.
477	ms_emotional_crying_pns_HPLaptop_A1Z7468WBINN2S_OpeningChipsPacket_fileid_8.wav	 <UNKNOWN/>
