novelle09_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle09_03_pirandello_f000052|proprio cosí! tante volte! E dire poi, una ragazza che non li ha mai provati finora questi dolori che cosa sono|proprio cosí! tante volte! E dire poi, una ragazza che non li ha mai provati finora questi dolori che cosa sono
novelle09_03_pirandello_f000053|saperli cosí bene compatire e cercare d’alleviarli in tutte, signore e poverette|saperli cosí bene compatire e cercare dalleviarli in tutte, signore e poverette
novelle09_03_pirandello_f000054|allo stesso modo! E via il cappello e via tutte le frasche e le arie di signora con cui era venuta, per acconciarsi come loro|allo stesso modo! E via il cappello e via tutte le frasche e le arie di signora con cui era venuta, per acconciarsi come loro
novelle09_03_pirandello_f000055|da poveretta, con lo scialle e il fazzoletto in capo, che le sta un amore! Invece, donna Mimma… che? col cappello?|da poveretta, con lo scialle e il fazzoletto in capo, che le sta un amore! Invece, donna Mimma che? col cappello?
novelle09_03_pirandello_f000056|ma sí, correte, correte a vederla! è arrivata or ora da Palermo, col cappello, con un cappellone grosso cosí, Madonna santa|ma sí, correte, correte a vederla! è arrivata or ora da Palermo, col cappello, con un cappellone grosso cosí, Madonna santa
novelle09_03_pirandello_f000057|che pare una bertuccia, di quelle che ballano sugli organetti alla fiera! Tutta la gente è scasata a vederla;|che pare una bertuccia, di quelle che ballano sugli organetti alla fiera! Tutta la gente è scasata a vederla;
novelle09_03_pirandello_f000058|tutti i ragazzi di strada l’hanno accompagnata a casa battendo i cocci, come dietro alla nonna di carnevale.|tutti i ragazzi di strada lhanno accompagnata a casa battendo i cocci, come dietro alla nonna di carnevale.
novelle09_03_pirandello_f000059|— Ma come, il cappello, davvero? Il cappello, sí.|- Ma come, il cappello, davvero? Il cappello, sí.
novelle09_03_pirandello_f000060|O che non ha preso il diploma all’Università come la Piemontesa, lei?|O che non ha preso il diploma allUniversità come la Piemontesa, lei?
novelle09_03_pirandello_f000061|Dopo due anni di studii… e che studii! I capelli bianchi ci ha fatto, ecco qua|Dopo due anni di studii e che studii! I capelli bianchi ci ha fatto, ecco qua
novelle09_03_pirandello_f000062|in due anni, che prima di partire per Palermo li aveva ancora neri.|in due anni, che prima di partire per Palermo li aveva ancora neri.
novelle09_03_pirandello_f000063|Studii, che il signor dottore, adesso, se si vuol provare un poco a competere con lei|Studii, che il signor dottore, adesso, se si vuol provare un poco a competere con lei
novelle09_03_pirandello_f000064|glielo farà vedere che non è più il caso di metterla nel sacco con quelle sue parole turchine|glielo farà vedere che non è più il caso di metterla nel sacco con quelle sue parole turchine
novelle09_03_pirandello_f000065|perché le sa dire anche lei adesso, e meglio di lui, le parole turchine. Il cappello?|perché le sa dire anche lei adesso, e meglio di lui, le parole turchine. Il cappello?
novelle09_03_pirandello_f000066|Ma che stupidaggine di teste piccole di paese! Viene di diritto e di conseguenza il cappello dopo due anni di studi all’Università.|Ma che stupidaggine di teste piccole di paese! Viene di diritto e di conseguenza il cappello dopo due anni di studi allUniversità.
novelle09_03_pirandello_f000067|Tutte lí, quelle che studiavano con lei, lo portavano;|Tutte lí, quelle che studiavano con lei, lo portavano;
novelle09_03_pirandello_f000068|e anche lei, dunque, per forza.|e anche lei, dunque, per forza.
novelle09_03_pirandello_f000069|La professione dell’ostrè… no, te… trètica, la professione dell’ostrètica,|La professione dellostrè no, te trètica, la professione dellostrètica,
novelle09_03_pirandello_f000070|adesso, c’è poca differenza con quella del dottore. Gli stessi studii, quasi.|adesso, cè poca differenza con quella del dottore. Gli stessi studii, quasi.
novelle09_03_pirandello_f000071|E i dottori non vanno mica col berretto per via! Ma perché sarebbe allora andata a Palermo?|E i dottori non vanno mica col berretto per via! Ma perché sarebbe allora andata a Palermo?
novelle09_03_pirandello_f000072|perché avrebbe studiato due anni all’Università?|perché avrebbe studiato due anni allUniversità?
novelle09_03_pirandello_f000073|perché avrebbe preso il diploma, se non per mettersi in tutto a paro|perché avrebbe preso il diploma, se non per mettersi in tutto a paro
novelle09_03_pirandello_f000074|di studi e di stato, con la Piemontesa diplomata dall’Università di Torino?|di studi e di stato, con la Piemontesa diplomata dallUniversità di Torino?
novelle09_03_pirandello_f000075|Trasecola donna Mimma, si fa di tutti i colori appena viene a sapere che la Piemontesa|Trasecola donna Mimma, si fa di tutti i colori appena viene a sapere che la Piemontesa
novelle09_03_pirandello_f000076|lei, non porta più il cappello, ora, ma scialle e il fazzoletto. — Ah sí? se l’è levato?|lei, non porta più il cappello, ora, ma scialle e il fazzoletto. - Ah sí? se lè levato?
novelle09_03_pirandello_f000077|porta il "manto" e il fazzoletto celeste. E che fa? che dice?|porta il manto e il fazzoletto celeste. E che fa? che dice?
novelle09_03_pirandello_f000078|Ah, che i bambini li comperano a Palermo? Con la lettiga?|Ah, che i bambini li comperano a Palermo? Con la lettiga?
novelle09_03_pirandello_f000079|Ah, traditora! Ah, infame! Ma dunque, per levare il pane a lei di bocca, a lei, il pane?|Ah, traditora! Ah, infame! Ma dunque, per levare il pane a lei di bocca, a lei, il pane?
novelle09_03_pirandello_f000080|Assassina! Per entrare in grazia della gente ignorante del paese?|Assassina! Per entrare in grazia della gente ignorante del paese?
novelle09_03_pirandello_f000081|Infame! Infame! E la gente… come! si piglia da lei quest’impostura?|Infame! Infame! E la gente come! si piglia da lei questimpostura?
novelle09_03_pirandello_f000082|da lei che prima andava dicendo ch’eran tutte sciocchezze e falsi pudori?|da lei che prima andava dicendo cheran tutte sciocchezze e falsi pudori?
novelle09_03_pirandello_f000083|Ma allora, se questa spudorata doveva ridursi a far la mammana in paese cosí, come per trentacinque anni naturalmente l’aveva fatto lei|Ma allora, se questa spudorata doveva ridursi a far la mammana in paese cosí, come per trentacinque anni naturalmente laveva fatto lei
novelle09_03_pirandello_f000084|perché costringerla a partire per Palermo, a studiare due anni all’Università, e prendere il diploma?|perché costringerla a partire per Palermo, a studiare due anni allUniversità, e prendere il diploma?
novelle09_03_pirandello_f000085|Solo per aver tempo di rubarle il posto, ecco perché! levarle il pane di bocca, mettendosi a far come lei, vestendosi come lei|Solo per aver tempo di rubarle il posto, ecco perché! levarle il pane di bocca, mettendosi a far come lei, vestendosi come lei
novelle09_03_pirandello_f000086|dicendo le stesse cose che prima diceva lei! infame! assassina! impostora e traditora! Ah che cosa… ah Dio|dicendo le stesse cose che prima diceva lei! infame! assassina! impostora e traditora! Ah che cosa ah Dio
novelle09_03_pirandello_f000087|che cosa… che cosa… Ha tutto il sangue alla testa, donna Mimma; piange di rabbia;|che cosa che cosa Ha tutto il sangue alla testa, donna Mimma; piange di rabbia;
novelle09_03_pirandello_f000088|si storce le mani, ancora col cappellone in capo; pesta un piede;|si storce le mani, ancora col cappellone in capo; pesta un piede;
novelle09_03_pirandello_f000089|il cappellone le va di traverso;|il cappellone le va di traverso;
novelle09_03_pirandello_f000090|ed ecco, per la prima volta, le scappa di bocca una parolaccia sconcia: no, non se lo leverà più lei, no, per sfida|ed ecco, per la prima volta, le scappa di bocca una parolaccia sconcia: no, non se lo leverà più lei, no, per sfida
novelle09_03_pirandello_f000091|ora, questo cappello: qua, qua in capo! Se quella se l’è levato, lei se l’è messo e lo terrà! Il diploma ce l’ha; a Palermo c’è stata;|ora, questo cappello: qua, qua in capo! Se quella se lè levato, lei se lè messo e lo terrà! Il diploma ce lha; a Palermo cè stata;
novelle09_03_pirandello_f000092|s’è ammazzata due anni a studiare: Ora si metterà a far lei qua in paese, non più la comaretta|sè ammazzata due anni a studiare: Ora si metterà a far lei qua in paese, non più la comaretta
novelle09_03_pirandello_f000093|la mammanuccia, ma l’Ostrètica diplomata dalla Regia Università di Palermo.|la mammanuccia, ma lOstrètica diplomata dalla Regia Università di Palermo.
novelle09_03_pirandello_f000094|Povera donna Mimma, dice ostrètica, cosí su le furie facendo le volte per la stanzuccia della sua casa|Povera donna Mimma, dice ostrètica, cosí su le furie facendo le volte per la stanzuccia della sua casa
novelle09_03_pirandello_f000095|dove tutti gli oggetti par che la guardino sbigottiti perché s’aspettavano d’esser salutati con gioja e carezzati da lei dopo due anni d’assenza.|dove tutti gli oggetti par che la guardino sbigottiti perché saspettavano desser salutati con gioja e carezzati da lei dopo due anni dassenza.
novelle09_03_pirandello_f000096|Donna Mimma non ha occhi per loro;|Donna Mimma non ha occhi per loro;
novelle09_03_pirandello_f000097|dice che vorrà vederla in faccia, quella lí (e giú un’altra parolaccia sconcia)|dice che vorrà vederla in faccia, quella lí e giú unaltra parolaccia sconcia
novelle09_03_pirandello_f000098|se avrà il coraggio di parlare davanti a lei di lettighe d’avorio e di comperare i bambini;|se avrà il coraggio di parlare davanti a lei di lettighe davorio e di comperare i bambini;
novelle09_03_pirandello_f000099|e or ora, senza neppur riposarsi un minuto, si vuol mettere in giro, da tutte le signore del paese, – cosí, cosí col cappello in capo|e or ora, senza neppur riposarsi un minuto, si vuol mettere in giro, da tutte le signore del paese, - cosí, cosí col cappello in capo
novelle09_03_pirandello_f000100|sissignori! – per vedere se anche loro avranno il coraggio, ora ch’ella è ritornata col diploma|sissignori! - per vedere se anche loro avranno il coraggio, ora chella è ritornata col diploma
novelle09_03_pirandello_f000101|di cangiarle la faccia per quella fruscola lí! Esce di casa;|di cangiarle la faccia per quella fruscola lí! Esce di casa;
novelle09_03_pirandello_f000102|ma appena per via, subito di nuovo la maraviglia, le risa della gente, i lazzi dei monellacci impertinenti e ingrati|ma appena per via, subito di nuovo la maraviglia, le risa della gente, i lazzi dei monellacci impertinenti e ingrati
novelle09_03_pirandello_f000103|che si sono scordati di chi li ha accolti prima nel mondo, ajutando la mamma a metterli alla luce.|che si sono scordati di chi li ha accolti prima nel mondo, ajutando la mamma a metterli alla luce.
novelle09_03_pirandello_f000104|— Musi di cane! Cazzarellini! Ah, figli di… Le tirano bucce, sassolini sul cappellone|- Musi di cane! Cazzarellini! Ah, figli di Le tirano bucce, sassolini sul cappellone
novelle09_03_pirandello_f000105|la accompagnano con rumori sguajati, saltarellandole intorno. — Donna Mimma?|la accompagnano con rumori sguajati, saltarellandole intorno. - Donna Mimma?
novelle09_03_pirandello_f000106|Oh guarda! — dicono le signore, restando allo spettacolo che si para loro davanti, buffo e compassionevole|Oh guarda! - dicono le signore, restando allo spettacolo che si para loro davanti, buffo e compassionevole
novelle09_03_pirandello_f000107|perché donna Mimma con quel suo cappellone di traverso e gli occhi ovati rossi di pianto e di rabbia|perché donna Mimma con quel suo cappellone di traverso e gli occhi ovati rossi di pianto e di rabbia
novelle09_03_pirandello_f000108|vuole — cosí conciata — apparir loro come l’ombra del rimorso|vuole - cosí conciata - apparir loro come lombra del rimorso
novelle09_03_pirandello_f000109|e in quegli occhi rossi di pianto e di rabbia ha un rimprovero per loro pieno di profondo accoramento|e in quegli occhi rossi di pianto e di rabbia ha un rimprovero per loro pieno di profondo accoramento
novelle09_03_pirandello_f000110|quasi che a Palermo a studiare la avessero mandata loro, per forza, e loro la avessero fatta ritornare da Palermo con quel cappellone che|quasi che a Palermo a studiare la avessero mandata loro, per forza, e loro la avessero fatta ritornare da Palermo con quel cappellone che
novelle09_03_pirandello_f000111|essendo il frutto naturale, quantunque spropositato, di due anni di studio all’Università|essendo il frutto naturale, quantunque spropositato, di due anni di studio allUniversità
novelle09_03_pirandello_f000112|rappresenta il tradimento che loro signore le hanno fatto.|rappresenta il tradimento che loro signore le hanno fatto.
novelle09_03_pirandello_f000113|Tradimento sí, tradimento, signore mie, tradimento perché|Tradimento sí, tradimento, signore mie, tradimento perché
novelle09_03_pirandello_f000114|se volevate la mammana come donna Mimma era prima, una mammana col fazzoletto in capo e lo scialle|se volevate la mammana come donna Mimma era prima, una mammana col fazzoletto in capo e lo scialle
novelle09_03_pirandello_f000115|che raccontasse ai vostri bimbi la favola della lettiga e dei fratellini comperati a Palermo coi denari di papà|che raccontasse ai vostri bimbi la favola della lettiga e dei fratellini comperati a Palermo coi denari di papà
novelle09_03_pirandello_f000116|non dovevate permettere che il fazzoletto di seta celeste e lo scialle di donna Mimma e le vecchie favole di lei fossero usurpati da questa sfrontata continentale che prima|non dovevate permettere che il fazzoletto di seta celeste e lo scialle di donna Mimma e le vecchie favole di lei fossero usurpati da questa sfrontata continentale che prima
novelle09_03_pirandello_f000117|venendo dall’Università col cappello anche lei, li aveva derisi in donna Mimma;|venendo dallUniversità col cappello anche lei, li aveva derisi in donna Mimma;
novelle09_03_pirandello_f000118|dovevate dirle: "No, cara: tu hai obbligato donna Mimma a studiare due anni a Palermo|dovevate dirle: No, cara: tu hai obbligato donna Mimma a studiare due anni a Palermo
novelle09_03_pirandello_f000119|a mettersi là il cappello anche lei per non esser derisa dalle fraschette sfrontate come te, e tu ora qua te lo levi?|a mettersi là il cappello anche lei per non esser derisa dalle fraschette sfrontate come te, e tu ora qua te lo levi?
novelle09_03_pirandello_f000120|e ti metti il fazzoletto e lo scialle e ti metti a raccontare la favola della lettiga|e ti metti il fazzoletto e lo scialle e ti metti a raccontare la favola della lettiga
novelle09_03_pirandello_f000121|per prendere il posto di quella che hai mandato via a studiare?|per prendere il posto di quella che hai mandato via a studiare?
novelle09_03_pirandello_f000122|Ma questa è per te un’impostura! per quella, invece, vestire cosí, parlare cosí|Ma questa è per te unimpostura! per quella, invece, vestire cosí, parlare cosí
novelle09_03_pirandello_f000123|era naturale! No, cara, tu ora fai a donna Mimma un tradimento, e come l’hai derisa tu|era naturale! No, cara, tu ora fai a donna Mimma un tradimento, e come lhai derisa tu
novelle09_03_pirandello_f000124|prima, col fazzoletto e lo scialle e la vecchia favola della lettiga, la farai deridere dagli altri|prima, col fazzoletto e lo scialle e la vecchia favola della lettiga, la farai deridere dagli altri
novelle09_03_pirandello_f000125|ora, col cappellone e la scienza ostetrica appresa all’Università".|ora, col cappellone e la scienza ostetrica appresa allUniversità.
novelle09_03_pirandello_f000126|Cosí, signore miei dovevate dire a codesta Piemontesa.|Cosí, signore miei dovevate dire a codesta Piemontesa.
novelle09_03_pirandello_f000127|O se davvero vi piace di più, ora, la mammana "civile" che vi sappia spiegar tutto bene|O se davvero vi piace di più, ora, la mammana civile che vi sappia spiegar tutto bene
novelle09_03_pirandello_f000128|punto per punto, come si fanno e come si possono anche non fare i figliuoli|punto per punto, come si fanno e come si possono anche non fare i figliuoli
novelle09_03_pirandello_f000129|obbligate allora la Piemontesa a rimettersi il cappello|obbligate allora la Piemontesa a rimettersi il cappello
novelle09_03_pirandello_f000130|per non far deridere donna Mimma che come un medico ha studiato e col cappello è ritornata! Ma voi vi stringete nelle spalle|per non far deridere donna Mimma che come un medico ha studiato e col cappello è ritornata! Ma voi vi stringete nelle spalle
novelle09_03_pirandello_f000131|signore mie, e fate intendere a donna Mimma che ormai non sapete come comportarvi con l’altra che già vi ha assistito una volta e bene, proprio bene|signore mie, e fate intendere a donna Mimma che ormai non sapete come comportarvi con laltra che già vi ha assistito una volta e bene, proprio bene
novelle09_03_pirandello_f000132|sí… e che per la prossima assistenza vi trovate già impegnate… e, quanto all’avvenire, per non compromettervi|sí e che per la prossima assistenza vi trovate già impegnate e, quanto allavvenire, per non compromettervi
novelle09_03_pirandello_f000133|dite di sperare in Dio che basta, ora, questa croce per voi, d’aver altri figliuoli. Donna Mimma piange;|dite di sperare in Dio che basta, ora, questa croce per voi, daver altri figliuoli. Donna Mimma piange;
novelle09_03_pirandello_f000134|vorrebbe consolarsi un poco almeno coi bambini, e per farli accostare si toglie dal capo lo spauracchio di quel cappellaccio nero; ma inutilmente.|vorrebbe consolarsi un poco almeno coi bambini, e per farli accostare si toglie dal capo lo spauracchio di quel cappellaccio nero; ma inutilmente.
novelle09_03_pirandello_f000135|Non la riconoscono più, i bambini. — Ma come? — dice donna Mimma piangendo.|Non la riconoscono più, i bambini. - Ma come? - dice donna Mimma piangendo.
novelle09_03_pirandello_f000136|— Tu Flavietta, che mi guardavi prima con codesti occhi d’amore; tu, Niní mio, ma come? non vi ricordate più di me? di donna Mimma?|- Tu Flavietta, che mi guardavi prima con codesti occhi damore; tu, Niní mio, ma come? non vi ricordate più di me? di donna Mimma?
novelle09_03_pirandello_f000137|Sono andata io, io a comperarvi a Palermo coi denari di papà;|Sono andata io, io a comperarvi a Palermo coi denari di papà;
novelle09_03_pirandello_f000138|io, con la lettiga d’avorio, figlietti miei, venite qua! I bimbi non vogliono accostarsi;|io, con la lettiga davorio, figlietti miei, venite qua! I bimbi non vogliono accostarsi;
novelle09_03_pirandello_f000139|restano scontrosi, ostili a guardarla da lontano, a guardarle quel cappellaccio nero su le ginocchia;|restano scontrosi, ostili a guardarla da lontano, a guardarle quel cappellaccio nero su le ginocchia;
novelle09_03_pirandello_f000140|e donna Mimma, allora, dopo essersi provata a lungo ad asciugarsi il pianto dagli occhi e dalle guance|e donna Mimma, allora, dopo essersi provata a lungo ad asciugarsi il pianto dagli occhi e dalle guance
novelle09_03_pirandello_f000141|alla fine, vedendo che non ci riesce e che anzi fa peggio, se lo rimette in capo quel cappellaccio e se ne va.|alla fine, vedendo che non ci riesce e che anzi fa peggio, se lo rimette in capo quel cappellaccio e se ne va.
novelle09_03_pirandello_f000142|Ma non è solo per questo cappellaccio nero, come donna Mimma pensa, che tutto il paesello le si è voltato contro.|Ma non è solo per questo cappellaccio nero, come donna Mimma pensa, che tutto il paesello le si è voltato contro.
novelle09_03_pirandello_f000143|Se non fosse per la stizza e il dispetto, potrebbe buttarlo via donna Mimma, il cappellaccio; ma la scienza?|Se non fosse per la stizza e il dispetto, potrebbe buttarlo via donna Mimma, il cappellaccio; ma la scienza?
novelle09_03_pirandello_f000144|Ahimè, la scienza che le strappò dal capo il bel fazzoletto di seta celeste e le impose invece codesto cappellaccio nero;|Ahimè, la scienza che le strappò dal capo il bel fazzoletto di seta celeste e le impose invece codesto cappellaccio nero;
novelle09_03_pirandello_f000145|la scienza appresa tardi e male;|la scienza appresa tardi e male;
novelle09_03_pirandello_f000146|la scienza che le ha tolto la vista e le ha dato gli occhiali;|la scienza che le ha tolto la vista e le ha dato gli occhiali;
novelle09_03_pirandello_f000147|la scienza che le ha imbrogliato tutta l’esperienza di trentacinque anni;|la scienza che le ha imbrogliato tutta lesperienza di trentacinque anni;
novelle09_03_pirandello_f000148|la scienza che le è costata due anni di martirio alla sua età;|la scienza che le è costata due anni di martirio alla sua età;
novelle09_03_pirandello_f000149|la scienza, no, non potrà più buttarla via, donna Mimma;|la scienza, no, non potrà più buttarla via, donna Mimma;
novelle09_03_pirandello_f000150|e questo è il vero male, il male irreparabile! Perché si dà il caso, ora|e questo è il vero male, il male irreparabile! Perché si dà il caso, ora
novelle09_03_pirandello_f000151|che una vicina, sposa da appena un anno e già sul punto d’esser mamma|che una vicina, sposa da appena un anno e già sul punto desser mamma
novelle09_03_pirandello_f000152|non trova questa sera nelle quattro stanzette della sua casa un punto, un punto solo, dove quietar la smania da cui si sente soffocare;|non trova questa sera nelle quattro stanzette della sua casa un punto, un punto solo, dove quietar la smania da cui si sente soffocare;
novelle09_03_pirandello_f000153|va sul terrazzino, guarda… no, si sente lei guardata stranamente da tutte le stelle che sfavillano in cielo;|va sul terrazzino, guarda no, si sente lei guardata stranamente da tutte le stelle che sfavillano in cielo;
novelle09_03_pirandello_f000154|e se lo sente acuto nelle carni come un formicolío di brividi, tutto questo pungere di stelle;|e se lo sente acuto nelle carni come un formicolío di brividi, tutto questo pungere di stelle;
novelle09_03_pirandello_f000155|e comincia a gemere e a gridare che non ne può più! Si può aspettare;|e comincia a gemere e a gridare che non ne può più! Si può aspettare;
novelle09_03_pirandello_f000156|le dicono che si può aspettare fino a domani;|le dicono che si può aspettare fino a domani;
novelle09_03_pirandello_f000157|ma lei dice di no, dice che, se dura cosí, prima che venga domani, lei sarà morta, e allora, poiché l’altra|ma lei dice di no, dice che, se dura cosí, prima che venga domani, lei sarà morta, e allora, poiché laltra
novelle09_03_pirandello_f000158|la Piemontesa, è occupata altrove e ha mandato a dire che proprio gliene duole ma questa notte non può venire;|la Piemontesa, è occupata altrove e ha mandato a dire che proprio gliene duole ma questa notte non può venire;
novelle09_03_pirandello_f000159|giacché ora sono in due nel paesello a far questo mestiere, via, si può provare a chiamare donna Mimma. Eh? che? donna Mimma? e che è donna Mimma?|giacché ora sono in due nel paesello a far questo mestiere, via, si può provare a chiamare donna Mimma. Eh? che? donna Mimma? e che è donna Mimma?
novelle09_03_pirandello_f000160|uno straccio per turare i buchi?|uno straccio per turare i buchi?
novelle09_03_pirandello_f000161|Lei non vuol fare da "sostituta" a quell’altra là! Ma alla fine s’arrende alle preghiere|Lei non vuol fare da sostituta a quellaltra là! Ma alla fine sarrende alle preghiere
novelle09_03_pirandello_f000162|si pianta prima pian piano il cappello in capo, e va.|si pianta prima pian piano il cappello in capo, e va.
novelle09_03_pirandello_f000163|Ahimè, è possibile che non colga ora questa occasione donna Mimma per dimostrare che ha studiato due anni all’Università come quell’altra|Ahimè, è possibile che non colga ora questa occasione donna Mimma per dimostrare che ha studiato due anni allUniversità come quellaltra
novelle09_03_pirandello_f000164|e che sa fare ora come quell’altra, meglio di quell’altra, con tutte quante le regole della scienza e i precetti dell’igiene?|e che sa fare ora come quellaltra, meglio di quellaltra, con tutte quante le regole della scienza e i precetti delligiene?
novelle09_03_pirandello_f000165|Disgraziata! Le vuol mostrare tutte a una a una queste regole della scienza;|Disgraziata! Le vuol mostrare tutte a una a una queste regole della scienza;
novelle09_03_pirandello_f000166|tutti a uno a uno li vuole applicare questi precetti dell’igiene;|tutti a uno a uno li vuole applicare questi precetti delligiene;
novelle09_03_pirandello_f000167|tanto mostrare, tanto applicare, che a un certo punto bisogna mandare a precipizio per l’altra|tanto mostrare, tanto applicare, che a un certo punto bisogna mandare a precipizio per laltra
novelle09_03_pirandello_f000168|per la Piemontesa, e anche per il medico ora|per la Piemontesa, e anche per il medico ora
novelle09_03_pirandello_f000169|se si vuol salvare questa povera mamma e la creaturina, che rischiano di morire impedite|se si vuol salvare questa povera mamma e la creaturina, che rischiano di morire impedite
novelle09_03_pirandello_f000170|soffocate, strozzate da tutte quelle regole e da tutti quei precetti.|soffocate, strozzate da tutte quelle regole e da tutti quei precetti.
novelle09_03_pirandello_f000171|E ora per donna Mimma è finita davvero.|E ora per donna Mimma è finita davvero.
novelle09_03_pirandello_f000172|Dopo questa prova, nessuno – ed è giusto – vorrà più saperne di lei.|Dopo questa prova, nessuno - ed è giusto - vorrà più saperne di lei.
novelle09_03_pirandello_f000173|Invelenita contro tutto il paese, col cappellaccio in capo, ogni giorno ella scende in piazza, ora, a fare una scenata davanti la farmacia|Invelenita contro tutto il paese, col cappellaccio in capo, ogni giorno ella scende in piazza, ora, a fare una scenata davanti la farmacia
novelle09_03_pirandello_f000174|dando dell’asino al dottore e della sgualdrinella a quella ladra Piemontesa che è venuta a rubarle il pane.|dando dellasino al dottore e della sgualdrinella a quella ladra Piemontesa che è venuta a rubarle il pane.
novelle09_03_pirandello_f000175|C’è chi dice che s’è data al vino, perché dopo queste scenate,|Cè chi dice che sè data al vino, perché dopo queste scenate,
novelle09_03_pirandello_f000176|ritornando a casa, donna Mimma piange, piange inconsolabilmente;|ritornando a casa, donna Mimma piange, piange inconsolabilmente;
novelle09_03_pirandello_f000177|e questo, come si sa, è un certo effetto che il vino suol fare.|e questo, come si sa, è un certo effetto che il vino suol fare.
novelle09_03_pirandello_f000178|La Piemontesina, intanto, col fazzoletto di seta celeste in capo e il lungo scialle d’indiana stretto intorno alla svelta personcina, corre da una casa all’altra|La Piemontesina, intanto, col fazzoletto di seta celeste in capo e il lungo scialle dindiana stretto intorno alla svelta personcina, corre da una casa allaltra
novelle09_03_pirandello_f000179|con gli occhi a terra, modesti, e lancia di tanto in tanto di traverso una guardatina maliziosa e un sorrisetto che le scopre su le due guance le fossette.|con gli occhi a terra, modesti, e lancia di tanto in tanto di traverso una guardatina maliziosa e un sorrisetto che le scopre su le due guance le fossette.
novelle09_03_pirandello_f000180|Dice con rammarico ch’è un vero peccato che donna Mimma si sia ridotta cosí,|Dice con rammarico chè un vero peccato che donna Mimma si sia ridotta cosí,
novelle09_03_pirandello_f000181|perché dal ritorno di lei in paese ella sperava un sollievo;|perché dal ritorno di lei in paese ella sperava un sollievo;
novelle09_03_pirandello_f000182|ma sí, un sollievo, visto che questi benedetti papà siciliani troppi, troppi denari hanno|ma sí, un sollievo, visto che questi benedetti papà siciliani troppi, troppi denari hanno
novelle09_03_pirandello_f000183|da spendere in figliuoli, e notte e giorno senza requie la fanno viaggiare in lettiga.|da spendere in figliuoli, e notte e giorno senza requie la fanno viaggiare in lettiga.
novelle09_04_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle09_04_pirandello_f000002|L’ABITO NUOVO.|LABITO NUOVO.
novelle09_04_pirandello_f000003|L’abito che quel povero Crispucci indossava da tempo immemorabile|Labito che quel povero Crispucci indossava da tempo immemorabile
novelle09_04_pirandello_f000004|nessuno riusciva più a considerarlo come una cosa soprammessa al suo corpo,|nessuno riusciva più a considerarlo come una cosa soprammessa al suo corpo,
novelle09_04_pirandello_f000005|una cosa che si potesse cambiare.|una cosa che si potesse cambiare.
novelle09_04_pirandello_f000006|Agli occhi di tutti egli era ormai in quel suo abito, come un vecchio cane randagio nel suo pelame stinto e strappato.|Agli occhi di tutti egli era ormai in quel suo abito, come un vecchio cane randagio nel suo pelame stinto e strappato.
novelle09_04_pirandello_f000007|Per questa ragione, l’avvocato Boccanera, suo principale|Per questa ragione, lavvocato Boccanera, suo principale
novelle09_04_pirandello_f000008|non aveva mai pensato di potergli regalare uno dei tanti suoi abiti smessi ancora in buono stato.|non aveva mai pensato di potergli regalare uno dei tanti suoi abiti smessi ancora in buono stato.
novelle09_04_pirandello_f000009|Cosí com’era, gli serviva a meraviglia;|Cosí comera, gli serviva a meraviglia;
novelle09_04_pirandello_f000010|scrivano e galoppino a centoventi lire al mese.|scrivano e galoppino a centoventi lire al mese.
novelle09_04_pirandello_f000011|Quel giorno, il signor avvocato Boccanera stava a tenergli un interminabile e amorevole discorso.|Quel giorno, il signor avvocato Boccanera stava a tenergli un interminabile e amorevole discorso.
novelle09_04_pirandello_f000012|Di solito, bastava che gli dicesse, con un certo ammiccamento degli occhi: "Crispucci, eh? " e Crispucci intendeva tutto.|Di solito, bastava che gli dicesse, con un certo ammiccamento degli occhi: Crispucci, eh?  e Crispucci intendeva tutto.
novelle09_04_pirandello_f000013|In quel momento, però, davanti la scrivania, tutto ripiegato e scivolante come un’S|In quel momento, però, davanti la scrivania, tutto ripiegato e scivolante come unS
novelle09_04_pirandello_f000014|le due lunghe braccia da scimmia ciondoloni, pareva che non capisse più nulla.|le due lunghe braccia da scimmia ciondoloni, pareva che non capisse più nulla.
novelle09_04_pirandello_f000015|Apriva di tratto in tratto la bocca, ma non per parlare.|Apriva di tratto in tratto la bocca, ma non per parlare.
novelle09_04_pirandello_f000016|Era una contrazione delle guance, o piuttosto, come un’increspatura di tutta la faccia gialliccia|Era una contrazione delle guance, o piuttosto, come unincrespatura di tutta la faccia gialliccia
novelle09_04_pirandello_f000017|che, scoprendogli i denti, poteva parere una smorfia, cosí di scherno come di spasimo;|che, scoprendogli i denti, poteva parere una smorfia, cosí di scherno come di spasimo;
novelle09_04_pirandello_f000018|ma forse era soltanto un segno d’attenzione.|ma forse era soltanto un segno dattenzione.
novelle09_04_pirandello_f000019|— Dunque, caro Crispucci, tutto considerato, vi consiglio di partire. Sarà per me un guajo serio; ma partite.|- Dunque, caro Crispucci, tutto considerato, vi consiglio di partire. Sarà per me un guajo serio; ma partite.
novelle09_04_pirandello_f000020|Avrò pazienza per una quindicina di giorni.|Avrò pazienza per una quindicina di giorni.
