novelle04_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle04_04_pirandello_f000136|non mostrava certo ancora gli anni che aveva;|non mostrava certo ancora gli anni che aveva;
novelle04_04_pirandello_f000137|ma non era, no, non poteva esser bella per quel ragazzo! Già sotto i capelli biondi sulle tempie, ne aveva tanti appassiti, quasi bianchi.|ma non era, no, non poteva esser bella per quel ragazzo! Già sotto i capelli biondi sulle tempie, ne aveva tanti appassiti, quasi bianchi.
novelle04_04_pirandello_f000138|Bianchi sarebbero diventati domani… No, no! che! Era un’infamia. Era una perfidia.|Bianchi sarebbero diventati domani No, no! che! Era uninfamia. Era una perfidia.
novelle04_04_pirandello_f000139|Ma se almeno per un altro, ecco, se almeno per un vecchio della sua età potesse ancora esser tanto bella e piacente|Ma se almeno per un altro, ecco, se almeno per un vecchio della sua età potesse ancora esser tanto bella e piacente
novelle04_04_pirandello_f000140|da esser chiesta in moglie per la sua bellezza soltanto! Ecco, ecco|da esser chiesta in moglie per la sua bellezza soltanto! Ecco, ecco
novelle04_04_pirandello_f000141|allora avrebbe lasciato tutto al nipote, a questo perfido che la voleva|allora avrebbe lasciato tutto al nipote, a questo perfido che la voleva
novelle04_04_pirandello_f000142|che voleva la sua mamma per il danaro! Glielo avrebbe buttato in faccia e avrebbe dimostrato a tutti che non s’opponeva per questo.|che voleva la sua mamma per il danaro! Glielo avrebbe buttato in faccia e avrebbe dimostrato a tutti che non sopponeva per questo.
novelle04_04_pirandello_f000143|Si vide allora, per parecchi mesi, zia Michelina uscir di casa e andare in chiesa e poi a spasso|Si vide allora, per parecchi mesi, zia Michelina uscir di casa e andare in chiesa e poi a spasso
novelle04_04_pirandello_f000144|tutta attillata, benché vestita di nero, con la spagnoletta di pizzo e il ventaglio|tutta attillata, benché vestita di nero, con la spagnoletta di pizzo e il ventaglio
novelle04_04_pirandello_f000145|le scarpine lucide dai tacchetti alti|le scarpine lucide dai tacchetti alti
novelle04_04_pirandello_f000146|ben pettinata e con quell’impaccio particolare delle donne che non vogliono mostrare il desiderio d’esser guardate|ben pettinata e con quellimpaccio particolare delle donne che non vogliono mostrare il desiderio desser guardate
novelle04_04_pirandello_f000147|e che è pure un’arte per farsi guardare.|e che è pure unarte per farsi guardare.
novelle04_04_pirandello_f000148|Il ventaglio in mano le fremeva agitato convulsamente sotto il mento, a smorzar le vampe della vergogna e della rabbia. — A spasso, zia Michelí?|Il ventaglio in mano le fremeva agitato convulsamente sotto il mento, a smorzar le vampe della vergogna e della rabbia. - A spasso, zia Michelí?
novelle04_04_pirandello_f000149|— le domandava dall’uscio velenosamente qualche vicina.|- le domandava dalluscio velenosamente qualche vicina.
novelle04_04_pirandello_f000150|— A spasso, già! Avete comandi da darmi?|- A spasso, già! Avete comandi da darmi?
novelle04_04_pirandello_f000151|— rispondeva dalla strada, inchinandosi con una smorfia di dispetto, che l’ombra dietro, nel sole, le rifaceva goffamente.|- rispondeva dalla strada, inchinandosi con una smorfia di dispetto, che lombra dietro, nel sole, le rifaceva goffamente.
novelle04_04_pirandello_f000152|Ma dove andava? Non lo sapeva lei stessa. A spasso.|Ma dove andava? Non lo sapeva lei stessa. A spasso.
novelle04_04_pirandello_f000153|E si guardava, andando, la punta delle scarpette;|E si guardava, andando, la punta delle scarpette;
novelle04_04_pirandello_f000154|perché, ad alzar gli occhi, non avrebbe saputo dove né che cosa guardare e|perché, ad alzar gli occhi, non avrebbe saputo dove né che cosa guardare e
novelle04_04_pirandello_f000155|sentendosi diventar rossa rossa, si sarebbe messa a piangere, ma proprio a piangere come una ragazzina.|sentendosi diventar rossa rossa, si sarebbe messa a piangere, ma proprio a piangere come una ragazzina.
novelle04_04_pirandello_f000156|Ora tutti, quasi capissero ch’era uscita di casa non per bisogno ma per mettersi in mostra, si fermavano per vederla passare; si scambiavano occhiate;|Ora tutti, quasi capissero chera uscita di casa non per bisogno ma per mettersi in mostra, si fermavano per vederla passare; si scambiavano occhiate;
novelle04_04_pirandello_f000157|qualcuno anche per chiasso la chiamava: — Ps! Ps! — come si fa con le donne di mal affare.|qualcuno anche per chiasso la chiamava: - Ps! Ps! - come si fa con le donne di mal affare.
novelle04_04_pirandello_f000158|Lei tirava via, più rossa che mai, senza voltarsi, col cuore che le ballava in petto;|Lei tirava via, più rossa che mai, senza voltarsi, col cuore che le ballava in petto;
novelle04_04_pirandello_f000159|finché, non potendone più, andava a ficcarsi in qualche chiesa. Santo Dio, perché faceva cosí?|finché, non potendone più, andava a ficcarsi in qualche chiesa. Santo Dio, perché faceva cosí?
novelle04_04_pirandello_f000160|Una donna cerca marito per trovare uno stato.|Una donna cerca marito per trovare uno stato.
novelle04_04_pirandello_f000161|Ora, chi poteva immaginarsi che lei al contrario ne cercava un secondo per perdere quello che il primo le aveva lasciato?|Ora, chi poteva immaginarsi che lei al contrario ne cercava un secondo per perdere quello che il primo le aveva lasciato?
novelle04_04_pirandello_f000162|S’immaginavano invece che, ancora bella com’era, insofferente della vedovanza, cercasse piuttosto qualcuno con cui darsi bel tempo;|Simmaginavano invece che, ancora bella comera, insofferente della vedovanza, cercasse piuttosto qualcuno con cui darsi bel tempo;
novelle04_04_pirandello_f000163|e volevano persuaderla che per questo, sí, ne avrebbe trovati quanti ne voleva, e che poteva fare il piacer suo|e volevano persuaderla che per questo, sí, ne avrebbe trovati quanti ne voleva, e che poteva fare il piacer suo
novelle04_04_pirandello_f000164|senza commettere la pazzia di perdere con un secondo matrimonio l’usufrutto dei beni del primo marito.|senza commettere la pazzia di perdere con un secondo matrimonio lusufrutto dei beni del primo marito.
novelle04_04_pirandello_f000165|Libera d’ogni obbligo di fedeltà, non doveva dar conto a nessuno, se si metteva con questo o con quello.|Libera dogni obbligo di fedeltà, non doveva dar conto a nessuno, se si metteva con questo o con quello.
novelle04_04_pirandello_f000166|A sentir questi discorsi zia Michelina si macerava dentro dallo sdegno|A sentir questi discorsi zia Michelina si macerava dentro dallo sdegno
novelle04_04_pirandello_f000167|a cui non poteva dar sfogo, perché capiva che veramente l’apparenza era contro di lei.|a cui non poteva dar sfogo, perché capiva che veramente lapparenza era contro di lei.
novelle04_04_pirandello_f000168|Uno solo, forse, uno solo poteva comprendere perché lei cercava marito|Uno solo, forse, uno solo poteva comprendere perché lei cercava marito
novelle04_04_pirandello_f000169|e accoglierla e prendersela in moglie per lo stesso fine: suo cognato|e accoglierla e prendersela in moglie per lo stesso fine: suo cognato
novelle04_04_pirandello_f000170|il padre di Marruchino, quel brutto, secco, sudicio avaraccio|il padre di Marruchino, quel brutto, secco, sudicio avaraccio
novelle04_04_pirandello_f000171|a cui non pareva l’ora che il figlio diventasse padrone dell’eredità dello zio.|a cui non pareva lora che il figlio diventasse padrone delleredità dello zio.
novelle04_04_pirandello_f000172|Ecco l’unico mezzo! E cosí lei avrebbe dimostrato a tutti qual era il piacere che andava cercando.|Ecco lunico mezzo! E cosí lei avrebbe dimostrato a tutti qual era il piacere che andava cercando.
novelle04_04_pirandello_f000173|Risoluta, si presentò un giorno in casa del cognato.|Risoluta, si presentò un giorno in casa del cognato.
novelle04_04_pirandello_f000174|— So che andate dicendo a tutti che voglio finire di rovinare vostro figlio|- So che andate dicendo a tutti che voglio finire di rovinare vostro figlio
novelle04_04_pirandello_f000175|mettendomi con qualcuno, per fargli commettere uno sproposito appena torna da soldato.|mettendomi con qualcuno, per fargli commettere uno sproposito appena torna da soldato.
novelle04_04_pirandello_f000176|Io voglio invece il suo bene: sposare, appunto, per levarmi di mezzo e lasciarlo padrone.|Io voglio invece il suo bene: sposare, appunto, per levarmi di mezzo e lasciarlo padrone.
novelle04_04_pirandello_f000177|Cerco uno che mi sposi, e non lo trovo.|Cerco uno che mi sposi, e non lo trovo.
novelle04_04_pirandello_f000178|Mi vogliono tutti, ma nessuno per moglie;|Mi vogliono tutti, ma nessuno per moglie;
novelle04_04_pirandello_f000179|perché pare a tutti una pazzia ch’io debba perdere il mio, sposando un altro.|perché pare a tutti una pazzia chio debba perdere il mio, sposando un altro.
novelle04_04_pirandello_f000180|Voi solo non potete crederlo, sapendo perché voglio farlo.|Voi solo non potete crederlo, sapendo perché voglio farlo.
novelle04_04_pirandello_f000181|Ebbene: sposatemi voi! Il vecchio rimase un pezzo come stordito, a quella proposta a bruciapelo;|Ebbene: sposatemi voi! Il vecchio rimase un pezzo come stordito, a quella proposta a bruciapelo;
novelle04_04_pirandello_f000182|poi sulle labbra cominciò a delinearglisi quel certo sorrisetto ambiguo dell’altra volta: — Eh… eh… eh… E astutamente|poi sulle labbra cominciò a delinearglisi quel certo sorrisetto ambiguo dellaltra volta: - Eh eh eh E astutamente
novelle04_04_pirandello_f000183|attraverso un faticoso garbuglio di parole le fece alla fine intendere che non per gli altri soltanto|attraverso un faticoso garbuglio di parole le fece alla fine intendere che non per gli altri soltanto
novelle04_04_pirandello_f000184|ma anche per lui sarebbe stata una pazzia, una solenne pazzia;|ma anche per lui sarebbe stata una pazzia, una solenne pazzia;
novelle04_04_pirandello_f000185|sí, perché tutto stava che lei, non volendo sposare suo figlio|sí, perché tutto stava che lei, non volendo sposare suo figlio
novelle04_04_pirandello_f000186|non si mettesse con altri, e che il beneficio dell’usufrutto restasse in famiglia.|non si mettesse con altri, e che il beneficio dellusufrutto restasse in famiglia.
novelle04_04_pirandello_f000187|— E come, vecchiaccio? — gli gridò zia Michelina. — Mettendomi con voi?|- E come, vecchiaccio? - gli gridò zia Michelina. - Mettendomi con voi?
novelle04_04_pirandello_f000188|Ah, brutta bestia! E gli interessi di vostro figlio, che predicate e difendete da un anno, finirebbero cosí, trattandosi di voi?|Ah, brutta bestia! E gli interessi di vostro figlio, che predicate e difendete da un anno, finirebbero cosí, trattandosi di voi?
novelle04_04_pirandello_f000189|Ma piuttosto con un cane, mi metto allora, anziché con voi, laido vecchiaccio! Puh! E zia Michelina se n’andò su le furie.|Ma piuttosto con un cane, mi metto allora, anziché con voi, laido vecchiaccio! Puh! E zia Michelina se nandò su le furie.
novelle04_04_pirandello_f000190|Sapeva ormai ciò che le restava da fare.|Sapeva ormai ciò che le restava da fare.
novelle04_04_pirandello_f000191|Appena Marruchino ritornò da soldato e le si presentò più magro e più torbido di com’era venuto in licenza|Appena Marruchino ritornò da soldato e le si presentò più magro e più torbido di comera venuto in licenza
novelle04_04_pirandello_f000192|gli disse: — Senti, svergognato. So perché vuoi sposare.|gli disse: - Senti, svergognato. So perché vuoi sposare.
novelle04_04_pirandello_f000193|E questo agli occhi miei, in parte, ti scusa.|E questo agli occhi miei, in parte, ti scusa.
novelle04_04_pirandello_f000194|Tu vuoi che sposi io, perché perda tutto, e tu resti padrone.|Tu vuoi che sposi io, perché perda tutto, e tu resti padrone.
novelle04_04_pirandello_f000195|Ebbene, per questo solo ti sposo… Che fai?|Ebbene, per questo solo ti sposo Che fai?
novelle04_04_pirandello_f000196|no, via! non t’arrischiare! Scostati|no, via! non tarrischiare! Scostati
novelle04_04_pirandello_f000197|o ti tiro questo in faccia! Marruchino aveva tentato di saltarle al collo per baciarla, e lei avea brandito un lume.|o ti tiro questo in faccia! Marruchino aveva tentato di saltarle al collo per baciarla, e lei avea brandito un lume.
novelle04_04_pirandello_f000198|Fremente, con gli occhi sbarrati, dietro la tavola, zia Michelina seguitò a gridargli: — Se t’arrischi un’altra volta|Fremente, con gli occhi sbarrati, dietro la tavola, zia Michelina seguitò a gridargli: - Se tarrischi unaltra volta
novelle04_04_pirandello_f000199|guaj a te! Lo faccio per lasciarti tutta la libertà di fare quello che ti parrà e piacerà.|guaj a te! Lo faccio per lasciarti tutta la libertà di fare quello che ti parrà e piacerà.
novelle04_04_pirandello_f000200|Pigliati tutte le donne che vuoi, tutti i piaceri che vuoi, a patto di non alzar mai gli occhi su me! Me n’andrò al podere a nascondermi|Pigliati tutte le donne che vuoi, tutti i piaceri che vuoi, a patto di non alzar mai gli occhi su me! Me nandrò al podere a nascondermi
novelle04_04_pirandello_f000201|dove andasti a nasconderti tu per non aver le mie carezze di madre;|dove andasti a nasconderti tu per non aver le mie carezze di madre;
novelle04_04_pirandello_f000202|e là resterò per sempre e non ti farai più vedere da me.|e là resterò per sempre e non ti farai più vedere da me.
novelle04_04_pirandello_f000203|Giura! Voglio che lo giuri! Marruchino si contorse sotto l’imposizione e finse di giurare solo per piegarla a condiscendere alle nozze|Giura! Voglio che lo giuri! Marruchino si contorse sotto limposizione e finse di giurare solo per piegarla a condiscendere alle nozze
novelle04_04_pirandello_f000204|non perché riconoscesse ch’ella aveva ragione sospettando di lui, che la volesse per il danaro.|non perché riconoscesse chella aveva ragione sospettando di lui, che la volesse per il danaro.
novelle04_04_pirandello_f000205|— Bada! — riprese allora zia Michelina. — Tu hai giurato.|- Bada! - riprese allora zia Michelina. - Tu hai giurato.
novelle04_04_pirandello_f000206|Sappi, ragazzo, ch’io sono capace di tutto, d’ucciderti o d’uccidermi, se non stai al patto e non mantieni il giuramento.|Sappi, ragazzo, chio sono capace di tutto, ducciderti o duccidermi, se non stai al patto e non mantieni il giuramento.
novelle04_04_pirandello_f000207|Bada! Lo mandò via, e non volle più rivederlo fino al giorno stabilito per le nozze.|Bada! Lo mandò via, e non volle più rivederlo fino al giorno stabilito per le nozze.
novelle04_04_pirandello_f000208|Andò in chiesa e al municipio vestita di nero, pallida, spettinata e piangente.|Andò in chiesa e al municipio vestita di nero, pallida, spettinata e piangente.
novelle04_04_pirandello_f000209|Finita la cerimonia, lasciò tutti a banchettare;|Finita la cerimonia, lasciò tutti a banchettare;
novelle04_04_pirandello_f000210|montò su una mula e se ne partí sola per il lontano podere.|montò su una mula e se ne partí sola per il lontano podere.
novelle04_04_pirandello_f000211|Ma un po’ la vanità, un po’ le beffe della gente, un po’ la parte che s’era assunta d’innamorato, persuasero Marruchino|Ma un po la vanità, un po le beffe della gente, un po la parte che sera assunta dinnamorato, persuasero Marruchino
novelle04_04_pirandello_f000212|dopo due giorni di combattimento con se stesso, ad andar di notte a picchiare alla porta della cascina di quel podere.|dopo due giorni di combattimento con se stesso, ad andar di notte a picchiare alla porta della cascina di quel podere.
novelle04_04_pirandello_f000213|Tempestò per ore e ore, tra un furibondo abbajare di tutti i cani dei dintorni nelle tenebre notturne;|Tempestò per ore e ore, tra un furibondo abbajare di tutti i cani dei dintorni nelle tenebre notturne;
novelle04_04_pirandello_f000214|finché lei non scese ad aprirgli.|finché lei non scese ad aprirgli.
novelle04_04_pirandello_f000215|Nella notte stessa, dopo un’ora appena, livido, sgraffiato in faccia, al collo|Nella notte stessa, dopo unora appena, livido, sgraffiato in faccia, al collo
novelle04_04_pirandello_f000216|alle mani, se ne fuggí e, giunto all’alba al paese, corse a chiudersi in casa.|alle mani, se ne fuggí e, giunto allalba al paese, corse a chiudersi in casa.
novelle04_04_pirandello_f000217|Poche ore dopo, vennero ad arrestarlo, perché avevano trovata morta zia Michelina nel podere.|Poche ore dopo, vennero ad arrestarlo, perché avevano trovata morta zia Michelina nel podere.
novelle04_04_pirandello_f000218|Gli sgraffi al collo e alla faccia, gli sgraffi e i morsi alle mani lo accusavano.|Gli sgraffi al collo e alla faccia, gli sgraffi e i morsi alle mani lo accusavano.
novelle04_04_pirandello_f000219|Ma egli giurò e spergiurò di non averla uccisa lui, ma che s’era uccisa da sé|Ma egli giurò e spergiurò di non averla uccisa lui, ma che sera uccisa da sé
novelle04_04_pirandello_f000220|per aver egli voluto ciò che ogni marito è in diritto di pretendere dalla propria moglie;|per aver egli voluto ciò che ogni marito è in diritto di pretendere dalla propria moglie;
novelle04_04_pirandello_f000221|disse che, avendo ottenuto ciò che desiderava e per cui aveva tanto combattuto, non aveva nessuna ragione di commettere quel delitto;|disse che, avendo ottenuto ciò che desiderava e per cui aveva tanto combattuto, non aveva nessuna ragione di commettere quel delitto;
novelle04_04_pirandello_f000222|portò tanti testimoni che erano a conoscenza del suo sentimento, delle sue oneste intenzioni e delle opposizioni e minacce di lei; e fu assolto.|portò tanti testimoni che erano a conoscenza del suo sentimento, delle sue oneste intenzioni e delle opposizioni e minacce di lei; e fu assolto.
novelle04_04_pirandello_f000223|Ancora le vicine parlano di zia Michelina come d’una pazza;|Ancora le vicine parlano di zia Michelina come duna pazza;
novelle04_04_pirandello_f000224|perché, Signore Iddio, se pur le faceva senso mettersi con un ragazzo che lei amava come un figliuolo|perché, Signore Iddio, se pur le faceva senso mettersi con un ragazzo che lei amava come un figliuolo
novelle04_04_pirandello_f000225|dato che questo ragazzo era poi divenuto suo marito, fargli da moglie alla fin fine non voleva mica dire andare alla guerra. Che storie!|dato che questo ragazzo era poi divenuto suo marito, fargli da moglie alla fin fine non voleva mica dire andare alla guerra. Che storie!
novelle04_05_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle04_05_pirandello_f000002|IL PROFESSOR TERREMOTO|IL PROFESSOR TERREMOTO
novelle04_05_pirandello_f000003|Quanti, di qui a molti anni|Quanti, di qui a molti anni
novelle04_05_pirandello_f000004|avranno la ventura di rivedere risorte Reggio e Messina dal terribile disastro del ventotto dicembre mille novecento otto|avranno la ventura di rivedere risorte Reggio e Messina dal terribile disastro del ventotto dicembre mille novecento otto
novelle04_05_pirandello_f000005|non potranno mai figurarsi l’impressione che si aveva|non potranno mai figurarsi limpressione che si aveva
novelle04_05_pirandello_f000006|allorché, passando in treno, pochi mesi dopo la catastrofe, cominciava a scoprirsi|allorché, passando in treno, pochi mesi dopo la catastrofe, cominciava a scoprirsi
novelle04_05_pirandello_f000007|tra il verde lussureggiante dei boschi d’aranci e di limoni e il dolce azzurro del mare|tra il verde lussureggiante dei boschi daranci e di limoni e il dolce azzurro del mare
novelle04_05_pirandello_f000008|la vista atroce dei primi borghi in rovina, gli squarci e lo sconquasso delle case.|la vista atroce dei primi borghi in rovina, gli squarci e lo sconquasso delle case.
novelle04_05_pirandello_f000009|Io vi passai pochi mesi dopo, e da’ miei compagni di viaggio udii i lamenti su l’opera lenta dello sgombero delle macerie|Io vi passai pochi mesi dopo, e da miei compagni di viaggio udii i lamenti su lopera lenta dello sgombero delle macerie
novelle04_05_pirandello_f000010|e tanti racconti di orribili casi e di salvataggi quasi prodigiosi e di mirabili eroismi.|e tanti racconti di orribili casi e di salvataggi quasi prodigiosi e di mirabili eroismi.
novelle04_05_pirandello_f000011|C’era, in quello scompartimento di prima classe, un signore barbuto|Cera, in quello scompartimento di prima classe, un signore barbuto
novelle04_05_pirandello_f000012|il quale in particolar modo al racconto degli atti eroici mostrava di prestare ascolto.|il quale in particolar modo al racconto degli atti eroici mostrava di prestare ascolto.
novelle04_05_pirandello_f000013|Se non che, di tratto in tratto, nei punti più salienti del racconto, scattava, scrollando tutta la magra persona irrequieta|Se non che, di tratto in tratto, nei punti più salienti del racconto, scattava, scrollando tutta la magra persona irrequieta
novelle04_05_pirandello_f000014|in un’esclamazione, che a molti dava ai nervi, perché non pareva encomio degno all’eroismo narrato.|in unesclamazione, che a molti dava ai nervi, perché non pareva encomio degno alleroismo narrato.
novelle04_05_pirandello_f000015|Se l’eroe era un uomo, egli esclamava, con quello scatto strano: — Disgraziato! Se donna: — Disgraziata! — Ma scusi, perché?|Se leroe era un uomo, egli esclamava, con quello scatto strano: - Disgraziato! Se donna: - Disgraziata! - Ma scusi, perché?
novelle04_05_pirandello_f000016|— non poté più fare a meno di domandare a un certo punto un giovinotto, che gonfiava in silenzio da un pezzo.|- non poté più fare a meno di domandare a un certo punto un giovinotto, che gonfiava in silenzio da un pezzo.
novelle04_05_pirandello_f000017|Allora quel signore, come se anche lui da un pezzo attendesse quella domanda|Allora quel signore, come se anche lui da un pezzo attendesse quella domanda
novelle04_05_pirandello_f000018|protese impetuosamente la faccia verde di bile e sghignò: — Ah, perché?|protese impetuosamente la faccia verde di bile e sghignò: - Ah, perché?
novelle04_05_pirandello_f000019|Perché lo so io, caro signore! Lei s’indigna, è vero?|Perché lo so io, caro signore! Lei sindigna, è vero?
novelle04_05_pirandello_f000020|s’indigna perché, se fosse stato presente al disastro, e una trave,|sindigna perché, se fosse stato presente al disastro, e una trave,
novelle04_05_pirandello_f000021|un mobile, un muro non la avessero schiacciata come un topo; anche lei, è vero? vuole dir questo?|un mobile, un muro non la avessero schiacciata come un topo; anche lei, è vero? vuole dir questo?
novelle04_05_pirandello_f000022|anche lei sarebbe stato un eroe, avrebbe salvato… che dico? una donzella, eh?|anche lei sarebbe stato un eroe, avrebbe salvato che dico? una donzella, eh?
novelle04_05_pirandello_f000023|cinque fantolini, tre vegliardi, eh? parlo bene?|cinque fantolini, tre vegliardi, eh? parlo bene?
novelle04_05_pirandello_f000024|stile eroico! dica la verità… Ma, caro signore, caro signore, e si figura che lei|stile eroico! dica la verità Ma, caro signore, caro signore, e si figura che lei
novelle04_05_pirandello_f000025|dopo i suoi eroismi sublimi e gloriosi, sarebbe cosí lindo e pinto com’è adesso?|dopo i suoi eroismi sublimi e gloriosi, sarebbe cosí lindo e pinto comè adesso?
novelle04_05_pirandello_f000026|No, sa! no, sa! non stia a crederlo, caro signore! Lei sarebbe come me, tale e quale. Mi vede? Come le sembro io?|No, sa! no, sa! non stia a crederlo, caro signore! Lei sarebbe come me, tale e quale. Mi vede? Come le sembro io?
novelle04_05_pirandello_f000027|Viaggio in prima classe, perché a Roma mi hanno regalato il biglietto, non creda… Sono un povero disgraziato, sa?|Viaggio in prima classe, perché a Roma mi hanno regalato il biglietto, non creda Sono un povero disgraziato, sa?
novelle04_05_pirandello_f000028|e lei sarebbe come me! Non mi faccia ridere… Un disgraziato! un disgraziato! S’afferrò, cosí dicendo|e lei sarebbe come me! Non mi faccia ridere Un disgraziato! un disgraziato! Safferrò, cosí dicendo
novelle04_05_pirandello_f000029|con una mano e con l’altra le braccia e s’accasciò torvo e fremente nell’angolo della vettura, col mento affondato sul petto.|con una mano e con laltra le braccia e saccasciò torvo e fremente nellangolo della vettura, col mento affondato sul petto.
novelle04_05_pirandello_f000030|L’ansito gli fischiava nel naso, tra l’ispida barbaccia nera, incolta, brizzolata.|Lansito gli fischiava nel naso, tra lispida barbaccia nera, incolta, brizzolata.
novelle04_05_pirandello_f000031|Il giovinotto restò balordo, e si volse a guardare intorno, con un sorriso vano|Il giovinotto restò balordo, e si volse a guardare intorno, con un sorriso vano
novelle04_05_pirandello_f000032|il silenzio di tutti noi rimasti intenti a spiare il volto di quel singolare compagno.|il silenzio di tutti noi rimasti intenti a spiare il volto di quel singolare compagno.
novelle04_05_pirandello_f000033|Poco dopo, questi si sgruppò, come se la bile che gli fermentava in corpo gli si fosse rigonfiata in un nuovo bollore;|Poco dopo, questi si sgruppò, come se la bile che gli fermentava in corpo gli si fosse rigonfiata in un nuovo bollore;
novelle04_05_pirandello_f000034|sghignò come prima guardandoci tutti negli occhi; poi si volse al giovinotto;|sghignò come prima guardandoci tutti negli occhi; poi si volse al giovinotto;
novelle04_05_pirandello_f000035|stava per riprendere a parlare, quando d’improvviso si alzò, e: — Vuole il mio posto? — gli domandò.|stava per riprendere a parlare, quando dimprovviso si alzò, e: - Vuole il mio posto? - gli domandò.
novelle04_05_pirandello_f000036|— Ecco, se lo prenda pure! Segga qua! — Ma no… perché?|- Ecco, se lo prenda pure! Segga qua! - Ma no perché?
novelle04_05_pirandello_f000037|— fece, più che mai intontito, quel giovinotto.|- fece, più che mai intontito, quel giovinotto.
novelle04_05_pirandello_f000038|— Perché tante volte, sa com’è?|- Perché tante volte, sa comè?
novelle04_05_pirandello_f000039|uno parla e l’altro lo contraddice, non perché non sia convinto della ragione, ma perché quello sta seduto in un posto d’angolo.|uno parla e laltro lo contraddice, non perché non sia convinto della ragione, ma perché quello sta seduto in un posto dangolo.
novelle04_05_pirandello_f000040|Lei mi guarda da un pezzo; me ne sono accorto;|Lei mi guarda da un pezzo; me ne sono accorto;
novelle04_05_pirandello_f000041|mi guarda e m’invidia perché sto qua, più comodo, col finestrino accanto e sostenuto da questo sudicio bracciuolo.|mi guarda e minvidia perché sto qua, più comodo, col finestrino accanto e sostenuto da questo sudicio bracciuolo.
novelle04_05_pirandello_f000042|Eh via! dica la verità… Tutti, specialmente in un lungo viaggio, invidiano i quattro fortunati, che stanno agli angoli.|Eh via! dica la verità Tutti, specialmente in un lungo viaggio, invidiano i quattro fortunati, che stanno agli angoli.
novelle04_05_pirandello_f000043|Via, segga qua e non mi contraddica più.|Via, segga qua e non mi contraddica più.
novelle04_05_pirandello_f000044|Il giovinotto rise con tutti noi di questo razzo inatteso;|Il giovinotto rise con tutti noi di questo razzo inatteso;
novelle04_05_pirandello_f000045|e, poiché quegli seguitava a insistere in piedi, lo ringraziò|e, poiché quegli seguitava a insistere in piedi, lo ringraziò
novelle04_05_pirandello_f000046|dicendogli che rimanesse pur comodo al suo posto perché non lo contraddiceva per questo|dicendogli che rimanesse pur comodo al suo posto perché non lo contraddiceva per questo
novelle04_05_pirandello_f000047|ma perché non gli pareva proprio che si dovesse chiamar disgraziato chi aveva compiuto un’eroica azione. — No, eh? — riprese quegli allora.|ma perché non gli pareva proprio che si dovesse chiamar disgraziato chi aveva compiuto uneroica azione. - No, eh? - riprese quegli allora.
novelle04_05_pirandello_f000048|— E senta questa! Prego, stieno a sentire anche lor signori.|- E senta questa! Prego, stieno a sentire anche lor signori.
novelle04_05_pirandello_f000049|Narro il caso d’una povera donna, conosciuta da me, moglie d’un conduttore, qua, della ferrovia. Il marito viaggiava.|Narro il caso duna povera donna, conosciuta da me, moglie dun conduttore, qua, della ferrovia. Il marito viaggiava.
novelle04_05_pirandello_f000050|Lei sola, inferma da tant’anni, mezza tisica|Lei sola, inferma da tantanni, mezza tisica
novelle04_05_pirandello_f000051|ebbe l’animo e la forza di salvare i suoi quattro figliuoli in una maniera… si figurino: scendendo e risalendo per quattro volte|ebbe lanimo e la forza di salvare i suoi quattro figliuoli in una maniera si figurino: scendendo e risalendo per quattro volte
novelle04_05_pirandello_f000052|dico quattro volte, con un bambino per volta aggrappato alle spalle, lungo un doccione di cisterna, dal terzo piano a terra.|dico quattro volte, con un bambino per volta aggrappato alle spalle, lungo un doccione di cisterna, dal terzo piano a terra.
novelle04_05_pirandello_f000053|Una gatta non sarebbe stata capace di tanto! Sublime, è vero?|Una gatta non sarebbe stata capace di tanto! Sublime, è vero?
novelle04_05_pirandello_f000054|Ora dico sublime anch’io, e voi tutti gongolate.|Ora dico sublime anchio, e voi tutti gongolate.
novelle04_05_pirandello_f000055|Ma che sublime, signori miei! Disgraziata! disgraziata! Sapete come le andò a finire?|Ma che sublime, signori miei! Disgraziata! disgraziata! Sapete come le andò a finire?
novelle04_05_pirandello_f000056|Cosí, diciamo, precinta d’eroismo, cosí raggiante di sublimità|Cosí, diciamo, precinta deroismo, cosí raggiante di sublimità
novelle04_05_pirandello_f000057|naturalmente apparve un’altra al marito commosso e ammirato fino al delirio, al marito che da parecchi anni|naturalmente apparve unaltra al marito commosso e ammirato fino al delirio, al marito che da parecchi anni
novelle04_05_pirandello_f000058|per un divieto dei medici, non la teneva più in conto di moglie e la trattava perciò a modo d’una cagna|per un divieto dei medici, non la teneva più in conto di moglie e la trattava perciò a modo duna cagna
novelle04_05_pirandello_f000059|a cinghiate e vituperii: gli apparve bella, capite?|a cinghiate e vituperii: gli apparve bella, capite?
novelle04_05_pirandello_f000060|irresistibilmente desiderabile.|irresistibilmente desiderabile.
novelle04_05_pirandello_f000061|Signori, quella poveretta morí dopo tre mesi, d’un aborto|Signori, quella poveretta morí dopo tre mesi, dun aborto
novelle04_05_pirandello_f000062|naturale conseguenza del suo sublime eroismo! A questa conclusione inaspettata e grottesca s’opposero|naturale conseguenza del suo sublime eroismo! A questa conclusione inaspettata e grottesca sopposero
