novelle01_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle01_04_pirandello_f000134|e aveva ridotto un altro proprietario, il Làbiso|e aveva ridotto un altro proprietario, il Làbiso
novelle01_04_pirandello_f000135|a vivere in un pezzettino di terra largo quanto un fazzoletto da naso, anticipandogli la dote per cinque figliuole;|a vivere in un pezzettino di terra largo quanto un fazzoletto da naso, anticipandogli la dote per cinque figliuole;
novelle01_04_pirandello_f000136|teneva da un pezzo gli occhi anche su le terre del Lopes;|teneva da un pezzo gli occhi anche su le terre del Lopes;
novelle01_04_pirandello_f000137|ma questi, per bizza, dovendo disfarsi dopo una serie di male annate d’una parte della sua tenuta|ma questi, per bizza, dovendo disfarsi dopo una serie di male annate duna parte della sua tenuta
novelle01_04_pirandello_f000138|s’era contentato di venderla, anche a minor prezzo, a un estraneo: allo Scala.|sera contentato di venderla, anche a minor prezzo, a un estraneo: allo Scala.
novelle01_04_pirandello_f000139|In pochi anni, buttatosi tutto al lavoro, per distrarsi dalle sue sciagure|In pochi anni, buttatosi tutto al lavoro, per distrarsi dalle sue sciagure
novelle01_04_pirandello_f000140|don Mattia aveva talmente beneficato quei pochi ettari di terra, che ora gli amici, il Lopes stesso, quasi stentavano a riconoscerli; e ne facevano le meraviglie.|don Mattia aveva talmente beneficato quei pochi ettari di terra, che ora gli amici, il Lopes stesso, quasi stentavano a riconoscerli; e ne facevano le meraviglie.
novelle01_04_pirandello_f000141|Il Lopes, veramente, si rodeva dentro dalla gelosia.|Il Lopes, veramente, si rodeva dentro dalla gelosia.
novelle01_04_pirandello_f000142|Rosso di pelo, dal viso lentigginoso, e tutto sciamannato|Rosso di pelo, dal viso lentigginoso, e tutto sciamannato
novelle01_04_pirandello_f000143|teneva di solito il cappello buttato sul naso, come per non veder più niente, né nessuno;|teneva di solito il cappello buttato sul naso, come per non veder più niente, né nessuno;
novelle01_04_pirandello_f000144|ma sotto la falda di quel cappello qualche occhiata obliqua gli sguisciava di tanto in tanto|ma sotto la falda di quel cappello qualche occhiata obliqua gli sguisciava di tanto in tanto
novelle01_04_pirandello_f000145|come nessuno s’aspettava da quei grossi occhi verdastri che pareva covassero il sonno.|come nessuno saspettava da quei grossi occhi verdastri che pareva covassero il sonno.
novelle01_04_pirandello_f000146|Girato il podere, gli amici si riducevano su lo spiazzetto innanzi alla cascina, Là|Girato il podere, gli amici si riducevano su lo spiazzetto innanzi alla cascina, Là
novelle01_04_pirandello_f000147|lo Scala li invitava a sedere sul murello che limitava giro giro, sul davanti, la scarpata su cui la cascina era edificata.|lo Scala li invitava a sedere sul murello che limitava giro giro, sul davanti, la scarpata su cui la cascina era edificata.
novelle01_04_pirandello_f000148|Ai piedi di quella scarpata, dalla parte di dietro, sorgevano, come a proteggere la cascina, certe pioppe nere|Ai piedi di quella scarpata, dalla parte di dietro, sorgevano, come a proteggere la cascina, certe pioppe nere
novelle01_04_pirandello_f000149|alte alte, di cui don Mattia non si sapeva dar pace, perché il Lopes ce l’avesse piantate. — Che stanno a farci? Me lo dite? Non danno frutto e ingombrano.|alte alte, di cui don Mattia non si sapeva dar pace, perché il Lopes ce lavesse piantate. - Che stanno a farci? Me lo dite? Non danno frutto e ingombrano.
novelle01_04_pirandello_f000150|— E voi buttatele a terra e fatene carbone, — gli rispondeva, indolente, il Lopes.|- E voi buttatele a terra e fatene carbone, - gli rispondeva, indolente, il Lopes.
novelle01_04_pirandello_f000151|Ma il Butera consigliava: — Vedete un po’, prima di buttarle giú, se qualcuno ve le prende. — E chi volete che le prenda?|Ma il Butera consigliava: - Vedete un po, prima di buttarle giú, se qualcuno ve le prende. - E chi volete che le prenda?
novelle01_04_pirandello_f000152|— Mah! Quelli che fanno i Santi di legno.|- Mah! Quelli che fanno i Santi di legno.
novelle01_04_pirandello_f000153|— Ah! I Santi! Guarda, guarda! Ora capisco, — concludeva don Mattia — se li fanno di questo legno|- Ah! I Santi! Guarda, guarda! Ora capisco, - concludeva don Mattia - se li fanno di questo legno
novelle01_04_pirandello_f000154|perché non fanno più miracoli i Santi! Su quelle pioppe, al vespro|perché non fanno più miracoli i Santi! Su quelle pioppe, al vespro
novelle01_04_pirandello_f000155|si davano convegno tutti i passeri della collina, e col loro fitto|si davano convegno tutti i passeri della collina, e col loro fitto
novelle01_04_pirandello_f000156|assordante cinguettío disturbavano gli amici che si trattenevano lí a parlare|assordante cinguettío disturbavano gli amici che si trattenevano lí a parlare
novelle01_04_pirandello_f000157|al solito, delle zolfare e dei danni delle imprese minerarie.|al solito, delle zolfare e dei danni delle imprese minerarie.
novelle01_04_pirandello_f000158|Moveva quasi sempre il discorso Nocio Butera, il quale, com’era il possidente più ricco|Moveva quasi sempre il discorso Nocio Butera, il quale, comera il possidente più ricco
novelle01_04_pirandello_f000159|cosí era anche la più grossa pancia di tutte quelle contrade.|cosí era anche la più grossa pancia di tutte quelle contrade.
novelle01_04_pirandello_f000160|Era avvocato, ma una volta sola in vita sua, poco dopo ottenuta la laurea|Era avvocato, ma una volta sola in vita sua, poco dopo ottenuta la laurea
novelle01_04_pirandello_f000161|s’era provato a esercitar la professione: s’era impappinato nel bel meglio della sua prima arringa; smarrito;|sera provato a esercitar la professione: sera impappinato nel bel meglio della sua prima arringa; smarrito;
novelle01_04_pirandello_f000162|con le lagrime in pelle, come un bambino, lí, davanti ai giurati e alla Corte aveva levato le braccia|con le lagrime in pelle, come un bambino, lí, davanti ai giurati e alla Corte aveva levato le braccia
novelle01_04_pirandello_f000163|a pugni chiusi, contro la Giustizia raffigurata nella volta con tanto di bilancia in mano, gemendo|a pugni chiusi, contro la Giustizia raffigurata nella volta con tanto di bilancia in mano, gemendo
novelle01_04_pirandello_f000164|esasperato: — «Eh che! Santo Dio!» — perché, povero giovine|esasperato: - Eh che! Santo Dio! - perché, povero giovine
novelle01_04_pirandello_f000165|aveva sudato una camicia a cacciarsi l’arringa a memoria e credeva di poterla recitare proprio bene, tutta filata, senza impuntature.|aveva sudato una camicia a cacciarsi larringa a memoria e credeva di poterla recitare proprio bene, tutta filata, senza impuntature.
novelle01_04_pirandello_f000166|Ogni tanto, ancora, qualcuno gli ricordava quel fiasco famoso: — Eh che|Ogni tanto, ancora, qualcuno gli ricordava quel fiasco famoso: - Eh che
novelle01_04_pirandello_f000167|don No’, santo Dio! E Nocio Butera figurava di sorriderne anche lui, ora masticando: — Già… già…|don No, santo Dio! E Nocio Butera figurava di sorriderne anche lui, ora masticando: - Già già
novelle01_04_pirandello_f000168|— mentre si grattava con le mani paffute le fedine nere su le guance rubiconde o s’aggiustava sul naso a gnocco o su gli orecchi il sellino o le staffe degli occhiali d’oro.|- mentre si grattava con le mani paffute le fedine nere su le guance rubiconde o saggiustava sul naso a gnocco o su gli orecchi il sellino o le staffe degli occhiali doro.
novelle01_04_pirandello_f000169|Veramente avrebbe potuto riderne di cuore, perché, se come avvocato aveva fatto quella pessima prova|Veramente avrebbe potuto riderne di cuore, perché, se come avvocato aveva fatto quella pessima prova
novelle01_04_pirandello_f000170|come coltivatore di campi e amministratore di beni, via, portava bandiera.|come coltivatore di campi e amministratore di beni, via, portava bandiera.
novelle01_04_pirandello_f000171|Ma l’uomo, si sa, l’uomo non si vuol mai contentare, e Nocio Butera pareva godesse soltanto nel sapere che altri|Ma luomo, si sa, luomo non si vuol mai contentare, e Nocio Butera pareva godesse soltanto nel sapere che altri
novelle01_04_pirandello_f000172|come lui, aveva fatto cilecca in qualche impresa.|come lui, aveva fatto cilecca in qualche impresa.
novelle01_04_pirandello_f000173|Veniva nel fondo dello Scala unicamente per annunziar la rovina prossima o già accaduta di questo o di quello|Veniva nel fondo dello Scala unicamente per annunziar la rovina prossima o già accaduta di questo o di quello
novelle01_04_pirandello_f000174|e per spiegarne le ragioni e dimostrare cosí, che a lui non sarebbe certo accaduta.|e per spiegarne le ragioni e dimostrare cosí, che a lui non sarebbe certo accaduta.
novelle01_04_pirandello_f000175|Tino Làbiso, lungo lungo, rinfichito, tirava dalla tasca dei calzoni un pezzolone a dadi rossi e neri|Tino Làbiso, lungo lungo, rinfichito, tirava dalla tasca dei calzoni un pezzolone a dadi rossi e neri
novelle01_04_pirandello_f000176|vi strombettava dentro col naso che pareva una buccina marina;|vi strombettava dentro col naso che pareva una buccina marina;
novelle01_04_pirandello_f000177|poi ripiegava diligentemente il pezzolone, se lo ripassava, cosí ripiegato, parecchie volte sotto il naso, e se lo rimetteva in tasca;|poi ripiegava diligentemente il pezzolone, se lo ripassava, cosí ripiegato, parecchie volte sotto il naso, e se lo rimetteva in tasca;
novelle01_04_pirandello_f000178|infine, da uomo prudente, che non si lascia mai scappar giudizii avventati, diceva: — Può essere. — Può essere?|infine, da uomo prudente, che non si lascia mai scappar giudizii avventati, diceva: - Può essere. - Può essere?
novelle01_04_pirandello_f000179|È è è! — scattava Nino Mo, che non poteva soffrire quell’aria flemmatica del Làbiso.|È è è! - scattava Nino Mo, che non poteva soffrire quellaria flemmatica del Làbiso.
novelle01_04_pirandello_f000180|Il Lopes accennava di scuotersi dalla cupa noja e, sotto al cappellaccio buttato sul naso|Il Lopes accennava di scuotersi dalla cupa noja e, sotto al cappellaccio buttato sul naso
novelle01_04_pirandello_f000181|consigliava con voce sonnolenta: — Lasciate parlare don Mattia che se n’intende più di voi.|consigliava con voce sonnolenta: - Lasciate parlare don Mattia che se nintende più di voi.
novelle01_04_pirandello_f000182|Ma don Mattia, ogni volta, prima di mettersi a parlare, si recava in cantina per offrire agli amici un buon boccale di vino.|Ma don Mattia, ogni volta, prima di mettersi a parlare, si recava in cantina per offrire agli amici un buon boccale di vino.
novelle01_04_pirandello_f000183|— Aceto, avvelenatevi! Beveva anche lui, sedeva, s’attortigliava le gambe e domandava: — Di che si tratta?|- Aceto, avvelenatevi! Beveva anche lui, sedeva, sattortigliava le gambe e domandava: - Di che si tratta?
novelle01_04_pirandello_f000184|— Si tratta, — prorompeva al solito Nino Mo, — che sono tante bestie, tutti, a uno a uno! — Chi?|- Si tratta, - prorompeva al solito Nino Mo, - che sono tante bestie, tutti, a uno a uno! - Chi?
novelle01_04_pirandello_f000185|— Ma quei figli di cane! I zolfatari.|- Ma quei figli di cane! I zolfatari.
novelle01_04_pirandello_f000186|Scavano, scavano, e il prezzo dello zolfo giú, giú, giú! Senza capire che fanno la loro e la nostra rovina;|Scavano, scavano, e il prezzo dello zolfo giú, giú, giú! Senza capire che fanno la loro e la nostra rovina;
novelle01_04_pirandello_f000187|perché tutti i danari vanno a finir là, in quelle buche|perché tutti i danari vanno a finir là, in quelle buche
novelle01_04_pirandello_f000188|in quelle bocche d’inferno sempre affamate, bocche che ci mangiano vivi! — E il rimedio, scusate?|in quelle bocche dinferno sempre affamate, bocche che ci mangiano vivi! - E il rimedio, scusate?
novelle01_04_pirandello_f000189|— tornava a domandare lo Scala.|- tornava a domandare lo Scala.
novelle01_04_pirandello_f000190|— Limitare, — rispondeva allora placidamente Nocio Butera — limitare la produzione dello zolfo.|- Limitare, - rispondeva allora placidamente Nocio Butera - limitare la produzione dello zolfo.
novelle01_04_pirandello_f000191|L’unica, per me, sarebbe questa.|Lunica, per me, sarebbe questa.
novelle01_04_pirandello_f000192|— Madonna, che locco! — esclamava subito don Mattia Scala sorgendo in piedi per gestire più liberamente: — Scusate, don Nocio mio, locco|- Madonna, che locco! - esclamava subito don Mattia Scala sorgendo in piedi per gestire più liberamente: - Scusate, don Nocio mio, locco
novelle01_04_pirandello_f000193|sí, locco e ve lo provo! Dite un po’: quante, tra mille zolfare, credete che siano coltivate direttamente, in economia, dai proprietarii?|sí, locco e ve lo provo! Dite un po: quante, tra mille zolfare, credete che siano coltivate direttamente, in economia, dai proprietarii?
novelle01_04_pirandello_f000194|Duecento appena! Tutte le altre sono date in affitto. Tu, Tino Làbiso, ne convieni?|Duecento appena! Tutte le altre sono date in affitto. Tu, Tino Làbiso, ne convieni?
novelle01_04_pirandello_f000195|— Può essere, — ripeteva Tino Làbiso, intento e grave. E Nino Mo: — Può essere?|- Può essere, - ripeteva Tino Làbiso, intento e grave. E Nino Mo: - Può essere?
novelle01_04_pirandello_f000196|È è è! Don Mattia protendeva le mani per farlo tacere.|È è è! Don Mattia protendeva le mani per farlo tacere.
novelle01_04_pirandello_f000197|— Ora, don Nocio mio, quanto vi pare che duri|- Ora, don Nocio mio, quanto vi pare che duri
novelle01_04_pirandello_f000198|per l’ingordigia e la prepotenza dei proprietarii panciuti come voi, l’affitto d’una zolfara?|per lingordigia e la prepotenza dei proprietarii panciuti come voi, laffitto duna zolfara?
novelle01_04_pirandello_f000199|Dite su! dite su! — Dieci anni?|Dite su! dite su! - Dieci anni?
novelle01_04_pirandello_f000200|— arrischiava, incerto, il Butera, sorridendo con aria di condiscendente superiorità.|- arrischiava, incerto, il Butera, sorridendo con aria di condiscendente superiorità.
novelle01_04_pirandello_f000201|— Dodici, — concedeva lo Scala — venti, anzi, qualche volta. Bene, e che ve ne fate?|- Dodici, - concedeva lo Scala - venti, anzi, qualche volta. Bene, e che ve ne fate?
novelle01_04_pirandello_f000202|che frutto potete cavarne in cosí poco tempo?|che frutto potete cavarne in cosí poco tempo?
novelle01_04_pirandello_f000203|Per quanto lesti e fortunati si sia|Per quanto lesti e fortunati si sia
novelle01_04_pirandello_f000204|in venti anni non c’è modo neanche di rifarsi delle spese che ci vogliono per coltivare come Dio comanda una zolfara.|in venti anni non cè modo neanche di rifarsi delle spese che ci vogliono per coltivare come Dio comanda una zolfara.
novelle01_04_pirandello_f000205|Questo, per dirvi che, data in commercio una minore domanda|Questo, per dirvi che, data in commercio una minore domanda
novelle01_04_pirandello_f000206|se è possibile che il proprietario coltivatore rallenti la produzione per non rinvilire la merce|se è possibile che il proprietario coltivatore rallenti la produzione per non rinvilire la merce
novelle01_04_pirandello_f000207|non sarà mai possibile per l’affittuario a breve scadenza, il quale|non sarà mai possibile per laffittuario a breve scadenza, il quale
novelle01_04_pirandello_f000208|facendolo, sacrificherebbe i proprii interessi a beneficio del successore.|facendolo, sacrificherebbe i proprii interessi a beneficio del successore.
novelle01_04_pirandello_f000209|Dunque l’impegno, l’accanimento dell’affittuario nel produrre quanto più gli sia possibile, mi spiego?|Dunque limpegno, laccanimento dellaffittuario nel produrre quanto più gli sia possibile, mi spiego?
novelle01_04_pirandello_f000210|Poi, sprovvisto com’è quasi sempre di mezzi, deve per forza smerciar subito il suo prodotto, a qualunque prezzo, per seguitare il lavoro;|Poi, sprovvisto comè quasi sempre di mezzi, deve per forza smerciar subito il suo prodotto, a qualunque prezzo, per seguitare il lavoro;
novelle01_04_pirandello_f000211|perché, se non lavora – voi lo sapete – il proprietario gli toglie la zolfara.|perché, se non lavora - voi lo sapete - il proprietario gli toglie la zolfara.
novelle01_04_pirandello_f000212|E, per conseguenza, come dice Nino Mo: lo zolfo giú, giú, giú, come se fosse pietraccia vile.|E, per conseguenza, come dice Nino Mo: lo zolfo giú, giú, giú, come se fosse pietraccia vile.
novelle01_04_pirandello_f000213|Ma, del resto, voi don Nocio che avete studiato, e tu Tino Làbiso: sapreste dirmi che diavolo sia lo zolfo e a che cosa serva?|Ma, del resto, voi don Nocio che avete studiato, e tu Tino Làbiso: sapreste dirmi che diavolo sia lo zolfo e a che cosa serva?
novelle01_04_pirandello_f000214|Finanche il Lopes, a questa domanda speciosa, si voltava a guardare con gli occhi sbarrati.|Finanche il Lopes, a questa domanda speciosa, si voltava a guardare con gli occhi sbarrati.
novelle01_04_pirandello_f000215|Nino Mo si cacciava in tasca le mani irrequiete, come se volesse cercarvi rabbiosamente la risposta;|Nino Mo si cacciava in tasca le mani irrequiete, come se volesse cercarvi rabbiosamente la risposta;
novelle01_04_pirandello_f000216|mentre Tino Làbiso tirava al solito daccapo il pezzolone per soffiarsi il naso e prender tempo, da uomo prudente.|mentre Tino Làbiso tirava al solito daccapo il pezzolone per soffiarsi il naso e prender tempo, da uomo prudente.
novelle01_04_pirandello_f000217|— Oh bella! — esclamava intanto Nocio Butera, imbarazzato anche lui.|- Oh bella! - esclamava intanto Nocio Butera, imbarazzato anche lui.
novelle01_04_pirandello_f000218|— Serve… serve per… per inzolfare le viti, serve.|- Serve serve per per inzolfare le viti, serve.
novelle01_04_pirandello_f000219|— E… e anche per… già, per i fiammiferi di legno, mi pare, — aggiungeva Tino Làbiso ripiegando con somma diligenza il fazzoletto.|- E e anche per già, per i fiammiferi di legno, mi pare, - aggiungeva Tino Làbiso ripiegando con somma diligenza il fazzoletto.
novelle01_04_pirandello_f000220|— Mi pare… mi pare… — si metteva a sghignazzare don Mattia Scala. — Che vi pare?|- Mi pare mi pare - si metteva a sghignazzare don Mattia Scala. - Che vi pare?
novelle01_04_pirandello_f000221|È proprio cosí! Questi due soli usi ne conosciamo noi.|È proprio cosí! Questi due soli usi ne conosciamo noi.
novelle01_04_pirandello_f000222|Domandatene a chi volete: nessuno vi saprà dire per che altro serva lo zolfo.|Domandatene a chi volete: nessuno vi saprà dire per che altro serva lo zolfo.
novelle01_04_pirandello_f000223|E intanto lavoriamo, ci ammazziamo a scavarlo, poi lo trasportiamo giú alle marine, dove tanti vapori inglesi|E intanto lavoriamo, ci ammazziamo a scavarlo, poi lo trasportiamo giú alle marine, dove tanti vapori inglesi
novelle01_04_pirandello_f000224|americani, tedeschi, francesi, perfino greci, stanno pronti con le stive aperte come tante bocche a ingojarselo;|americani, tedeschi, francesi, perfino greci, stanno pronti con le stive aperte come tante bocche a ingojarselo;
novelle01_04_pirandello_f000225|ci tirano una bella fischiata, e addio! Che ne faranno, di là, nei loro paesi? Nessuno lo sa;|ci tirano una bella fischiata, e addio! Che ne faranno, di là, nei loro paesi? Nessuno lo sa;
novelle01_04_pirandello_f000226|nessuno si cura di saperlo! E la ricchezza nostra, intanto, quella che dovrebbe essere la ricchezza nostra|nessuno si cura di saperlo! E la ricchezza nostra, intanto, quella che dovrebbe essere la ricchezza nostra
novelle01_04_pirandello_f000227|se ne va via cosí dalle vene delle nostre montagne sventrate|se ne va via cosí dalle vene delle nostre montagne sventrate
novelle01_04_pirandello_f000228|e noi rimaniamo qua, come tanti ciechi, come tanti allocchi, con le ossa rotte dalla fatica e le tasche vuote.|e noi rimaniamo qua, come tanti ciechi, come tanti allocchi, con le ossa rotte dalla fatica e le tasche vuote.
novelle01_04_pirandello_f000229|Unico guadagno: le nostre campagne bruciate dal fumo.|Unico guadagno: le nostre campagne bruciate dal fumo.
novelle01_04_pirandello_f000230|I quattro amici, a questa vivace,|I quattro amici, a questa vivace,
novelle01_04_pirandello_f000231|lampantissima dimostrazione della cecità con cui si esercitava l’industria e il commercio di quel tesoro concesso dalla natura alle loro contrade e intorno a cui pur ferveva tanta briga|lampantissima dimostrazione della cecità con cui si esercitava lindustria e il commercio di quel tesoro concesso dalla natura alle loro contrade e intorno a cui pur ferveva tanta briga
novelle01_04_pirandello_f000232|tanta guerra di lucro, insidiosa e spietata, restavano muti, come oppressi da una condanna di perpetua miseria.|tanta guerra di lucro, insidiosa e spietata, restavano muti, come oppressi da una condanna di perpetua miseria.
novelle01_04_pirandello_f000233|Allora lo Scala, riprendendo il primo discorso, si metteva a rappresentar loro tutti gli altri pesi|Allora lo Scala, riprendendo il primo discorso, si metteva a rappresentar loro tutti gli altri pesi
novelle01_04_pirandello_f000234|a cui doveva sottostare un povero affittuario di zolfare.|a cui doveva sottostare un povero affittuario di zolfare.
novelle01_04_pirandello_f000235|Li sapeva tutti, lui, per averli purtroppo sperimentati.|Li sapeva tutti, lui, per averli purtroppo sperimentati.
novelle01_04_pirandello_f000236|Ed ecco, oltre l’affitto breve, l’estaglio, cioè la quota d’affitto che doveva esser pagata in natura|Ed ecco, oltre laffitto breve, lestaglio, cioè la quota daffitto che doveva esser pagata in natura
novelle01_04_pirandello_f000237|sul prodotto lordo, al proprietario del suolo, il quale non voleva affatto sapere se il giacimento fosse ricco o povero|sul prodotto lordo, al proprietario del suolo, il quale non voleva affatto sapere se il giacimento fosse ricco o povero
novelle01_04_pirandello_f000238|se le zone sterili fossero rare o frequenti, se il sotterraneo fosse asciutto o invaso dalle acque|se le zone sterili fossero rare o frequenti, se il sotterraneo fosse asciutto o invaso dalle acque
novelle01_04_pirandello_f000239|se il prezzo fosse alto o basso, se insomma l’industria fosse o no remunerativa.|se il prezzo fosse alto o basso, se insomma lindustria fosse o no remunerativa.
novelle01_04_pirandello_f000240|E, oltre l’estaglio, le tasse governative d’ogni sorta;|E, oltre lestaglio, le tasse governative dogni sorta;
novelle01_04_pirandello_f000241|e poi l’obbligo di costruire, non solo le gallerie inclinate per l’accesso alla zolfara e quella per la ventilazione e i pozzi per l’estrazione e l’eduzione delle acque;|e poi lobbligo di costruire, non solo le gallerie inclinate per laccesso alla zolfara e quella per la ventilazione e i pozzi per lestrazione e leduzione delle acque;
novelle01_04_pirandello_f000242|ma anche i calcheroni, i forni, le strade, i caseggiati e quanto mai potesse occorrere alla superficie per l’esercizio della zolfara.|ma anche i calcheroni, i forni, le strade, i caseggiati e quanto mai potesse occorrere alla superficie per lesercizio della zolfara.
novelle01_04_pirandello_f000243|E tutte queste costruzioni, alla fine del contratto, dovevano rimanere al proprietario del suolo|E tutte queste costruzioni, alla fine del contratto, dovevano rimanere al proprietario del suolo
novelle01_04_pirandello_f000244|il quale, per giunta, esigeva che tutto gli fosse consegnato in buon ordine e in buono stato.|il quale, per giunta, esigeva che tutto gli fosse consegnato in buon ordine e in buono stato.
novelle01_04_pirandello_f000245|Come se le spese fossero state a suo carico.|Come se le spese fossero state a suo carico.
novelle01_04_pirandello_f000246|Né bastava! Neppur dentro le gallerie sotterranee l’affittuario era padrone di lavorare a suo modo, ma ad archi|Né bastava! Neppur dentro le gallerie sotterranee laffittuario era padrone di lavorare a suo modo, ma ad archi
novelle01_04_pirandello_f000247|o a colonne, o a pasture, come il proprietario imponeva, talvolta anche contro le esigenze stesse del terreno.|o a colonne, o a pasture, come il proprietario imponeva, talvolta anche contro le esigenze stesse del terreno.
novelle01_04_pirandello_f000248|Si doveva esser pazzi o disperati, no?|Si doveva esser pazzi o disperati, no?
novelle01_04_pirandello_f000249|per accettar siffatte condizioni, per farsi mettere cosí i piedi sul collo.|per accettar siffatte condizioni, per farsi mettere cosí i piedi sul collo.
novelle01_04_pirandello_f000250|Chi erano, infatti, per la maggior parte i produttori di zolfo?|Chi erano, infatti, per la maggior parte i produttori di zolfo?
novelle01_04_pirandello_f000251|Poveri diavoli, senza il becco d’un quattrino, costretti a procacciarsi i mezzi, per coltivar la zolfara presa in affitto|Poveri diavoli, senza il becco dun quattrino, costretti a procacciarsi i mezzi, per coltivar la zolfara presa in affitto
novelle01_04_pirandello_f000252|dai mercanti di zolfo delle marine, che li assoggettavano ad altre usure, ad altre soperchierie.|dai mercanti di zolfo delle marine, che li assoggettavano ad altre usure, ad altre soperchierie.
novelle01_04_pirandello_f000253|Tirati i conti, che cosa restava, dunque, ai produttori?|Tirati i conti, che cosa restava, dunque, ai produttori?
novelle01_04_pirandello_f000254|E come avrebbero potuto dare, essi, un men tristo salario a quei disgraziati che faticavano laggiú, esposti continuamente alla morte?|E come avrebbero potuto dare, essi, un men tristo salario a quei disgraziati che faticavano laggiú, esposti continuamente alla morte?
novelle01_04_pirandello_f000255|Guerra, dunque, odio, fame, miseria per tutti;|Guerra, dunque, odio, fame, miseria per tutti;
novelle01_04_pirandello_f000256|per i produttori, per i picconieri, per quei poveri ragazzi oppressi|per i produttori, per i picconieri, per quei poveri ragazzi oppressi
novelle01_04_pirandello_f000257|schiacciati da un carico superiore alle loro forze, su e giú per le gallerie e le scale della buca.|schiacciati da un carico superiore alle loro forze, su e giú per le gallerie e le scale della buca.
novelle01_04_pirandello_f000258|Quando lo Scala terminava di parlare e i vicini si alzavano per tornarsene alle loro abitazioni rurali|Quando lo Scala terminava di parlare e i vicini si alzavano per tornarsene alle loro abitazioni rurali
novelle01_04_pirandello_f000259|la luna, alta e come smarrita nel cielo, quasi non fosse di quella notte|la luna, alta e come smarrita nel cielo, quasi non fosse di quella notte
novelle01_04_pirandello_f000260|ma la luna d’un tempo lontano lontano, dopo il racconto di tante miserie|ma la luna dun tempo lontano lontano, dopo il racconto di tante miserie
novelle01_04_pirandello_f000261|illuminando le due coste della vallata ne faceva apparir più squallida e più lugubre la desolazione.|illuminando le due coste della vallata ne faceva apparir più squallida e più lugubre la desolazione.
novelle01_04_pirandello_f000262|E ciascuno, avviandosi, pensava che là, sotto quelle coste cosí squallidamente rischiarate|E ciascuno, avviandosi, pensava che là, sotto quelle coste cosí squallidamente rischiarate
novelle01_04_pirandello_f000263|cento, duecento metri sottoterra, c’era gente che s’affannava ancora a scavare|cento, duecento metri sottoterra, cera gente che saffannava ancora a scavare
novelle01_04_pirandello_f000264|a scavare, poveri picconieri sepolti laggiú, a cui non importava se sú fosse giorno o notte, poiché notte era sempre per loro.|a scavare, poveri picconieri sepolti laggiú, a cui non importava se sú fosse giorno o notte, poiché notte era sempre per loro.
novelle01_05_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle01_05_pirandello_f000002|IL «FUMO» SECONDO PARTE CAPITULO TRE|IL FUMO SECONDO PARTE CAPITULO TRE
novelle01_05_pirandello_f000003|Tutti, a sentirlo parlare credevano che lo Scala avesse già dimenticato i dolori passati e non si curasse più di nulla ormai|Tutti, a sentirlo parlare credevano che lo Scala avesse già dimenticato i dolori passati e non si curasse più di nulla ormai
novelle01_05_pirandello_f000004|tranne di quel suo pezzetto di terra, da cui non si staccava più da anni, nemmeno per un giorno.|tranne di quel suo pezzetto di terra, da cui non si staccava più da anni, nemmeno per un giorno.
novelle01_05_pirandello_f000005|Del figliuolo scomparso, sperduto per il mondo – se qualche volta ne parlava|Del figliuolo scomparso, sperduto per il mondo - se qualche volta ne parlava
novelle01_05_pirandello_f000006|perché qualcuno gliene moveva il discorso – si sfogava a dir male|perché qualcuno gliene moveva il discorso - si sfogava a dir male
novelle01_05_pirandello_f000007|per l’ingratitudine che gli aveva dimostrata, per il cuor duro di cui aveva dato prova.|per lingratitudine che gli aveva dimostrata, per il cuor duro di cui aveva dato prova.
novelle01_05_pirandello_f000008|— Se è vivo, — concludeva — è vivo per sé;|- Se è vivo, - concludeva - è vivo per sé;
novelle01_05_pirandello_f000009|per me, è morto, e non ci penso più.|per me, è morto, e non ci penso più.
novelle01_05_pirandello_f000010|Diceva cosí, ma, intanto, non partiva per l’America da tutti quei dintorni un contadino, dal quale non si recasse di nascosto|Diceva cosí, ma, intanto, non partiva per lAmerica da tutti quei dintorni un contadino, dal quale non si recasse di nascosto
novelle01_05_pirandello_f000011|alla vigilia della partenza, per consegnargli segretamente una lettera indirizzata a quel suo figliuolo.|alla vigilia della partenza, per consegnargli segretamente una lettera indirizzata a quel suo figliuolo.
novelle01_05_pirandello_f000012|— Non per qualche cosa, oh! Se niente niente t’avvenisse di vederlo o d’averne notizia, laggiú.|- Non per qualche cosa, oh! Se niente niente tavvenisse di vederlo o daverne notizia, laggiú.
novelle01_05_pirandello_f000013|Molte di quelle lettere gli eran tornate indietro|Molte di quelle lettere gli eran tornate indietro
novelle01_05_pirandello_f000014|con gli emigranti rimpatriati dopo quattro o cinque anni, gualcite, ingiallite, quasi illeggibili ormai.|con gli emigranti rimpatriati dopo quattro o cinque anni, gualcite, ingiallite, quasi illeggibili ormai.
novelle01_05_pirandello_f000015|Nessuno aveva visto Neli, né era riuscito ad averne notizia, né all’Argentina, né al Brasile, né agli Stati Uniti.|Nessuno aveva visto Neli, né era riuscito ad averne notizia, né allArgentina, né al Brasile, né agli Stati Uniti.
