T60_WB_est,C50_WB_est,file
0.4471888,11.13065,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-44-15-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|6675a466869fc636bdc8db8baa493f4e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.50854874,11.826637,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-44-29-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|7c330e1a751fcab57b6e5c2d503634ae_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.49648964,11.32017,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-43-54-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|82a569fdfe9bee762258381f750cf815_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6059456,9.444184,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-43-32-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|68bdcd9b568bb4e5fbbf469e47b5b507_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.77250487,7.072851,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-44-06-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|cfd719af335a5e9e6304dce5ff0399eb_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.61110824,10.685856,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-46-24-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|236f8132fab3404a56c3d406a51885cb_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.47973764,10.895501,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-47-28-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|ac491334810a8d0cede28dad05224bea_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.49097365,11.959676,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-45-50-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|0977a413f0f0fad3855c83d808a4b3f2_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.47613204,11.3863125,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-47-03-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|4e17ecf83350452ae7dcaf46e60d0274_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5870054,10.032723,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-45-38-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|b5fa2212fd31e11b2abaf27cefdc1c2d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.497406,11.2546835,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-47-44-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|1ddb8304a5e649f04f24f6277dae80a3_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.54710215,11.0798855,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-46-14-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|8dc69b681f1501e24dcbf5de747a03f6_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4603501,12.397392,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-46-46-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|54a4eeaca5b7b2a4f403aad31d7752c3_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.55044043,11.213148,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-48-15-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|1e6178b09dcf494a0de757c85975090c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5368071,11.845821,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-48-44-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|2993b77b1f54d5439ba3eb8b6a170d5d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44218493,11.814728,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-48-03-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|2fff6e6b4d4c47e0eab9738bbf0c590f_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5988141,9.716376,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-48-33-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|ba7e3f5f3ea638c3fc91395bcd27689a_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4455065,11.247856,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-49-12-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|0434ebef2545a316f58c24138f0c1ab6_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.48284876,10.815054,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-48-57-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|7af306ed95a5850359a7ee22f12e09bc_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45457774,11.621744,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-49-30-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|35d505e42adf1535c4bb0512789cecba_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5233495,10.905056,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-47-55-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|f23d09cf55aaf6b681ff00fe8f66165d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44778895,11.738089,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-51-57-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|3ae850c730a38662c7877346e9923604_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.47085184,11.361925,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-52-49-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|3d0199fe90b7caa961a1d207374b00f6_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.50922126,10.72048,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-49-48-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|e79cd5f2f4c5944328279e069e2203fa_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.46531242,11.117966,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-50-57-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|f8f841df147958a42c3abb8d99d4da06_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42673424,12.448424,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-52-26-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|ba88bea5120286f848132ab923b22ad3_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.47170138,11.451703,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-50-45-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|960ccd0480769a1127363a3bffcedf24_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.49028236,11.316243,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-49-39-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|6ec1c8dc0ef902f70d0c2e45bdcd9944_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44392508,11.293412,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-51-48-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|22e00060dafaf17e03fdf44a59100358_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5192468,11.907548,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-53-15-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|852e6bcdebb131c536ee0e03bc6ea89c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45598197,11.8247795,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-54-49-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|81a31ee322329091e2546e1c1b1a1248_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.49328506,10.447512,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-54-25-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|a3b0bdc1adad94a6011486cc9ac360e2_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5045036,10.648657,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-54-37-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|15cce66fdcdfeaf90e3eeaad29e091f0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4807573,10.494892,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-53-05-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|19f6dde9a63a6e0b5f57652a75f15ab4_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.55052644,10.679272,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-54-17-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|02e457aab736204e7de0e31cf714324b_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4698022,11.301695,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-53-57-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|b2cad8e04f8b0fd212ad8aa8c9c60280_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6618497,10.675641,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-53-52-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|50b3e2dddd214ef18f06e2f7d02d29f5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.50992334,11.033853,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-58-19-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|e13142d981f9eb7f363616b5e00e2109_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45914054,10.61293,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-56-29-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|f3055027318462c2e60668a81de5a164_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5062228,10.639143,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-56-02-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|9e1e789865d5734f5031ccb5e8da22c1_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44618005,11.154108,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-55-04-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|526657af6f8b29bd930663b9618bb6dd_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44135445,11.05298,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-59-10-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|9db4731955ca0ab410e5b4c769a232f3_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.49564987,11.418612,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-55-18-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|7ebf0be02976f185f8823df0bf594546_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4783494,11.080555,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-55-50-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|1dbf65ab59b0c074e511feeb31024689_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.43431216,12.281906,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-55-30-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|57b1925b64e95b698255673893a7a231_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.48697376,11.1844635,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-59-35-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|0f4722be9defcc14e75f4f4146eb0ac8_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4735068,11.091944,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-00-45-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|d368437bc6a254ba8dc0b01c254032d8_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.48002845,11.334357,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-01-10-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|004262b719d7a4ad4cf4036bb7877d49_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4330787,11.254084,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-00-03-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|57ffd8ef517746244c50ff2ba1c519e6_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.47077978,10.84185,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-01-53-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|8508ed3fafaee71eef1fdf9e332c3044_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5067108,11.079179,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-00-32-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|4f91e72d2890dd81c1583a531a761611_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42421263,11.362921,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-00-20-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|67282f5a8bd3a9a4cfd80946682e2537_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45274633,10.723967,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-10-59-23-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|8ec9823e3443cc9538973d9550670bf7_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.49577522,10.340106,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-03-55-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|a038eb02eba0079a79aedb2c0f7abbbf_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45443416,9.952005,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-03-35-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|71c85ac8210c35da0faffeee4bace092_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45872885,11.350943,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-02-07-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|aab3dd9791c9a59a8f50ae9908b67e66_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42190826,11.09128,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-02-47-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|56619caf713791865a366d57c2d7c5b0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.47802693,11.605051,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-04-34-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|105bf78646922bfd46b54889fd422226_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45197868,11.185363,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-03-21-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|72dabab56a9df55d7c0013354f10bc86_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.41801456,11.008333,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-03-06-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|cef872b0bff3ee93058f5bd87fc4e48c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.53869,11.024231,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-11-03-02-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|a9d21c3054436df623bd293523c71c5d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5149661,9.824911,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-12-57-20-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|7606955662eb93cf0ba59d92a5751f54_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.52720064,10.042369,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-12-57-47-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|c31a00767bc2ce9656d54b23a64ad3b5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.46061897,11.629206,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-12-57-12-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|2c55352248300c490b323bb2b748a166_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4987061,11.780083,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-12-58-03-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|4d94d4edd5a7f0c30b6b3f9a1d88727d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4674546,11.402599,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-20-12-56-56-mic-2_Yamaha_PJP-10UR_train_16k.wav|None|None|6dbe92942d56ac514d5cd3c1500ee586_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
