novelle08_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle08_05_pirandello_f000051|che ormai la bestiaccia non si reggeva più su le zampe.|che ormai la bestiaccia non si reggeva più su le zampe.
novelle08_05_pirandello_f000052|Rimasta sola, morto il marito, accasati i figliuoli, aveva la compagnia di quella troja|Rimasta sola, morto il marito, accasati i figliuoli, aveva la compagnia di quella troja
novelle08_05_pirandello_f000053|e guaj a chi le facesse la proposta di scannarla! Si chinava a grattarle la fronte, e quella|e guaj a chi le facesse la proposta di scannarla! Si chinava a grattarle la fronte, e quella
novelle08_05_pirandello_f000054|rosea e cretosa, con la ventraja sparsa su la paglia, grugnendo di beatitudine al solletico|rosea e cretosa, con la ventraja sparsa su la paglia, grugnendo di beatitudine al solletico
novelle08_05_pirandello_f000055|si stirava tutta, storceva il grifo, come se volesse sorridere, e presentava la gola.|si stirava tutta, storceva il grifo, come se volesse sorridere, e presentava la gola.
novelle08_05_pirandello_f000056|Pareva a tutti un’ingiustizia, questa beatitudine, e tutti ne provavano dispetto, perché|Pareva a tutti uningiustizia, questa beatitudine, e tutti ne provavano dispetto, perché
novelle08_05_pirandello_f000057|sottratta al macello, non poteva più essere considerata come una fatica per quella bestiaccia l’ingrassare.|sottratta al macello, non poteva più essere considerata come una fatica per quella bestiaccia lingrassare.
novelle08_05_pirandello_f000058|E perché allora ingrassava?|E perché allora ingrassava?
novelle08_05_pirandello_f000059|— La zâ Tresa, sí, — disse zi’ Neli alla ragazzetta. — La conosci?|- La za Tresa, sí, - disse zi Neli alla ragazzetta. - La conosci?
novelle08_05_pirandello_f000060|Bene, guarda: qua, dentro questo pezzetto di carta, c’è una candelina di pecorajo.|Bene, guarda: qua, dentro questo pezzetto di carta, cè una candelina di pecorajo.
novelle08_05_pirandello_f000061|Bada che non voli, e non schiacciarla! Portala alla zâ Tresa, e dille che gliela manda zi’ Neli Sghembri;|Bada che non voli, e non schiacciarla! Portala alla za Tresa, e dille che gliela manda zi Neli Sghembri;
novelle08_05_pirandello_f000062|che è quella stessa – le dirai – di tanti e tanti anni fa! Cosí.|che è quella stessa - le dirai - di tanti e tanti anni fa! Cosí.
novelle08_05_pirandello_f000063|Non te lo scordare: Quella stessa di tanti e tanti anni fa!|Non te lo scordare: Quella stessa di tanti e tanti anni fa!
novelle08_05_pirandello_f000064|Portami questa sera la risposta, che ti darò in premio uno ziretto di macco.|Portami questa sera la risposta, che ti darò in premio uno ziretto di macco.
novelle08_05_pirandello_f000065|Va’! Eh, alla fine, aveva sessantatré anni;|Va! Eh, alla fine, aveva sessantatré anni;
novelle08_05_pirandello_f000066|forte e ferrigno però come un ceppo d’olivo;|forte e ferrigno però come un ceppo dolivo;
novelle08_05_pirandello_f000067|e la zâ Tresa era anche lei pur fresca come una fava non colta, bella in salute, sanguigna e prosperosa.|e la za Tresa era anche lei pur fresca come una fava non colta, bella in salute, sanguigna e prosperosa.
novelle08_05_pirandello_f000068|La sera la ragazzetta ritornò con la risposta: — Dice la zâ Tresa, che i capelli sono bianchi e la candelina non fa più lume.|La sera la ragazzetta ritornò con la risposta: - Dice la za Tresa, che i capelli sono bianchi e la candelina non fa più lume.
novelle08_05_pirandello_f000069|— Cosí t’ha detto? — Cosí.|- Cosí tha detto? - Cosí.
novelle08_05_pirandello_f000070|Il giorno dopo, zi’ Neli, sbarbato come uno sposo e vestito di festa|Il giorno dopo, zi Neli, sbarbato come uno sposo e vestito di festa
novelle08_05_pirandello_f000071|si presentò a Raffadali alla zâ Tresa Tumminía per dichiararle che il lume di quella candelina di pecorajo egli lo aveva ancora vivo nel cuore|si presentò a Raffadali alla za Tresa Tumminía per dichiararle che il lume di quella candelina di pecorajo egli lo aveva ancora vivo nel cuore
novelle08_05_pirandello_f000072|vivo e verde, come quando glielo aveva visto rilucere in fronte come una stella.|vivo e verde, come quando glielo aveva visto rilucere in fronte come una stella.
novelle08_05_pirandello_f000073|— Facciamo le nozze e scanniamo la troja! La zâ Tresa lo respinse,|- Facciamo le nozze e scanniamo la troja! La za Tresa lo respinse,
novelle08_05_pirandello_f000074|puntandogli tutt’e due le braccia sul petto.|puntandogli tutte due le braccia sul petto.
novelle08_05_pirandello_f000075|— Se non ve ne andate, vecchiaccio stolido! Ma rideva.|- Se non ve ne andate, vecchiaccio stolido! Ma rideva.
novelle08_05_pirandello_f000076|Di scannare la troja non se ne doveva parlare.|Di scannare la troja non se ne doveva parlare.
novelle08_05_pirandello_f000077|Ma, quanto alle nozze… ebbene, perché no? Era destino.|Ma, quanto alle nozze ebbene, perché no? Era destino.
novelle08_05_pirandello_f000078|Come un tempo i padri, cosí adesso i figliuoli dell’uno e dell’altra fecero guerra alle loro nozze.|Come un tempo i padri, cosí adesso i figliuoli delluno e dellaltra fecero guerra alle loro nozze.
novelle08_05_pirandello_f000079|Ma questa volta della guerra i due vecchi non si curarono. I padroni adesso erano loro.|Ma questa volta della guerra i due vecchi non si curarono. I padroni adesso erano loro.
novelle08_05_pirandello_f000080|Di fuori, se ne mostrarono offesi;|Di fuori, se ne mostrarono offesi;
novelle08_05_pirandello_f000081|in fondo se ne compiacquero, per un certo sapore di gioventú che quella guerra veniva a dare alle loro nozze.|in fondo se ne compiacquero, per un certo sapore di gioventú che quella guerra veniva a dare alle loro nozze.
novelle08_05_pirandello_f000082|Era veramente uno spasso sentir parlare di senno e di convenienza quei loro figliuoli.|Era veramente uno spasso sentir parlare di senno e di convenienza quei loro figliuoli.
novelle08_05_pirandello_f000083|Ne avevano avuti quattro ciascuno, dal primo letto: Tresa Tumminía, tutti maschi;|Ne avevano avuti quattro ciascuno, dal primo letto: Tresa Tumminía, tutti maschi;
novelle08_05_pirandello_f000084|zi’ Neli, due maschi e due femmine.|zi Neli, due maschi e due femmine.
novelle08_05_pirandello_f000085|Quelli di Tresa eran già bene accasati tutti e quattro, con la bella roba paterna divisa con giustizia in parti uguali;|Quelli di Tresa eran già bene accasati tutti e quattro, con la bella roba paterna divisa con giustizia in parti uguali;
novelle08_05_pirandello_f000086|zi’ Neli aveva ancora con sé una figliuola, Narda, già anch’essa in età da marito.|zi Neli aveva ancora con sé una figliuola, Narda, già anchessa in età da marito.
novelle08_05_pirandello_f000087|Per farli tacere, i due vecchi, prima di sposarsi, fecero gli atti davanti al notajo|Per farli tacere, i due vecchi, prima di sposarsi, fecero gli atti davanti al notajo
novelle08_05_pirandello_f000088|in modo da salvaguardare gl’interessi degli uni e degli altri, a un caso di morte, per la roba che restava a ciascuno di loro.|in modo da salvaguardare glinteressi degli uni e degli altri, a un caso di morte, per la roba che restava a ciascuno di loro.
novelle08_05_pirandello_f000089|Speravano cosí di togliere la nimicizia sorta fierissima tra essi fin dal primo momento; ma invano.|Speravano cosí di togliere la nimicizia sorta fierissima tra essi fin dal primo momento; ma invano.
novelle08_05_pirandello_f000090|I più accaniti rimasero i figli di zi’ Neli, che pure avevano avuto di più|I più accaniti rimasero i figli di zi Neli, che pure avevano avuto di più
novelle08_05_pirandello_f000091|essendosi il vecchio spogliato non solo della roba della moglie defunta, ma anche della sua, risoluto|essendosi il vecchio spogliato non solo della roba della moglie defunta, ma anche della sua, risoluto
novelle08_05_pirandello_f000092|finché poteva, a vivere del suo lavoro, del frutto della terra della seconda moglie e anche di quella della figliuola Narda|finché poteva, a vivere del suo lavoro, del frutto della terra della seconda moglie e anche di quella della figliuola Narda
novelle08_05_pirandello_f000093|fino a tanto che questa fosse rimasta con lui.|fino a tanto che questa fosse rimasta con lui.
novelle08_05_pirandello_f000094|Segnatamente la maggiore delle femmine, Sidora|Segnatamente la maggiore delle femmine, Sidora
novelle08_05_pirandello_f000095|che per via del marito si chiamava adesso Peronella, aveva, dalla rabbia, la schiuma alla bocca.|che per via del marito si chiamava adesso Peronella, aveva, dalla rabbia, la schiuma alla bocca.
novelle08_05_pirandello_f000096|E parlando col marito, con le cognate e coi fratelli Saru e Luzzu|E parlando col marito, con le cognate e coi fratelli Saru e Luzzu
novelle08_05_pirandello_f000097|della povera Narda andata a convivere con la matrigna, diceva: — Possa la mia lingua esser mangiata dai vermi;|della povera Narda andata a convivere con la matrigna, diceva: - Possa la mia lingua esser mangiata dai vermi;
novelle08_05_pirandello_f000098|ma vedrete che quella vecchia strega la farà spighire zitella.|ma vedrete che quella vecchia strega la farà spighire zitella.
novelle08_05_pirandello_f000099|Anche se verrà a domandarla in isposa il figlio del re in persona, dirà che il partito non è conveniente.|Anche se verrà a domandarla in isposa il figlio del re in persona, dirà che il partito non è conveniente.
novelle08_05_pirandello_f000100|E diceva cosí perché, a suo credere, la vecchia Tresa Tumminía non avrebbe mai permesso che il marito|E diceva cosí perché, a suo credere, la vecchia Tresa Tumminía non avrebbe mai permesso che il marito
novelle08_05_pirandello_f000101|data via la roba assegnata in dote a Narda, si fosse messo a campare sul suo.|data via la roba assegnata in dote a Narda, si fosse messo a campare sul suo.
novelle08_05_pirandello_f000102|Alle vicine, che venivano a raccontarle tutte le amorevolezze che la zâ Tresa faceva a Narda|Alle vicine, che venivano a raccontarle tutte le amorevolezze che la za Tresa faceva a Narda
novelle08_05_pirandello_f000103|cose che non si sarebbero fatte nemmeno a una vera figliuola: orecchini d’oro, anelli d’oro|cose che non si sarebbero fatte nemmeno a una vera figliuola: orecchini doro, anelli doro
novelle08_05_pirandello_f000104|collane di corallo, fazzoletti di seta, da capo e da collo, «guardaspalle» di seta con quattro dita di frangia|collane di corallo, fazzoletti di seta, da capo e da collo, guardaspalle di seta con quattro dita di frangia
novelle08_05_pirandello_f000105|scarpe di vitello col tacco alto e la mascheretta di coppale;|scarpe di vitello col tacco alto e la mascheretta di coppale;
novelle08_05_pirandello_f000106|cose, insomma, cose da non credersi;|cose, insomma, cose da non credersi;
novelle08_05_pirandello_f000107|rispondeva, verde dalla bile: — Ah! baggiane! E non capite che lo fa per adescarla?|rispondeva, verde dalla bile: - Ah! baggiane! E non capite che lo fa per adescarla?
novelle08_05_pirandello_f000108|Se la vuole ingrassare e tenere in casa come la troja! Restò, quando quelle vennero a dirle che la sorella sposava.|Se la vuole ingrassare e tenere in casa come la troja! Restò, quando quelle vennero a dirle che la sorella sposava.
novelle08_05_pirandello_f000109|E che partito! Coi fiocchi, e procurato proprio dalla zâ Tresa: Pitrinu Cinquemani|E che partito! Coi fiocchi, e procurato proprio dalla za Tresa: Pitrinu Cinquemani
novelle08_05_pirandello_f000110|nientemeno! giovine d’oro, cognato del maggiore dei figliuoli;|nientemeno! giovine doro, cognato del maggiore dei figliuoli;
novelle08_05_pirandello_f000111|Pitrinu Cinquemani, quel picciottone che pareva una bandiera, con terre e case e bestie da soma e da lavoro.|Pitrinu Cinquemani, quel picciottone che pareva una bandiera, con terre e case e bestie da soma e da lavoro.
novelle08_05_pirandello_f000112|— Ah! sí? davvero? oh guarda! — si mise a dire allora, per non darla vinta a quelle pettegole che avrebbero goduto del suo dispetto.|- Ah! sí? davvero? oh guarda! - si mise a dire allora, per non darla vinta a quelle pettegole che avrebbero goduto del suo dispetto.
novelle08_05_pirandello_f000113|— Pitrinu Cinquemani? Ci ho piacere, povera Narda! ci ho piacere davvero.|- Pitrinu Cinquemani? Ci ho piacere, povera Narda! ci ho piacere davvero.
novelle08_05_pirandello_f000114|Né lei né i due fratelli erano mai andati a veder la sorella, da che stava con la matrigna.|Né lei né i due fratelli erano mai andati a veder la sorella, da che stava con la matrigna.
novelle08_05_pirandello_f000115|Eppure la chiusa di Saru, il maggiore dei fratelli, era quasi a un tiro di schioppo da quella della zâ Tresa;|Eppure la chiusa di Saru, il maggiore dei fratelli, era quasi a un tiro di schioppo da quella della za Tresa;
novelle08_05_pirandello_f000116|tanto che dalla parte della roba, di tra gli alberetti di fico e di mandorlo|tanto che dalla parte della roba, di tra gli alberetti di fico e di mandorlo
novelle08_05_pirandello_f000117|non solo si poteva vedere il tettuccio del cortile della matrigna ov’era la mangiatoja delle bestie|non solo si poteva vedere il tettuccio del cortile della matrigna overa la mangiatoja delle bestie
novelle08_05_pirandello_f000118|ma finanche contar le galline che razzolavano nel letame.|ma finanche contar le galline che razzolavano nel letame.
novelle08_05_pirandello_f000119|Non avevano più voluto saperne, perché, adescata dalle buone maniere e dai regali, Narda era divenuta tutta di quella|Non avevano più voluto saperne, perché, adescata dalle buone maniere e dai regali, Narda era divenuta tutta di quella
novelle08_05_pirandello_f000120|di quella e dei fratellastri, i quali, cresciuti com’erano senza una sorella,|di quella e dei fratellastri, i quali, cresciuti comerano senza una sorella,
novelle08_05_pirandello_f000121|se la disputavano tra loro e le facevano un mondo di carezze.|se la disputavano tra loro e le facevano un mondo di carezze.
novelle08_05_pirandello_f000122|Quando fu la vigilia dello sposalizio, venne alla chiusa di Saru zi’ Neli, accigliato|Quando fu la vigilia dello sposalizio, venne alla chiusa di Saru zi Neli, accigliato
novelle08_05_pirandello_f000123|grattandosi con una mano sul mento gl’ispidi peli rinascenti su le gote raschiose.|grattandosi con una mano sul mento glispidi peli rinascenti su le gote raschiose.
novelle08_05_pirandello_f000124|Parlò al maggiore dei figliuoli, perché questi poi riferisse il discorso anche agli altri|Parlò al maggiore dei figliuoli, perché questi poi riferisse il discorso anche agli altri
novelle08_05_pirandello_f000125|e parlò con gli occhi a terra: — Le annate sono scarse, figli miei, e siamo tutti poverelli.|e parlò con gli occhi a terra: - Le annate sono scarse, figli miei, e siamo tutti poverelli.
novelle08_05_pirandello_f000126|Dio sa se, per questo sposalizio di vostra sorella Narda, vi vorrei tutti con me per fare una gran festa.|Dio sa se, per questo sposalizio di vostra sorella Narda, vi vorrei tutti con me per fare una gran festa.
novelle08_05_pirandello_f000127|Ma come dicono le campane di Raffadali? Dicono: Con che? con che? con che?|Ma come dicono le campane di Raffadali? Dicono: Con che? con che? con che?
novelle08_05_pirandello_f000128|Mi sono spogliato di tutto, e sono come Cristo alla colonna. Non posso più niente. Lo schietto idoneo, e basta.|Mi sono spogliato di tutto, e sono come Cristo alla colonna. Non posso più niente. Lo schietto idoneo, e basta.
novelle08_05_pirandello_f000129|Se venite voi, parenti della sposa, Pitrinu Cinquemani pretenderà che vengano anche i suoi parenti|Se venite voi, parenti della sposa, Pitrinu Cinquemani pretenderà che vengano anche i suoi parenti
novelle08_05_pirandello_f000130|che sono dalla parte di Tresa, lo sapete; e tra voi non c’è buon sangue.|che sono dalla parte di Tresa, lo sapete; e tra voi non cè buon sangue.
novelle08_05_pirandello_f000131|Cosí abbiamo stabilito che non venga nessuno, né essi né voi.|Cosí abbiamo stabilito che non venga nessuno, né essi né voi.
novelle08_05_pirandello_f000132|Saremo io e Tresa per la sposa e il padre e la madre dello sposo. Lo schietto idoneo, e basta.|Saremo io e Tresa per la sposa e il padre e la madre dello sposo. Lo schietto idoneo, e basta.
novelle08_05_pirandello_f000133|Saru ascoltò, con gli occhi bassi anche lui, e la mano sul mento, il discorso del padre, evidentemente studiato;|Saru ascoltò, con gli occhi bassi anche lui, e la mano sul mento, il discorso del padre, evidentemente studiato;
novelle08_05_pirandello_f000134|alla fine disse: — Pa’, badiamo bene. Voi siete il padrone;|alla fine disse: - Pa, badiamo bene. Voi siete il padrone;
novelle08_05_pirandello_f000135|siamo sangue vostro, e noi faremo come volete voi.|siamo sangue vostro, e noi faremo come volete voi.
novelle08_05_pirandello_f000136|Ma non facciamo che la proibizione di venire debba essere soltanto per noi! Pa’, ve l’avverto: finirebbe male.|Ma non facciamo che la proibizione di venire debba essere soltanto per noi! Pa, ve lavverto: finirebbe male.
novelle08_05_pirandello_f000137|Il vecchio, senza alzar gli occhi, restò ancora un pezzo a raschiarsi le gote, aggrondato.|Il vecchio, senza alzar gli occhi, restò ancora un pezzo a raschiarsi le gote, aggrondato.
novelle08_05_pirandello_f000138|— Io per me, figli miei, ho fatto dire a quelli che non vengano, come dico a voi di non venire.|- Io per me, figli miei, ho fatto dire a quelli che non vengano, come dico a voi di non venire.
novelle08_05_pirandello_f000139|— E se qualcuno di quelli viene? Il vecchio non rispose.|- E se qualcuno di quelli viene? Il vecchio non rispose.
novelle08_05_pirandello_f000140|Il suo silenzio lasciava intendere chiaramente che,|Il suo silenzio lasciava intendere chiaramente che,
novelle08_05_pirandello_f000141|se qualcuno dell’altra parte fosse venuto, egli non avrebbe saputo come regolarsi.|se qualcuno dellaltra parte fosse venuto, egli non avrebbe saputo come regolarsi.
novelle08_05_pirandello_f000142|— Va bene, pa’, — disse allora Saru. — Andate, andate. Ci penseremo noi.|- Va bene, pa, - disse allora Saru. - Andate, andate. Ci penseremo noi.
novelle08_05_pirandello_f000143|E seguí con gli occhi il padre che se ne andava, stirandosi con due dita il lobo dell’orecchia manca.|E seguí con gli occhi il padre che se ne andava, stirandosi con due dita il lobo dellorecchia manca.
novelle08_05_pirandello_f000144|Rientrato nella roba, trasse dal fondo d’una bisaccia appesa a un chiodo un coltellaccio lungo, di quelli chiamati trincialardo;|Rientrato nella roba, trasse dal fondo duna bisaccia appesa a un chiodo un coltellaccio lungo, di quelli chiamati trincialardo;
novelle08_05_pirandello_f000145|prese da terra, sotto la tavola, la pietra d’affilare;|prese da terra, sotto la tavola, la pietra daffilare;
novelle08_05_pirandello_f000146|bagnò la lama del coltello: andò a sedere sulla soglia dell’uscio con quella pietra fra le ginocchia e si diede ad affilar la lama.|bagnò la lama del coltello: andò a sedere sulla soglia delluscio con quella pietra fra le ginocchia e si diede ad affilar la lama.
novelle08_05_pirandello_f000147|La moglie, spaventata, lo chiamò tre volte, senza ottener risposta;|La moglie, spaventata, lo chiamò tre volte, senza ottener risposta;
novelle08_05_pirandello_f000148|alla fine, con le mani nei capelli e gli occhi pieni di lagrime, scongiurò:|alla fine, con le mani nei capelli e gli occhi pieni di lagrime, scongiurò:
novelle08_05_pirandello_f000149|— Oh Madre santa, Saru mio, che pensi di fare?|- Oh Madre santa, Saru mio, che pensi di fare?
novelle08_05_pirandello_f000150|Saru balzò in piedi come un tigre, col coltello levato:|Saru balzò in piedi come un tigre, col coltello levato:
novelle08_05_pirandello_f000151|— Corpo di Dio, non fiatare, o comincio da te! La moglie allora|- Corpo di Dio, non fiatare, o comincio da te! La moglie allora
novelle08_05_pirandello_f000152|per soffocare il pianto, si tirò sul volto con le due mani il grembiule e andò a rintanarsi in un angolo.|per soffocare il pianto, si tirò sul volto con le due mani il grembiule e andò a rintanarsi in un angolo.
novelle08_05_pirandello_f000153|Saru si rimise ad affilar il coltellaccio sotto gli occhi dei tre figliuoli, seduti attorno, silenziosi.|Saru si rimise ad affilar il coltellaccio sotto gli occhi dei tre figliuoli, seduti attorno, silenziosi.
novelle08_05_pirandello_f000154|Dal cortile della chiusa della zâ Tresa cantò il gallo, e subito il gallo di qua gli rispose|Dal cortile della chiusa della za Tresa cantò il gallo, e subito il gallo di qua gli rispose
novelle08_05_pirandello_f000155|con una zampa levata, squassando la cresta sanguigna.|con una zampa levata, squassando la cresta sanguigna.
novelle08_05_pirandello_f000156|— Una… due… tre… quattro!… cinque!… sei!… Già sei mule bardate,|- Una due tre quattro! cinque! sei! Già sei mule bardate,
novelle08_05_pirandello_f000157|nella mangiatoja sotto il tettuccio del cortile della chiusa dirimpetto.|nella mangiatoja sotto il tettuccio del cortile della chiusa dirimpetto.
novelle08_05_pirandello_f000158|Eccole là: si discernevano bene al lume della luna, tutt’e sei, l’una accanto all’altra.|Eccole là: si discernevano bene al lume della luna, tutte sei, luna accanto allaltra.
novelle08_05_pirandello_f000159|Davanti all’uscio della sua roba, Saru le contava,|Davanti alluscio della sua roba, Saru le contava,
novelle08_05_pirandello_f000160|piegando il collo di qua e di là, per vedere di tra gli alberi, e fremeva.|piegando il collo di qua e di là, per vedere di tra gli alberi, e fremeva.
novelle08_05_pirandello_f000161|Già sei. E forse altre ne sarebbero venute.|Già sei. E forse altre ne sarebbero venute.
novelle08_05_pirandello_f000162|Il festino voleva esser grande.|Il festino voleva esser grande.
novelle08_05_pirandello_f000163|Tutti i figliuoli della matrigna e le loro donne e i loro figliuoli,|Tutti i figliuoli della matrigna e le loro donne e i loro figliuoli,
novelle08_05_pirandello_f000164|tutti, tutti quelli dell’altra parte erano stati invitati.|tutti, tutti quelli dellaltra parte erano stati invitati.
novelle08_05_pirandello_f000165|Loro soli, i parenti più stretti, i fratelli e la sorella della sposa, erano esclusi.|Loro soli, i parenti più stretti, i fratelli e la sorella della sposa, erano esclusi.
novelle08_05_pirandello_f000166|Forse adesso banchettavano di là, più tardi sarebbero cominciati il suono e i balli.|Forse adesso banchettavano di là, più tardi sarebbero cominciati il suono e i balli.
novelle08_05_pirandello_f000167|S’era tolta la giacca e se l’era messa al braccio per nascondere il coltello affilato.|Sera tolta la giacca e se lera messa al braccio per nascondere il coltello affilato.
novelle08_05_pirandello_f000168|Dall’interno della roba, la moglie e Niluzzu, il maggiore dei figliuoli, stavano a spiarlo, intenti e tremanti.|Dallinterno della roba, la moglie e Niluzzu, il maggiore dei figliuoli, stavano a spiarlo, intenti e tremanti.
novelle08_05_pirandello_f000169|Poc’anzi, aveva ordinato alla moglie di accendere il fuoco e di metter sú il caldajo grosso a bollire.|Pocanzi, aveva ordinato alla moglie di accendere il fuoco e di metter sú il caldajo grosso a bollire.
novelle08_05_pirandello_f000170|E la moglie, imbalordita dallo sgomento, aveva ubbidito, senza capire che volesse fare di quel caldajo d’acqua bollente.|E la moglie, imbalordita dallo sgomento, aveva ubbidito, senza capire che volesse fare di quel caldajo dacqua bollente.
novelle08_05_pirandello_f000171|— Oh Madre santa, — pregava ora, — fate venire qualcuno! Oh Madre santa, quietategli il sangue e la mente.|- Oh Madre santa, - pregava ora, - fate venire qualcuno! Oh Madre santa, quietategli il sangue e la mente.
novelle08_05_pirandello_f000172|Fuori nell’aria chiara di luna, eran zighi sommessi di grilli,|Fuori nellaria chiara di luna, eran zighi sommessi di grilli,
novelle08_05_pirandello_f000173|fili di suono lunghi, acuti, quasi luminosi.|fili di suono lunghi, acuti, quasi luminosi.
novelle08_05_pirandello_f000174|— Niluzzu, — chiamò a un tratto il padre.|- Niluzzu, - chiamò a un tratto il padre.
novelle08_05_pirandello_f000175|— Corri da tua zia Sidora qua presso;|- Corri da tua zia Sidora qua presso;
novelle08_05_pirandello_f000176|poi da tuo zio Luzzu, e di’ loro che vengano qua da me, subito:|poi da tuo zio Luzzu, e di loro che vengano qua da me, subito:
novelle08_05_pirandello_f000177|marito, moglie, figliuoli, tutti qua da me. Hai capito? Va’.|marito, moglie, figliuoli, tutti qua da me. Hai capito? Va.
novelle08_05_pirandello_f000178|Niluzzu, invece di muoversi, rimase a mirare il padre, sbigottito|Niluzzu, invece di muoversi, rimase a mirare il padre, sbigottito
novelle08_05_pirandello_f000179|con un braccio levato a riparo della testa, come se si aspettasse uno scapaccione.|con un braccio levato a riparo della testa, come se si aspettasse uno scapaccione.
novelle08_05_pirandello_f000180|— Pa’, ho paura, pa’… — Paura?|- Pa, ho paura, pa - Paura?
novelle08_05_pirandello_f000181|Carognone! — gli gridò il padre, scrollandolo.|Carognone! - gli gridò il padre, scrollandolo.
novelle08_05_pirandello_f000182|Si rivolse alla moglie: — Va’ anche tu;|Si rivolse alla moglie: - Va anche tu;
novelle08_05_pirandello_f000183|accompagnalo! E tornate qua presto, tutti insieme! La moglie s’arrischiò a chiedergli ancora una volta|accompagnalo! E tornate qua presto, tutti insieme! La moglie sarrischiò a chiedergli ancora una volta
novelle08_05_pirandello_f000184|con voce di pianto: — Ma tu che vuoi fare, Saru mio?|con voce di pianto: - Ma tu che vuoi fare, Saru mio?
novelle08_05_pirandello_f000185|Per carità! Saru si pose un dito sulla bocca e poi, con la stessa mano, fe’ cenno imperioso alla moglie d’ubbidire.|Per carità! Saru si pose un dito sulla bocca e poi, con la stessa mano, fe cenno imperioso alla moglie dubbidire.
novelle08_05_pirandello_f000186|Poco dopo si mosse anche lui, cauto, verso il cortile della chiusa dirimpetto|Poco dopo si mosse anche lui, cauto, verso il cortile della chiusa dirimpetto
novelle08_05_pirandello_f000187|facendosi riparo, nel procedere sotto la luna, ora di questo, ora di quell’albero.|facendosi riparo, nel procedere sotto la luna, ora di questo, ora di quellalbero.
novelle08_05_pirandello_f000188|Giunse cosí all’ultimo alberetto di fico, proprio davanti il cortile.|Giunse cosí allultimo alberetto di fico, proprio davanti il cortile.
novelle08_05_pirandello_f000189|Il cuore gli ballava in petto e le tempie gli martellavano.|Il cuore gli ballava in petto e le tempie gli martellavano.
novelle08_05_pirandello_f000190|Diede un balzo allo sbruffare d’una delle mule nella mangiatoja vicinissima.|Diede un balzo allo sbruffare duna delle mule nella mangiatoja vicinissima.
novelle08_05_pirandello_f000191|Gli arrivava alle narici il lezzo caldo e grasso del letame, e agli orecchi il suono confuso delle grida|Gli arrivava alle narici il lezzo caldo e grasso del letame, e agli orecchi il suono confuso delle grida
novelle08_05_pirandello_f000192|delle risa, e l’acciottolío dei piatti dei banchettanti dentro la roba della matrigna.|delle risa, e lacciottolío dei piatti dei banchettanti dentro la roba della matrigna.
novelle08_05_pirandello_f000193|Sporse il capo oltre i rami del fico, a spiare.|Sporse il capo oltre i rami del fico, a spiare.
novelle08_05_pirandello_f000194|Nel cortile non c’era nessuno, oltre le sei cavalcature ancora bardate,|Nel cortile non cera nessuno, oltre le sei cavalcature ancora bardate,
novelle08_05_pirandello_f000195|e più là, presso l’entrata della roba, la troja gigantesca.|e più là, presso lentrata della roba, la troja gigantesca.
novelle08_05_pirandello_f000196|Questa se ne stava col grifo allungato su le zampe anteriori, le orecchie abbattute e gli occhi socchiusi|Questa se ne stava col grifo allungato su le zampe anteriori, le orecchie abbattute e gli occhi socchiusi
novelle08_05_pirandello_f000197|come in una languida contemplazione del fresco, dolcissimo chiaro di luna. Di tratto in tratto sospirava;|come in una languida contemplazione del fresco, dolcissimo chiaro di luna. Di tratto in tratto sospirava;
novelle08_05_pirandello_f000198|ma era sospiro di soddisfazione per la sua sicura plenitudine beata.|ma era sospiro di soddisfazione per la sua sicura plenitudine beata.
novelle08_05_pirandello_f000199|Saru le andò dietro, cheto e chinato;|Saru le andò dietro, cheto e chinato;
novelle08_05_pirandello_f000200|le allungò adagio adagio una mano alla fronte e lievemente si mise a grattargliela.|le allungò adagio adagio una mano alla fronte e lievemente si mise a grattargliela.
novelle08_05_pirandello_f000201|Come la bestia, al solletico, si stirò, torcendo il grifo, quasi volesse sorridere alla consueta carezza della padrona|Come la bestia, al solletico, si stirò, torcendo il grifo, quasi volesse sorridere alla consueta carezza della padrona
novelle08_05_pirandello_f000202|e alla fine presentò da sé la gola, Saru, pronto, con l’altra mano le affondò il coltello fino al cuore.|e alla fine presentò da sé la gola, Saru, pronto, con laltra mano le affondò il coltello fino al cuore.
novelle08_05_pirandello_f000203|Ritornò con l’enorme carico alla roba, quasi a un tempo con la moglie e il figliuolo, seguiti da tutto il parentado in allarme.|Ritornò con lenorme carico alla roba, quasi a un tempo con la moglie e il figliuolo, seguiti da tutto il parentado in allarme.
novelle08_05_pirandello_f000204|— Zitti, per la Madonna! — intimò a tutti, liberandosi del carico con un gran respiro, ansante e insanguinato da capo a piedi.|- Zitti, per la Madonna! - intimò a tutti, liberandosi del carico con un gran respiro, ansante e insanguinato da capo a piedi.
novelle08_05_pirandello_f000205|— Faremo festa anche noi, qua, meglio di loro! Un quarto per uno a voi, e due quarti a me|- Faremo festa anche noi, qua, meglio di loro! Un quarto per uno a voi, e due quarti a me
novelle08_05_pirandello_f000206|che me li merito! Ma prima aspettate! Qua, qua, ajutatemi a sparar la bestia! Luzzu, tieni fermo qua! Tu, Sidora, di qua.|che me li merito! Ma prima aspettate! Qua, qua, ajutatemi a sparar la bestia! Luzzu, tieni fermo qua! Tu, Sidora, di qua.
