novelle05_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle05_02_pirandello_f000108|I due fidi scolari avevano tutto il tempo di scrivere quasi sotto dettatura.|I due fidi scolari avevano tutto il tempo di scrivere quasi sotto dettatura.
novelle05_02_pirandello_f000109|Il Lamis non montava mai in cattedra: sedeva umilmente davanti al tavolino sotto.|Il Lamis non montava mai in cattedra: sedeva umilmente davanti al tavolino sotto.
novelle05_02_pirandello_f000110|I banchi, nell’aula, erano disposti in quattro ordini, ad anfiteatro.|I banchi, nellaula, erano disposti in quattro ordini, ad anfiteatro.
novelle05_02_pirandello_f000111|L’aula era buja, e il Ciotta e il Vannícoli all’ultimo ordine, uno di qua, l’altro di là|Laula era buja, e il Ciotta e il Vannícoli allultimo ordine, uno di qua, laltro di là
novelle05_02_pirandello_f000112|ai due estremi, per aver luce dai due occhi ferrati che si aprivano in alto.|ai due estremi, per aver luce dai due occhi ferrati che si aprivano in alto.
novelle05_02_pirandello_f000113|Il professore non li vedeva mai durante la lezione: udiva soltanto il raspío delle loro penne frettolose.|Il professore non li vedeva mai durante la lezione: udiva soltanto il raspío delle loro penne frettolose.
novelle05_02_pirandello_f000114|Là, in quell’aula, poiché nessuno s’era levato in sua difesa|Là, in quellaula, poiché nessuno sera levato in sua difesa
novelle05_02_pirandello_f000115|lui si sarebbe vendicato della villania di quel tedescaccio, dettando una lezione memorabile.|lui si sarebbe vendicato della villania di quel tedescaccio, dettando una lezione memorabile.
novelle05_02_pirandello_f000116|Avrebbe prima esposto con succinta chiarezza l’origine, la ragione, l’essenza|Avrebbe prima esposto con succinta chiarezza lorigine, la ragione, lessenza
novelle05_02_pirandello_f000117|l’importanza storica e le conseguenze dell’eresia catara, riassumendole dai suoi due volumi;|limportanza storica e le conseguenze delleresia catara, riassumendole dai suoi due volumi;
novelle05_02_pirandello_f000118|si sarebbe poi lanciato nella parte polemica, avvalendosi dello studio critico che aveva già fatto sul libro del von Grobler.|si sarebbe poi lanciato nella parte polemica, avvalendosi dello studio critico che aveva già fatto sul libro del von Grobler.
novelle05_02_pirandello_f000119|Padrone com’era della materia, e col lavoro già pronto, sotto mano|Padrone comera della materia, e col lavoro già pronto, sotto mano
novelle05_02_pirandello_f000120|a una sola fatica sarebbe andato incontro: a quella di tenere a freno la penna.|a una sola fatica sarebbe andato incontro: a quella di tenere a freno la penna.
novelle05_02_pirandello_f000121|Con l’estro della bile, avrebbe scritto in due giorni, su quell’argomento, due altri volumi più poderosi dei primi.|Con lestro della bile, avrebbe scritto in due giorni, su quellargomento, due altri volumi più poderosi dei primi.
novelle05_02_pirandello_f000122|Doveva invece restringersi a una piana lettura di poco più di un’ora: riempire cioè di quella sua minuta scrittura non più di cinque o sei facciate di carta protocollo.|Doveva invece restringersi a una piana lettura di poco più di unora: riempire cioè di quella sua minuta scrittura non più di cinque o sei facciate di carta protocollo.
novelle05_02_pirandello_f000123|Due le aveva già scritte.|Due le aveva già scritte.
novelle05_02_pirandello_f000124|Le tre o quattro altre facciate dovevano servire per la parte polemica.|Le tre o quattro altre facciate dovevano servire per la parte polemica.
novelle05_02_pirandello_f000125|Prima d’accingervisi, volle rileggere la bozza del suo studio critico sul libro del von Grobler.|Prima daccingervisi, volle rileggere la bozza del suo studio critico sul libro del von Grobler.
novelle05_02_pirandello_f000126|La trasse fuori dal cassetto della scrivania, vi soffiò su per cacciar via la polvere|La trasse fuori dal cassetto della scrivania, vi soffiò su per cacciar via la polvere
novelle05_02_pirandello_f000127|con le lenti già su la punta del naso, e andò a stendersi lungo lungo sul seggiolone.|con le lenti già su la punta del naso, e andò a stendersi lungo lungo sul seggiolone.
novelle05_02_pirandello_f000128|A mano a mano, leggendo, se ne compiacque tanto, che per miracolo non si trovò ritto in piedi su quel seggiolone;|A mano a mano, leggendo, se ne compiacque tanto, che per miracolo non si trovò ritto in piedi su quel seggiolone;
novelle05_02_pirandello_f000129|e tutte, una dopo l’altra, in men d’un’ora, s’era mangiato inavvertitamente le schiumette che dovevano servirgli per due giorni.|e tutte, una dopo laltra, in men dunora, sera mangiato inavvertitamente le schiumette che dovevano servirgli per due giorni.
novelle05_02_pirandello_f000130|Mortificato, trasse fuori la tasca vuota, per scuoterne la sfarinatura.|Mortificato, trasse fuori la tasca vuota, per scuoterne la sfarinatura.
novelle05_02_pirandello_f000131|Si mise senz’altro a scrivere, con l’intenzione di riassumere per sommi capi quello studio critico.|Si mise senzaltro a scrivere, con lintenzione di riassumere per sommi capi quello studio critico.
novelle05_02_pirandello_f000132|A poco a poco però, scrivendo, si lasciò vincere dalla tentazione d’incorporarlo tutto quanto di filo nella lezione|A poco a poco però, scrivendo, si lasciò vincere dalla tentazione dincorporarlo tutto quanto di filo nella lezione
novelle05_02_pirandello_f000133|parendogli che nulla vi fosse di superfluo, né un punto né una virgola.|parendogli che nulla vi fosse di superfluo, né un punto né una virgola.
novelle05_02_pirandello_f000134|Come rinunziare, infatti, a certe espressioni d’una arguzia cosí spontanea e di tanta efficacia?|Come rinunziare, infatti, a certe espressioni duna arguzia cosí spontanea e di tanta efficacia?
novelle05_02_pirandello_f000135|a certi argomenti cosí calzanti e decisivi?|a certi argomenti cosí calzanti e decisivi?
novelle05_02_pirandello_f000136|E altri e altri ancora gliene venivano, scrivendo, più lucidi, più convincenti, a cui non era del pari possibile rinunziare.|E altri e altri ancora gliene venivano, scrivendo, più lucidi, più convincenti, a cui non era del pari possibile rinunziare.
novelle05_02_pirandello_f000137|Quando fu alla mattina del terzo giorno, che doveva dettar la lezione|Quando fu alla mattina del terzo giorno, che doveva dettar la lezione
novelle05_02_pirandello_f000138|Bernardino Lamis si trovò davanti, sulla scrivania ben quindici facciate fitte fitte, invece di sei. Si smarrí.|Bernardino Lamis si trovò davanti, sulla scrivania ben quindici facciate fitte fitte, invece di sei. Si smarrí.
novelle05_02_pirandello_f000139|Scrupolosissimo nel suo officio, soleva ogni anno, in principio|Scrupolosissimo nel suo officio, soleva ogni anno, in principio
novelle05_02_pirandello_f000140|dettare il sommario di tutta la materia d’insegnamento che avrebbe svolto durante il corso|dettare il sommario di tutta la materia dinsegnamento che avrebbe svolto durante il corso
novelle05_02_pirandello_f000141|e a questo sommario si atteneva rigorosissimamente.|e a questo sommario si atteneva rigorosissimamente.
novelle05_02_pirandello_f000142|Già aveva fatto, per quella malaugurata pubblicazione del libro del von Grobler|Già aveva fatto, per quella malaugurata pubblicazione del libro del von Grobler
novelle05_02_pirandello_f000143|una prima concessione all’amor proprio offeso, entrando quell’anno a parlare quasi senza opportunità dell’eresia catara.|una prima concessione allamor proprio offeso, entrando quellanno a parlare quasi senza opportunità delleresia catara.
novelle05_02_pirandello_f000144|più d’una lezione, dunque, non avrebbe potuto spenderci.|più duna lezione, dunque, non avrebbe potuto spenderci.
novelle05_02_pirandello_f000145|Non voleva a nessun costo che si dicesse che per bizza o per sfogo il professor Lamis parlava fuor di proposito o più del necessario su un argomento|Non voleva a nessun costo che si dicesse che per bizza o per sfogo il professor Lamis parlava fuor di proposito o più del necessario su un argomento
novelle05_02_pirandello_f000146|che non rientrava se non di lontano nella materia dell’annata.|che non rientrava se non di lontano nella materia dellannata.
novelle05_02_pirandello_f000147|Bisognava dunque, assolutamente, nelle poche ore che gli restavano|Bisognava dunque, assolutamente, nelle poche ore che gli restavano
novelle05_02_pirandello_f000148|ridurre a otto, a nove facciate al massimo, le quindici che aveva scritte.|ridurre a otto, a nove facciate al massimo, le quindici che aveva scritte.
novelle05_02_pirandello_f000149|Questa riduzione gli costò un cosí intenso sforzo intellettuale, che non avvertí nemmeno alla grandine|Questa riduzione gli costò un cosí intenso sforzo intellettuale, che non avvertí nemmeno alla grandine
novelle05_02_pirandello_f000150|ai lampi, ai tuoni d’un violentissimo uragano che s’era improvvisamente rovesciato su Roma.|ai lampi, ai tuoni dun violentissimo uragano che sera improvvisamente rovesciato su Roma.
novelle05_02_pirandello_f000151|Quando fu su la soglia del portoncino di casa, col suo lungo rotoletto di carta sotto il braccio, pioveva a diluvio. Come fare?|Quando fu su la soglia del portoncino di casa, col suo lungo rotoletto di carta sotto il braccio, pioveva a diluvio. Come fare?
novelle05_02_pirandello_f000152|Mancavano appena dieci minuti all’ora fissata per la lezione.|Mancavano appena dieci minuti allora fissata per la lezione.
novelle05_02_pirandello_f000153|Rifece le scale, per munirsi d’ombrello, e si avviò sotto quell’acqua|Rifece le scale, per munirsi dombrello, e si avviò sotto quellacqua
novelle05_02_pirandello_f000154|riparando alla meglio il rotoletto di carta, la sua «formidabile» lezione.|riparando alla meglio il rotoletto di carta, la sua formidabile lezione.
novelle05_02_pirandello_f000155|Giunse all’Università in uno stato compassionevole: zuppo da capo a piedi.|Giunse allUniversità in uno stato compassionevole: zuppo da capo a piedi.
novelle05_02_pirandello_f000156|Lasciò l’ombrello nella bacheca del portinajo;|Lasciò lombrello nella bacheca del portinajo;
novelle05_02_pirandello_f000157|si scosse un po’ la pioggia di dosso, pestando i piedi;|si scosse un po la pioggia di dosso, pestando i piedi;
novelle05_02_pirandello_f000158|s’asciugò la faccia e salí al loggiato.|sasciugò la faccia e salí al loggiato.
novelle05_02_pirandello_f000159|L’aula – buja anche nei giorni sereni – pareva con quel tempo infernale una catacomba; ci si vedeva a mala pena.|Laula - buja anche nei giorni sereni - pareva con quel tempo infernale una catacomba; ci si vedeva a mala pena.
novelle05_02_pirandello_f000160|Non di meno, entrando, il professor Lamis, che non soleva mai alzare il capo|Non di meno, entrando, il professor Lamis, che non soleva mai alzare il capo
novelle05_02_pirandello_f000161|ebbe la consolazione d’intravedere in essa, cosí di sfuggita, un insolito affollamento|ebbe la consolazione dintravedere in essa, cosí di sfuggita, un insolito affollamento
novelle05_02_pirandello_f000162|e ne lodò in cuor suo i due fidi scolari che evidentemente avevano sparso tra i compagni la voce del particolare impegno|e ne lodò in cuor suo i due fidi scolari che evidentemente avevano sparso tra i compagni la voce del particolare impegno
novelle05_02_pirandello_f000163|con cui il loro vecchio professore avrebbe svolto quella lezione che tanta e tanta fatica gli era costata|con cui il loro vecchio professore avrebbe svolto quella lezione che tanta e tanta fatica gli era costata
novelle05_02_pirandello_f000164|e dove tanto tesoro di cognizioni era con sommo sforzo racchiuso e tanta arguzia imprigionata.|e dove tanto tesoro di cognizioni era con sommo sforzo racchiuso e tanta arguzia imprigionata.
novelle05_02_pirandello_f000165|In preda a una viva emozione, posò il cappello e montò, quel giorno, insolitamente, in cattedra.|In preda a una viva emozione, posò il cappello e montò, quel giorno, insolitamente, in cattedra.
novelle05_02_pirandello_f000166|Le gracili mani gli tremolavano talmente, che stentò non poco a inforcarsi le lenti sulla punta del naso.|Le gracili mani gli tremolavano talmente, che stentò non poco a inforcarsi le lenti sulla punta del naso.
novelle05_02_pirandello_f000167|Nell’aula il silenzio era perfetto.|Nellaula il silenzio era perfetto.
novelle05_02_pirandello_f000168|E il professor Lamis, svolto il rotolo di carta, prese a leggere con voce alta e vibrante, di cui egli stesso restò meravigliato.|E il professor Lamis, svolto il rotolo di carta, prese a leggere con voce alta e vibrante, di cui egli stesso restò meravigliato.
novelle05_02_pirandello_f000169|A quali note sarebbe salito, allorché, finita la parte espositiva per cui non era acconcio quel tono di voce|A quali note sarebbe salito, allorché, finita la parte espositiva per cui non era acconcio quel tono di voce
novelle05_02_pirandello_f000170|si sarebbe lanciato nella polemica?|si sarebbe lanciato nella polemica?
novelle05_02_pirandello_f000171|Ma in quel momento il professor Lamis non era più padrone di sé.|Ma in quel momento il professor Lamis non era più padrone di sé.
novelle05_02_pirandello_f000172|Quasi morso dalle vipere del suo stile|Quasi morso dalle vipere del suo stile
novelle05_02_pirandello_f000173|sentiva di tratto in tratto le reni fènderglisi per lunghi brividi e alzava di punto in punto la voce e gestiva, gestiva.|sentiva di tratto in tratto le reni fènderglisi per lunghi brividi e alzava di punto in punto la voce e gestiva, gestiva.
novelle05_02_pirandello_f000174|Il professor Bernardino Lamis, cosí rigido sempre, cosí contegnoso, quel giorno, gestiva! Troppa bile aveva accumulato in sei mesi|Il professor Bernardino Lamis, cosí rigido sempre, cosí contegnoso, quel giorno, gestiva! Troppa bile aveva accumulato in sei mesi
novelle05_02_pirandello_f000175|troppa indignazione gli avevano cagionato la servilità, il silenzio della critica italiana;|troppa indignazione gli avevano cagionato la servilità, il silenzio della critica italiana;
novelle05_02_pirandello_f000176|e questo ora, ecco, era per lui il momento della rivincita! Tutti quei bravi giovani|e questo ora, ecco, era per lui il momento della rivincita! Tutti quei bravi giovani
novelle05_02_pirandello_f000177|che stavano ad ascoltarlo religiosamente, avrebbero parlato di questa sua lezione|che stavano ad ascoltarlo religiosamente, avrebbero parlato di questa sua lezione
novelle05_02_pirandello_f000178|avrebbero detto che egli era salito in cattedra quel giorno perché con maggior solennità partisse dall’Ateneo di Roma la sua sdegnosa risposta non al von Grobler soltanto,|avrebbero detto che egli era salito in cattedra quel giorno perché con maggior solennità partisse dallAteneo di Roma la sua sdegnosa risposta non al von Grobler soltanto,
novelle05_02_pirandello_f000179|ma a tutta quanta la Germania.|ma a tutta quanta la Germania.
novelle05_02_pirandello_f000180|Leggeva cosí da circa tre quarti d’ora, sempre più acceso e vibrante, allorché lo studente Ciotta|Leggeva cosí da circa tre quarti dora, sempre più acceso e vibrante, allorché lo studente Ciotta
novelle05_02_pirandello_f000181|che nel venire all’Università era stato sorpreso da un più forte rovescio d’acqua e s’era riparato in un portone|che nel venire allUniversità era stato sorpreso da un più forte rovescio dacqua e sera riparato in un portone
novelle05_02_pirandello_f000182|s’affacciò quasi impaurito all’uscio dell’aula.|saffacciò quasi impaurito alluscio dellaula.
novelle05_02_pirandello_f000183|Essendo in ritardo, aveva sperato che il professor Lamis con quel tempo da lupi non sarebbe venuto a far lezione.|Essendo in ritardo, aveva sperato che il professor Lamis con quel tempo da lupi non sarebbe venuto a far lezione.
novelle05_02_pirandello_f000184|Giú, poi, nella bacheca del portinajo,|Giú, poi, nella bacheca del portinajo,
novelle05_02_pirandello_f000185|aveva trovato un bigliettino del Vannícoli che lo pregava di scusarlo presso l’amato professore perché «essendogli la sera avanti smucciato un piede nell’uscir di casa|aveva trovato un bigliettino del Vannícoli che lo pregava di scusarlo presso lamato professore perché essendogli la sera avanti smucciato un piede nelluscir di casa
novelle05_02_pirandello_f000186|aveva ruzzolato la scala, s’era slogato un braccio e non poteva perciò, con suo sommo dolore, assistere alla lezione».|aveva ruzzolato la scala, sera slogato un braccio e non poteva perciò, con suo sommo dolore, assistere alla lezione.
novelle05_02_pirandello_f000187|A chi parlava, dunque, con tanto fervore il professor Bernardino Lamis?|A chi parlava, dunque, con tanto fervore il professor Bernardino Lamis?
novelle05_02_pirandello_f000188|Zitto zitto, in punta di piedi, il Ciotta varcò la soglia dell’aula e volse in giro lo sguardo.|Zitto zitto, in punta di piedi, il Ciotta varcò la soglia dellaula e volse in giro lo sguardo.
novelle05_02_pirandello_f000189|Con gli occhi un po’ abbagliati dalla luce di fuori, per quanto scarsa, intravide anche nell’aula numerosi studenti, e ne rimase stupito.|Con gli occhi un po abbagliati dalla luce di fuori, per quanto scarsa, intravide anche nellaula numerosi studenti, e ne rimase stupito.
novelle05_02_pirandello_f000190|Possibile? Si sforzò a guardar meglio.|Possibile? Si sforzò a guardar meglio.
novelle05_02_pirandello_f000191|Una ventina di soprabiti impermeabili, stesi qua e là a sgocciolare nella buja aula deserta|Una ventina di soprabiti impermeabili, stesi qua e là a sgocciolare nella buja aula deserta
novelle05_02_pirandello_f000192|formavano quel giorno tutto l’uditorio del professor Bernardino Lamis.|formavano quel giorno tutto luditorio del professor Bernardino Lamis.
novelle05_02_pirandello_f000193|Il Ciotta li guardò, sbigottito, sentí gelarsi il sangue|Il Ciotta li guardò, sbigottito, sentí gelarsi il sangue
novelle05_02_pirandello_f000194|vedendo il professore leggere cosí infervorato a quei soprabiti la sua lezione, e si ritrasse quasi con paura.|vedendo il professore leggere cosí infervorato a quei soprabiti la sua lezione, e si ritrasse quasi con paura.
novelle05_02_pirandello_f000195|Intanto, terminata l’ora, dall’aula vicina usciva rumorosamente una frotta di studenti di legge|Intanto, terminata lora, dallaula vicina usciva rumorosamente una frotta di studenti di legge
novelle05_02_pirandello_f000196|ch’erano forse i proprietarii di quei soprabiti.|cherano forse i proprietarii di quei soprabiti.
novelle05_02_pirandello_f000197|Subito il Ciotta, che non poteva ancora riprender fiato dall’emozione|Subito il Ciotta, che non poteva ancora riprender fiato dallemozione
novelle05_02_pirandello_f000198|stese le braccia e si piantò davanti all’uscio per impedire il passo.|stese le braccia e si piantò davanti alluscio per impedire il passo.
novelle05_02_pirandello_f000199|— Per carità, non entrate! C’è dentro il professor Lamis. — E che fa?|- Per carità, non entrate! Cè dentro il professor Lamis. - E che fa?
novelle05_02_pirandello_f000200|— domandarono quelli, meravigliati dell’aria stravolta del Ciotta.|- domandarono quelli, meravigliati dellaria stravolta del Ciotta.
novelle05_02_pirandello_f000201|Questi si pose un dito sulla bocca, poi disse piano, con gli occhi sbarrati: — Parla solo! Scoppiò una clamorosa irrefrenabile risata.|Questi si pose un dito sulla bocca, poi disse piano, con gli occhi sbarrati: - Parla solo! Scoppiò una clamorosa irrefrenabile risata.
novelle05_02_pirandello_f000202|Il Ciotta chiuse lesto lesto l’uscio dell’aula, scongiurando di nuovo: — Zitti, per carità, zitti! Non gli date questa mortificazione|Il Ciotta chiuse lesto lesto luscio dellaula, scongiurando di nuovo: - Zitti, per carità, zitti! Non gli date questa mortificazione
novelle05_02_pirandello_f000203|povero vecchio! Sta parlando dell’eresia catara! Ma gli studenti, promettendo di far silenzio|povero vecchio! Sta parlando delleresia catara! Ma gli studenti, promettendo di far silenzio
novelle05_02_pirandello_f000204|vollero che l’uscio fosse riaperto, pian piano|vollero che luscio fosse riaperto, pian piano
novelle05_02_pirandello_f000205|per godersi dalla soglia lo spettacolo di quei loro poveri soprabiti che ascoltavano immobili|per godersi dalla soglia lo spettacolo di quei loro poveri soprabiti che ascoltavano immobili
novelle05_02_pirandello_f000206|sgocciolanti neri nell’ombra, la formidabile lezione del professor Bernardino Lamis.|sgocciolanti neri nellombra, la formidabile lezione del professor Bernardino Lamis.
novelle05_02_pirandello_f000207|— … ma il manicheismo, o signori, il manicheismo, in fondo, che cosa è?|-  ma il manicheismo, o signori, il manicheismo, in fondo, che cosa è?
novelle05_02_pirandello_f000208|Ditelo voi! Ora, se i primi Albigesi, a detta del nostro illustre storico tedesco, signor Hans von Grobler….|Ditelo voi! Ora, se i primi Albigesi, a detta del nostro illustre storico tedesco, signor Hans von Grobler.
novelle05_03_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle05_03_pirandello_f000002|LE SORPRESE DELLA SCIENZA|LE SORPRESE DELLA SCIENZA
novelle05_03_pirandello_f000003|Avevo ben capito che l’amico Tucci|Avevo ben capito che lamico Tucci
novelle05_03_pirandello_f000004|nell’invitarmi con quelle sue calorose e pressanti lettere a passare l’estate a Milocca|nellinvitarmi con quelle sue calorose e pressanti lettere a passare lestate a Milocca
novelle05_03_pirandello_f000005|in fondo non desiderava tanto di procurare un piacere a me|in fondo non desiderava tanto di procurare un piacere a me
novelle05_03_pirandello_f000006|quanto a se stesso il gusto di farmi restare a bocca aperta mostrandomi ciò che aveva saputo fare|quanto a se stesso il gusto di farmi restare a bocca aperta mostrandomi ciò che aveva saputo fare
novelle05_03_pirandello_f000007|con molto coraggio, in tanti anni d’infaticabile operosità.|con molto coraggio, in tanti anni dinfaticabile operosità.
novelle05_03_pirandello_f000008|Aveva preso a suo rischio e ventura certi terreni paludosi che ammorbavano quel paese|Aveva preso a suo rischio e ventura certi terreni paludosi che ammorbavano quel paese
novelle05_03_pirandello_f000009|e ne aveva fatto i campi più ubertosi di tutto il circondario: un paradiso!|e ne aveva fatto i campi più ubertosi di tutto il circondario: un paradiso!
novelle05_03_pirandello_f000010|Non mi faceva grazia nelle sue lettere di nessuno dei tanti palpiti che quella bonifica gli era costata e di nessuno dei tanti mezzi escogitati|Non mi faceva grazia nelle sue lettere di nessuno dei tanti palpiti che quella bonifica gli era costata e di nessuno dei tanti mezzi escogitati
novelle05_03_pirandello_f000011|dei tanti guaj che gli erano diluviati, di nessuna delle tante lotte sostenute|dei tanti guaj che gli erano diluviati, di nessuna delle tante lotte sostenute
novelle05_03_pirandello_f000012|lui solo contro Milocca tutta: lotte rusticane e lotte civili.|lui solo contro Milocca tutta: lotte rusticane e lotte civili.
novelle05_03_pirandello_f000013|Per invogliarmi forse maggiormente, nell’ultima lettera mi diceva tra l’altro che aveva preso in moglie una saggia massaja|Per invogliarmi forse maggiormente, nellultima lettera mi diceva tra laltro che aveva preso in moglie una saggia massaja
novelle05_03_pirandello_f000014|massaja in tutto: otto figliuoli in otto anni di matrimonio (due a un parto), e un nono per via;|massaja in tutto: otto figliuoli in otto anni di matrimonio due a un parto, e un nono per via;
novelle05_03_pirandello_f000015|che aveva anche la suocera in casa, bravissima donna che gli voleva un mondo di bene|che aveva anche la suocera in casa, bravissima donna che gli voleva un mondo di bene
novelle05_03_pirandello_f000016|e anche il suocero in casa, perla d’uomo, dotto latinista e mio sviscerato ammiratore. Sicuro.|e anche il suocero in casa, perla duomo, dotto latinista e mio sviscerato ammiratore. Sicuro.
novelle05_03_pirandello_f000017|Perché la mia fama di scrittore era volata fino a Milocca|Perché la mia fama di scrittore era volata fino a Milocca
novelle05_03_pirandello_f000018|dacché in un giornale s’era letto non so che articolo che parlava di me e d’un mio libro, dove c’era un uomo che moriva due volte.|dacché in un giornale sera letto non so che articolo che parlava di me e dun mio libro, dove cera un uomo che moriva due volte.
novelle05_03_pirandello_f000019|Leggendo quell’articolo di giornale|Leggendo quellarticolo di giornale
novelle05_03_pirandello_f000020|l’amico Tucci s’era ricordato d’un tratto che noi eravamo stati compagni di scuola tant’anni, al Liceo e all’Università|lamico Tucci sera ricordato dun tratto che noi eravamo stati compagni di scuola tantanni, al Liceo e allUniversità
novelle05_03_pirandello_f000021|e aveva parlato entusiasticamente del mio straordinario ingegno a suo suocero|e aveva parlato entusiasticamente del mio straordinario ingegno a suo suocero
novelle05_03_pirandello_f000022|il quale subito s’era fatto venire il libro di cui quel giornale parlava.|il quale subito sera fatto venire il libro di cui quel giornale parlava.
novelle05_03_pirandello_f000023|Ebbene, confesso che proprio quest’ultima notizia fu quella che mi vinse.|Ebbene, confesso che proprio questultima notizia fu quella che mi vinse.
novelle05_03_pirandello_f000024|Non càpita facilmente agli scrittori italiani la fortuna di veder la faccia dabbene d’uno dei tre o quattro acquirenti di qualche loro libro benavventurato.|Non càpita facilmente agli scrittori italiani la fortuna di veder la faccia dabbene duno dei tre o quattro acquirenti di qualche loro libro benavventurato.
novelle05_03_pirandello_f000025|Presi il treno e partii per Milocca.|Presi il treno e partii per Milocca.
novelle05_03_pirandello_f000026|Otto ore buone di ferrovia e cinque di vettura.|Otto ore buone di ferrovia e cinque di vettura.
novelle05_03_pirandello_f000027|Ma piano, con questa vettura! Cent’anni fa, non dico, sarà anche stata non molto vecchia;|Ma piano, con questa vettura! Centanni fa, non dico, sarà anche stata non molto vecchia;
novelle05_03_pirandello_f000028|forse qualche molla, cent’anni fa, doveva averla ancora|forse qualche molla, centanni fa, doveva averla ancora
novelle05_03_pirandello_f000029|anche se tre o quattro razzi delle ruote davanti e cinque o sei di quelle di dietro erano di già attorti di spago cosí come si vedevano adesso.|anche se tre o quattro razzi delle ruote davanti e cinque o sei di quelle di dietro erano di già attorti di spago cosí come si vedevano adesso.
novelle05_03_pirandello_f000030|Cuscini, non ne parliamo! Là, su la tavola nuda;|Cuscini, non ne parliamo! Là, su la tavola nuda;
novelle05_03_pirandello_f000031|e bisognava sedere in punta in punta, per cansare il rischio che la carne rimanesse presa in qualche fessura|e bisognava sedere in punta in punta, per cansare il rischio che la carne rimanesse presa in qualche fessura
novelle05_03_pirandello_f000032|giacché il legno, correndo, sganasciava tutto.|giacché il legno, correndo, sganasciava tutto.
novelle05_03_pirandello_f000033|Ma piano, con questo correre! Doveva dirlo la bestia.|Ma piano, con questo correre! Doveva dirlo la bestia.
novelle05_03_pirandello_f000034|E quella bestia lí non diceva nulla: s’ajutava perfino col muso a camminare.|E quella bestia lí non diceva nulla: sajutava perfino col muso a camminare.
novelle05_03_pirandello_f000035|Sí, centomila volte sí, scambio dei piedi, voleva metterci le froge per terra|Sí, centomila volte sí, scambio dei piedi, voleva metterci le froge per terra
novelle05_03_pirandello_f000036|come ce le metteva, povera decrepita rozza, tanto gli zoccoli sferrati le facevano male.|come ce le metteva, povera decrepita rozza, tanto gli zoccoli sferrati le facevano male.
novelle05_03_pirandello_f000037|E quel boja di vetturino intanto aveva il coraggio di dire che bisognava saperla guidare, lasciarla andare col suo verso|E quel boja di vetturino intanto aveva il coraggio di dire che bisognava saperla guidare, lasciarla andare col suo verso
novelle05_03_pirandello_f000038|perché ombrava, ombrava e, a frustarla, ritta gli si levava come una lepre, certe volte, quella bestiaccia lí.|perché ombrava, ombrava e, a frustarla, ritta gli si levava come una lepre, certe volte, quella bestiaccia lí.
novelle05_03_pirandello_f000039|E che strada! Non posso dire d’averla proprio veduta bene tutta quanta, perché in certi precipizii vidi piuttosto la morte con gli occhi.|E che strada! Non posso dire daverla proprio veduta bene tutta quanta, perché in certi precipizii vidi piuttosto la morte con gli occhi.
novelle05_03_pirandello_f000040|Ma c’erano poi le pettate che me la lasciavano ammirare per tutta un’eternità|Ma cerano poi le pettate che me la lasciavano ammirare per tutta uneternità
novelle05_03_pirandello_f000041|tra i cigolii del legno e il soffiar di quella rozza sfiancata, che accorava.|tra i cigolii del legno e il soffiar di quella rozza sfiancata, che accorava.
novelle05_03_pirandello_f000042|Da quanti mai secoli non era stata più riattata quella strada?|Da quanti mai secoli non era stata più riattata quella strada?
novelle05_03_pirandello_f000043|— Il pan delle vetture è il brecciale, — mi spiegò il vetturino. — Se lo mangiano con le ruote.|- Il pan delle vetture è il brecciale, - mi spiegò il vetturino. - Se lo mangiano con le ruote.
novelle05_03_pirandello_f000044|Quando manchi il brecciale, si mangiano la strada.|Quando manchi il brecciale, si mangiano la strada.
novelle05_03_pirandello_f000045|E se l’erano mangiata bene oh, quella strada! Certi solchi che, a infilarli|E se lerano mangiata bene oh, quella strada! Certi solchi che, a infilarli
novelle05_03_pirandello_f000046|non dico, ci s’andava meglio che in un binario, da non muoversene più però|non dico, ci sandava meglio che in un binario, da non muoversene più però
novelle05_03_pirandello_f000047|badiamo! ma, a cascarci dentro per uno spaglio della bestia,|badiamo! ma, a cascarci dentro per uno spaglio della bestia,
novelle05_03_pirandello_f000048|si ribaltava com’è vero Dio ed era grazia cavarne sano l’osso del collo.|si ribaltava comè vero Dio ed era grazia cavarne sano losso del collo.
novelle05_03_pirandello_f000049|— Ma perché le lasciano cosí senza pane le vetture a Milocca? — domandai. — Perché?|- Ma perché le lasciano cosí senza pane le vetture a Milocca? - domandai. - Perché?
novelle05_03_pirandello_f000050|Perché c’è il progetto, — mi rispose il vetturino. — Il…? — Progetto, sissignore. Anzi, tanti progetti, ci sono.|Perché cè il progetto, - mi rispose il vetturino. - Il? - Progetto, sissignore. Anzi, tanti progetti, ci sono.
novelle05_03_pirandello_f000051|C’è chi vuol portare la via ferrata fino a Milocca, e chi dice il tram e chi l’automobile.|Cè chi vuol portare la via ferrata fino a Milocca, e chi dice il tram e chi lautomobile.
novelle05_03_pirandello_f000052|Insomma si studia, ecco, per poi riparare come faccia meglio al caso. — E intanto?|Insomma si studia, ecco, per poi riparare come faccia meglio al caso. - E intanto?
novelle05_03_pirandello_f000053|— Intanto io mi privo di comperare un altro legno e un’altra bestia, perché|- Intanto io mi privo di comperare un altro legno e unaltra bestia, perché
