novelle03_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle03_04_pirandello_f000121|poi levò il volto al soffitto e scosse le pugna, esasperato.|poi levò il volto al soffitto e scosse le pugna, esasperato.
novelle03_04_pirandello_f000122|Ma sapeva per esperienza che, ad avvilirsi sotto il male o ad arrabbiarsi, avrebbe fatto peggio. Si sforzò dunque di dominarsi;|Ma sapeva per esperienza che, ad avvilirsi sotto il male o ad arrabbiarsi, avrebbe fatto peggio. Si sforzò dunque di dominarsi;
novelle03_04_pirandello_f000123|andò a buttarsi di nuovo su la greppina e vi rimase un pezzo con le palpebre semichiuse,|andò a buttarsi di nuovo su la greppina e vi rimase un pezzo con le palpebre semichiuse,
novelle03_04_pirandello_f000124|quasi a covar lo spasimo; poi le riaprí; riprese il libro e la lettura.|quasi a covar lo spasimo; poi le riaprí; riprese il libro e la lettura.
novelle03_04_pirandello_f000125|«… une femme nouvellement baptisée lui fit;| une femme nouvellement baptisée lui fit;
novelle03_04_pirandello_f000126|Hesperius… no, appresso… Ah, ecco… une femme en une procession ayant touché à la chasse sainct Estienne d’un bouquet|Hesperius no, appresso Ah, ecco une femme en une procession ayant touché à la chasse sainct Estienne dun bouquet
novelle03_04_pirandello_f000127|et de ce bouquet s’estant frottée les yeux, avoir recouvré la veuë qu’elle avoit pieça perdue…» Bobbio ghignò.|et de ce bouquet sestant frottée les yeux, avoir recouvré la veue quelle avoit pieca perdue Bobbio ghignò.
novelle03_04_pirandello_f000128|Il ghigno gli si contorse subito in una smorfia, per un tiramento improvviso del dolore|Il ghigno gli si contorse subito in una smorfia, per un tiramento improvviso del dolore
novelle03_04_pirandello_f000129|ed egli vi applicò la mano sú, forte, a pugno chiuso. Il ghigno era di sfida.|ed egli vi applicò la mano sú, forte, a pugno chiuso. Il ghigno era di sfida.
novelle03_04_pirandello_f000130|— E allora, disse, — vediamo un po’: Montaigne e Sant’Agostino mi siano testimonii.|- E allora, disse, - vediamo un po: Montaigne e SantAgostino mi siano testimonii.
novelle03_04_pirandello_f000131|Vediamo un po’ se mi passa ora, come mi passò allora.|Vediamo un po se mi passa ora, come mi passò allora.
novelle03_04_pirandello_f000132|Chiuse gli occhi e, col sorriso frigido su le labbra tremanti per lo spasimo interno, recitò pian piano, con stento, cercando le parole|Chiuse gli occhi e, col sorriso frigido su le labbra tremanti per lo spasimo interno, recitò pian piano, con stento, cercando le parole
novelle03_04_pirandello_f000133|l’avemaria, questa volta in latino… gratia plena… Dominus tecum… fructus ventris tui… nunc et in hora mortis… Riaprí gli occhi.|lavemaria, questa volta in latino gratia plena Dominus tecum fructus ventris tui nunc et in hora mortis Riaprí gli occhi.
novelle03_04_pirandello_f000134|Amen… Attese un po’, interrogando in bocca il dente… Amen… Ma che! Non gli passava.|Amen Attese un po, interrogando in bocca il dente Amen Ma che! Non gli passava.
novelle03_04_pirandello_f000135|Gli si faceva anzi più forte… Ecco, ahi ahi… più forte… più forte… — Oh Maria! oh Maria! E Bobbio rimase sbalordito.|Gli si faceva anzi più forte Ecco, ahi ahi più forte più forte - Oh Maria! oh Maria! E Bobbio rimase sbalordito.
novelle03_04_pirandello_f000136|Quest’ultima, reiterata invocazione non era stata sua;|Questultima, reiterata invocazione non era stata sua;
novelle03_04_pirandello_f000137|gli era uscita dalle labbra con voce non sua, con fervore non suo.|gli era uscita dalle labbra con voce non sua, con fervore non suo.
novelle03_04_pirandello_f000138|E già… ecco… una sosta… un refrigerio… Possibile? Di nuovo?|E già ecco una sosta un refrigerio Possibile? Di nuovo?
novelle03_04_pirandello_f000139|… Ma che, no! Ahi ahi… ahi ahi… — Al diavolo Montaigne! Sant’Agostino! E Bobbio si cacciò la tuba in capo e| Ma che, no! Ahi ahi ahi ahi - Al diavolo Montaigne! SantAgostino! E Bobbio si cacciò la tuba in capo e
novelle03_04_pirandello_f000140|aggrondato, feroce, con la mano su la guancia, si precipitò in cerca d’un dentista.|aggrondato, feroce, con la mano su la guancia, si precipitò in cerca dun dentista.
novelle03_04_pirandello_f000141|Recitò o non recitò, durante il tragitto, senza saperlo, di nuovo, l’avemaria?|Recitò o non recitò, durante il tragitto, senza saperlo, di nuovo, lavemaria?
novelle03_04_pirandello_f000142|Forse sí… forse no… Il fatto è che, davanti alla porta del dentista|Forse sí forse no Il fatto è che, davanti alla porta del dentista
novelle03_04_pirandello_f000143|si fermò di botto, più che mai grondato, con rivoli di sudore per tutto il faccione|si fermò di botto, più che mai grondato, con rivoli di sudore per tutto il faccione
novelle03_04_pirandello_f000144|in tale buffo atteggiamento di balorda sospensione, che un amico lo chiamò: — Signor notajo! — Ohé… — E che fa lí? — Io?|in tale buffo atteggiamento di balorda sospensione, che un amico lo chiamò: - Signor notajo! - Ohé - E che fa lí? - Io?
novelle03_04_pirandello_f000145|Niente… avevo un… un dente che mi faceva male… — Le è passato?|Niente avevo un un dente che mi faceva male - Le è passato?
novelle03_04_pirandello_f000146|— Già… da sé… — E lo dice cosí?|- Già da sé - E lo dice cosí?
novelle03_04_pirandello_f000147|Sia lodato Dio! Bobbio lo guardò con una grinta da cane idrofobo. — Un corno! — gridò.|Sia lodato Dio! Bobbio lo guardò con una grinta da cane idrofobo. - Un corno! - gridò.
novelle03_04_pirandello_f000148|— Che lodato Dio! Vi dico, da sé! Ma perché vi dico cosí, vedrete che forse, di qui a un momento, mi ritornerà!|- Che lodato Dio! Vi dico, da sé! Ma perché vi dico cosí, vedrete che forse, di qui a un momento, mi ritornerà!
novelle03_04_pirandello_f000149|Ma sapete che faccio? Non mi duole più;|Ma sapete che faccio? Non mi duole più;
novelle03_04_pirandello_f000150|ma me lo faccio strappare lo stesso! Tutti me li faccio strappare, a uno a uno, tutti, ora stesso me li faccio strappare.|ma me lo faccio strappare lo stesso! Tutti me li faccio strappare, a uno a uno, tutti, ora stesso me li faccio strappare.
novelle03_04_pirandello_f000151|Non voglio di questi scherzi… non voglio più di questi scherzi, io! Tutti, a uno a uno|Non voglio di questi scherzi non voglio più di questi scherzi, io! Tutti, a uno a uno
novelle03_04_pirandello_f000152|me li faccio strappare! E si cacciò, furibondo, tra le risa di quell’amico, nel portoncino del dentista.|me li faccio strappare! E si cacciò, furibondo, tra le risa di quellamico, nel portoncino del dentista.
novelle03_05_pirandello_f000001|Novelle per un anno di luigi pirandello L’IMBECILLE  Ma che c’entrava|Novelle per un anno di luigi pirandello LIMBECILLE  Ma che centrava
novelle03_05_pirandello_f000002|in fine, Mazzarini, il deputato Guido Mazzarini, col suicidio di Pulino? — Pulino?|in fine, Mazzarini, il deputato Guido Mazzarini, col suicidio di Pulino? - Pulino?
novelle03_05_pirandello_f000003|Ma come? S’era ucciso Pulino? — Lulú Pulino, sí: due ore fa.|Ma come? Sera ucciso Pulino? - Lulú Pulino, sí: due ore fa.
novelle03_05_pirandello_f000004|Lo avevano trovato in casa, che pendeva dall’ànsola del lume, in cucina. — Impiccato? — Impiccato, sí.|Lo avevano trovato in casa, che pendeva dallànsola del lume, in cucina. - Impiccato? - Impiccato, sí.
novelle03_05_pirandello_f000005|Che spettacolo! Nero, con gli occhi e la lingua fuori, le dita raggricchiate.|Che spettacolo! Nero, con gli occhi e la lingua fuori, le dita raggricchiate.
novelle03_05_pirandello_f000006|— Ah, povero Lulú! — Ma che c’entrava Mazzarini? Non si capiva niente.|- Ah, povero Lulú! - Ma che centrava Mazzarini? Non si capiva niente.
novelle03_05_pirandello_f000007|Una ventina di energumeni urlavano nel caffè, con le braccia levate (qualcuno era anche montato sulla sedia)|Una ventina di energumeni urlavano nel caffè, con le braccia levate qualcuno era anche montato sulla sedia
novelle03_05_pirandello_f000008|attorno a Leopoldo Paroni, presidente del Circolo repubblicano di Costanova, che urlava più forte di tutti.|attorno a Leopoldo Paroni, presidente del Circolo repubblicano di Costanova, che urlava più forte di tutti.
novelle03_05_pirandello_f000009|— Imbecille! sí, sí, lo dico e lo sostengo: imbecille! imbecille! Gliel’avrei pagato io il viaggio! Io|- Imbecille! sí, sí, lo dico e lo sostengo: imbecille! imbecille! Glielavrei pagato io il viaggio! Io
novelle03_05_pirandello_f000010|gliel’avrei pagato! Quando uno non sa più che farsi della propria vita, perdio, se non fa cosí è un imbecille! — Scusi, che è stato?|glielavrei pagato! Quando uno non sa più che farsi della propria vita, perdio, se non fa cosí è un imbecille! - Scusi, che è stato?
novelle03_05_pirandello_f000011|— domandò un nuovo venuto, accostandosi, intronato da tutti quegli urli e un po’ perplesso|- domandò un nuovo venuto, accostandosi, intronato da tutti quegli urli e un po perplesso
novelle03_05_pirandello_f000012|a un avventore che se ne stava discosto, appartato in un angolo in ombra|a un avventore che se ne stava discosto, appartato in un angolo in ombra
novelle03_05_pirandello_f000013|tutto aggruppato, con uno scialle di lana su le spalle e un berretto da viaggio in capo|tutto aggruppato, con uno scialle di lana su le spalle e un berretto da viaggio in capo
novelle03_05_pirandello_f000014|dalla larga visiera che gli tagliava con l’ombra metà del volto.|dalla larga visiera che gli tagliava con lombra metà del volto.
novelle03_05_pirandello_f000015|Prima di rispondere, costui levò dal pomo del bastoncino una delle mani ischeletrite|Prima di rispondere, costui levò dal pomo del bastoncino una delle mani ischeletrite
novelle03_05_pirandello_f000016|nella quale teneva un fazzoletto appallottolato, e se la portò alla bocca, su i baffetti squallidi, spioventi.|nella quale teneva un fazzoletto appallottolato, e se la portò alla bocca, su i baffetti squallidi, spioventi.
novelle03_05_pirandello_f000017|Mostrò cosí la faccia smunta, gialla, su cui era ricresciuta rada rada qua e là una barbettina da malato.|Mostrò cosí la faccia smunta, gialla, su cui era ricresciuta rada rada qua e là una barbettina da malato.
novelle03_05_pirandello_f000018|Con la bocca otturata, combatté un pezzo, sordamente, con la propria gola, ove una tosse profonda irrompeva, rugliando tra sibili;|Con la bocca otturata, combatté un pezzo, sordamente, con la propria gola, ove una tosse profonda irrompeva, rugliando tra sibili;
novelle03_05_pirandello_f000019|infine disse con voce cavernosa: — Mi ha fatto aria, accostandosi.|infine disse con voce cavernosa: - Mi ha fatto aria, accostandosi.
novelle03_05_pirandello_f000020|Scusi, lei, non è di Costanova, è vero?|Scusi, lei, non è di Costanova, è vero?
novelle03_05_pirandello_f000021|(E raccolse e nascose nel fazzoletto qualche cosa.)|E raccolse e nascose nel fazzoletto qualche cosa.
novelle03_05_pirandello_f000022|Il forestiere, dolente, mortificato, imbarazzato dal ribrezzo che non riusciva a dissimulare, rispose:|Il forestiere, dolente, mortificato, imbarazzato dal ribrezzo che non riusciva a dissimulare, rispose:
novelle03_05_pirandello_f000023|— No; sono di passaggio.|- No; sono di passaggio.
novelle03_05_pirandello_f000024|— Siamo tutti di passaggio, caro signore.|- Siamo tutti di passaggio, caro signore.
novelle03_05_pirandello_f000025|E aprí la bocca, cosí dicendo, e scoprí i denti, in un ghigno frigido, muto|E aprí la bocca, cosí dicendo, e scoprí i denti, in un ghigno frigido, muto
novelle03_05_pirandello_f000026|restringendo in fitte rughe, attorno agli occhi aguzzi, la gialla cartilagine del viso emaciato.|restringendo in fitte rughe, attorno agli occhi aguzzi, la gialla cartilagine del viso emaciato.
novelle03_05_pirandello_f000027|— Guido Mazzarini, — riprese poi, lentamente, — è il deputato di Costanova. Grand’uomo.|- Guido Mazzarini, - riprese poi, lentamente, - è il deputato di Costanova. Granduomo.
novelle03_05_pirandello_f000028|E stropicciò l’indice e il pollice d’una mano, a significare il perché della grandezza.|E stropicciò lindice e il pollice duna mano, a significare il perché della grandezza.
novelle03_05_pirandello_f000029|— Dopo sette mesi dalle elezioni politiche, a Costanova, caro signore, ribolle ancora furioso, come vede, lo sdegno contro di lui|- Dopo sette mesi dalle elezioni politiche, a Costanova, caro signore, ribolle ancora furioso, come vede, lo sdegno contro di lui
novelle03_05_pirandello_f000030|perché, avversato qui da tutti, è riuscito a vincere col suffragio ben pagato delle altre sezioni elettorali del collegio.|perché, avversato qui da tutti, è riuscito a vincere col suffragio ben pagato delle altre sezioni elettorali del collegio.
novelle03_05_pirandello_f000031|Le furie non sono svaporate, perché Mazzarini, per vendicarsi, ha fatto mandare al Municipio di Costanova… — si scosti, si scosti un poco;|Le furie non sono svaporate, perché Mazzarini, per vendicarsi, ha fatto mandare al Municipio di Costanova - si scosti, si scosti un poco;
novelle03_05_pirandello_f000032|mi manca l’aria — un regio commissario. Grazie. Già! un regio commissario.|mi manca laria - un regio commissario. Grazie. Già! un regio commissario.
novelle03_05_pirandello_f000033|Cosa… cosa di gran momento… Eh, un regio commissario… Allungò una mano e|Cosa cosa di gran momento Eh, un regio commissario Allungò una mano e
novelle03_05_pirandello_f000034|sotto gli occhi del forestiere che lo mirava stupito, chiuse le dita, lasciando solo ritto il mignolo, esilissimo;|sotto gli occhi del forestiere che lo mirava stupito, chiuse le dita, lasciando solo ritto il mignolo, esilissimo;
novelle03_05_pirandello_f000035|appuntí le labbra e rimase un pezzo intentissimo a fissar l’unghia livida di quel dito.|appuntí le labbra e rimase un pezzo intentissimo a fissar lunghia livida di quel dito.
novelle03_05_pirandello_f000036|— Costanova è un gran paese, — disse poi.|- Costanova è un gran paese, - disse poi.
novelle03_05_pirandello_f000037|— L’universo, tutto quanto, gràvita attorno a Costanova.|- Luniverso, tutto quanto, gràvita attorno a Costanova.
novelle03_05_pirandello_f000038|Le stelle, dal cielo, non fanno altro che sbirciar Costanova; e c’è chi dice che ridano;|Le stelle, dal cielo, non fanno altro che sbirciar Costanova; e cè chi dice che ridano;
novelle03_05_pirandello_f000039|c’è chi dice che sospirino dal desiderio d’avere in sé ciascuna una città come Costanova.|cè chi dice che sospirino dal desiderio davere in sé ciascuna una città come Costanova.
novelle03_05_pirandello_f000040|Sa da che dipendono le sorti dell’universo?|Sa da che dipendono le sorti delluniverso?
novelle03_05_pirandello_f000041|Dal partito repubblicano di Costanova, il quale non può aver bene in nessun modo|Dal partito repubblicano di Costanova, il quale non può aver bene in nessun modo
novelle03_05_pirandello_f000042|tra Mazzarini da un lato, e l’ex-sindaco Cappadona dall’altro, che fa il re.|tra Mazzarini da un lato, e lex-sindaco Cappadona dallaltro, che fa il re.
novelle03_05_pirandello_f000043|Ora il Consiglio comunale è stato sciolto e per conseguenza l’universo è tutto scombussolato. Eccoli là: li sente?|Ora il Consiglio comunale è stato sciolto e per conseguenza luniverso è tutto scombussolato. Eccoli là: li sente?
novelle03_05_pirandello_f000044|Quello che strilla più di tutti è Paroni, sí, quello là col pizzo, la cravatta rossa e il cappello alla Lobbia;|Quello che strilla più di tutti è Paroni, sí, quello là col pizzo, la cravatta rossa e il cappello alla Lobbia;
novelle03_05_pirandello_f000045|strilla cosí, perché vuole che la vita universa, e anche la morte,|strilla cosí, perché vuole che la vita universa, e anche la morte,
novelle03_05_pirandello_f000046|stiano a servizio dei repubblicani di Costanova. Anche la morte, sissignore.|stiano a servizio dei repubblicani di Costanova. Anche la morte, sissignore.
novelle03_05_pirandello_f000047|S’è ucciso Pulino… Sa chi era Pulino? Un povero malato, come me.|Sè ucciso Pulino Sa chi era Pulino? Un povero malato, come me.
novelle03_05_pirandello_f000048|Siamo parecchi, a Costanova, malati cosí.|Siamo parecchi, a Costanova, malati cosí.
novelle03_05_pirandello_f000049|E dovremmo servire a qualche cosa.|E dovremmo servire a qualche cosa.
novelle03_05_pirandello_f000050|Stanco di penare, il povero Pulino oggi si è… — Impiccato?|Stanco di penare, il povero Pulino oggi si è - Impiccato?
novelle03_05_pirandello_f000051|— All’ànsola del lume, in cucina. Eh, ma cosí, no, non mi piace. Troppa fatica, impiccarsi.|- Allànsola del lume, in cucina. Eh, ma cosí, no, non mi piace. Troppa fatica, impiccarsi.
novelle03_05_pirandello_f000052|C’è la rivoltella, caro signore. Morte più spiccia. Bene; sente che dice Paroni?|Cè la rivoltella, caro signore. Morte più spiccia. Bene; sente che dice Paroni?
novelle03_05_pirandello_f000053|Dice che Pulino è stato un imbecille, non perché si è impiccato, ma perché|Dice che Pulino è stato un imbecille, non perché si è impiccato, ma perché
novelle03_05_pirandello_f000054|prima di impiccarsi, non è andato a Roma ad ammazzar Guido Mazzarini.|prima di impiccarsi, non è andato a Roma ad ammazzar Guido Mazzarini.
novelle03_05_pirandello_f000055|Già! Perché Costanova, e conseguentemente l’universo, rifiatasse.|Già! Perché Costanova, e conseguentemente luniverso, rifiatasse.
novelle03_05_pirandello_f000056|Quando uno non sa più che farsi della propria vita, se non fa cosí|Quando uno non sa più che farsi della propria vita, se non fa cosí
novelle03_05_pirandello_f000057|se prima d’uccidersi non ammazza un Mazzarini qualunque, è un imbecille.|se prima duccidersi non ammazza un Mazzarini qualunque, è un imbecille.
novelle03_05_pirandello_f000058|Gliel’avrebbe pagato lui il viaggio, dice. Con permesso, caro signore. S’alzò di scatto;|Glielavrebbe pagato lui il viaggio, dice. Con permesso, caro signore. Salzò di scatto;
novelle03_05_pirandello_f000059|si strinse, da sotto, con ambo le mani lo scialle attorno al volto, fino alla visiera del berretto;|si strinse, da sotto, con ambo le mani lo scialle attorno al volto, fino alla visiera del berretto;
novelle03_05_pirandello_f000060|e, cosí imbacuccato, curvo, lanciando occhiatacce al crocchio degli urloni, uscí dal caffè.|e, cosí imbacuccato, curvo, lanciando occhiatacce al crocchio degli urloni, uscí dal caffè.
novelle03_05_pirandello_f000061|Quel forestiere di passaggio restò imbalordito;|Quel forestiere di passaggio restò imbalordito;
novelle03_05_pirandello_f000062|lo seguí con gli occhi fino alla porta: poi si volse al vecchio cameriere del caffè e gli domandò, costernatissimo:|lo seguí con gli occhi fino alla porta: poi si volse al vecchio cameriere del caffè e gli domandò, costernatissimo:
novelle03_05_pirandello_f000063|— Chi è? Il vecchio cameriere tentennò il capo amaramente;|- Chi è? Il vecchio cameriere tentennò il capo amaramente;
novelle03_05_pirandello_f000064|si picchiò il petto con un dito;|si picchiò il petto con un dito;
novelle03_05_pirandello_f000065|e rispose, sospirando: — Anche lui… eh, poco più potrà tirare.|e rispose, sospirando: - Anche lui eh, poco più potrà tirare.
novelle03_05_pirandello_f000066|Tutti di famiglia! Già due fratelli e una sorella… Studente. Si chiama Fazio. Luca Fazio. Colpa della madraccia, sa?|Tutti di famiglia! Già due fratelli e una sorella Studente. Si chiama Fazio. Luca Fazio. Colpa della madraccia, sa?
novelle03_05_pirandello_f000067|Per soldi, sposò un tisico, sapendo ch’era tisico.|Per soldi, sposò un tisico, sapendo chera tisico.
novelle03_05_pirandello_f000068|Ora lei sta cosí, grossa e grassa, in campagna, come una badessa|Ora lei sta cosí, grossa e grassa, in campagna, come una badessa
novelle03_05_pirandello_f000069|mentre i poveri figliuoli, a uno a uno… Peccato! Sa che testa ha quello lí? e quanto ha studiato!|mentre i poveri figliuoli, a uno a uno Peccato! Sa che testa ha quello lí? e quanto ha studiato!
novelle03_05_pirandello_f000070|Dotto; lo dicono tutti. Viene da Roma, dagli studii.|Dotto; lo dicono tutti. Viene da Roma, dagli studii.
novelle03_05_pirandello_f000071|Peccato! E il vecchio cameriere accorse al crocchio degli urloni che|Peccato! E il vecchio cameriere accorse al crocchio degli urloni che
novelle03_05_pirandello_f000072|pagata la consumazione, si disponevano a uscire dal caffè con Leopoldo Paroni in testa.|pagata la consumazione, si disponevano a uscire dal caffè con Leopoldo Paroni in testa.
novelle03_05_pirandello_f000073|Serataccia, umida, di novembre. La nebbia s’affettava.|Serataccia, umida, di novembre. La nebbia saffettava.
novelle03_05_pirandello_f000074|Bagnato tutto il lastricato della piazza;|Bagnato tutto il lastricato della piazza;
novelle03_05_pirandello_f000075|e attorno a ogni fanale sbadigliava un alone.|e attorno a ogni fanale sbadigliava un alone.
novelle03_05_pirandello_f000076|Appena fuori della porta del caffè, tutti si tirarono su il bavero del pastrano, e ciascuno, salutando, s’avviò per la sua strada.|Appena fuori della porta del caffè, tutti si tirarono su il bavero del pastrano, e ciascuno, salutando, savviò per la sua strada.
novelle03_05_pirandello_f000077|Leopoldo Paroni, nell’atteggiamento che gli era abituale, di sdegnosa, accigliata fierezza|Leopoldo Paroni, nellatteggiamento che gli era abituale, di sdegnosa, accigliata fierezza
novelle03_05_pirandello_f000078|sollevò di traverso il capo, e cosí col pizzo all’aria attraversò la piazza, facendo il mulinello col bastone.|sollevò di traverso il capo, e cosí col pizzo allaria attraversò la piazza, facendo il mulinello col bastone.
novelle03_05_pirandello_f000079|Imboccò la via di contro al caffè;|Imboccò la via di contro al caffè;
novelle03_05_pirandello_f000080|poi voltò a destra, al primo vicolo, in fondo al quale era la sua casa.|poi voltò a destra, al primo vicolo, in fondo al quale era la sua casa.
novelle03_05_pirandello_f000081|Due fanaletti piagnucolosi, affogati nella nebbia, stenebravano a mala pena quel lercio budello: uno a principio, uno in fine.|Due fanaletti piagnucolosi, affogati nella nebbia, stenebravano a mala pena quel lercio budello: uno a principio, uno in fine.
novelle03_05_pirandello_f000082|Quando Paroni fu a metà del vicolo, nella tenebra|Quando Paroni fu a metà del vicolo, nella tenebra
novelle03_05_pirandello_f000083|e già cominciava a sospirare al barlume che arrivava fioco dall’altro fanaletto ancor remoto|e già cominciava a sospirare al barlume che arrivava fioco dallaltro fanaletto ancor remoto
novelle03_05_pirandello_f000084|credette di discernere laggiú in fondo, proprio innanzi alla sua casa, qualcuno appostato.|credette di discernere laggiú in fondo, proprio innanzi alla sua casa, qualcuno appostato.
novelle03_05_pirandello_f000085|Si sentí rimescolar tutto il sangue e si fermò.|Si sentí rimescolar tutto il sangue e si fermò.
novelle03_05_pirandello_f000086|Chi poteva essere, lí, a quell’ora?|Chi poteva essere, lí, a quellora?
novelle03_05_pirandello_f000087|C’era uno, senza dubbio, ed evidentemente appostato;|Cera uno, senza dubbio, ed evidentemente appostato;
novelle03_05_pirandello_f000088|lí proprio innanzi alla porta di casa sua. Dunque, per lui.|lí proprio innanzi alla porta di casa sua. Dunque, per lui.
novelle03_05_pirandello_f000089|Non per rubare, certo: tutti sapevano ch’egli era povero come Cincinnato.|Non per rubare, certo: tutti sapevano chegli era povero come Cincinnato.
novelle03_05_pirandello_f000090|Per odio politico, allora… Qualcuno mandato da Mazzarini, o dal regio commissario? Possibile? Fino a tanto?|Per odio politico, allora Qualcuno mandato da Mazzarini, o dal regio commissario? Possibile? Fino a tanto?
novelle03_05_pirandello_f000091|E il fiero repubblicano si voltò a guardare indietro, perplesso|E il fiero repubblicano si voltò a guardare indietro, perplesso
novelle03_05_pirandello_f000092|se non gli convenisse ritornare al caffè o correre a raggiungere gli amici, da cui si era separato or ora;|se non gli convenisse ritornare al caffè o correre a raggiungere gli amici, da cui si era separato or ora;
novelle03_05_pirandello_f000093|non per altro, per averli testimonii della viltà, dell’infamia dell’avversario.|non per altro, per averli testimonii della viltà, dellinfamia dellavversario.
novelle03_05_pirandello_f000094|Ma s’accorse che l’appostato, avendo udito certamente, nel silenzio|Ma saccorse che lappostato, avendo udito certamente, nel silenzio
novelle03_05_pirandello_f000095|il rumore dei passi fin dal suo entrare nel vicolo, gli si faceva incontro, là dove l’ombra era più fitta.|il rumore dei passi fin dal suo entrare nel vicolo, gli si faceva incontro, là dove lombra era più fitta.
novelle03_05_pirandello_f000096|Eccolo: ora si scorgeva bene: era imbacuccato.|Eccolo: ora si scorgeva bene: era imbacuccato.
novelle03_05_pirandello_f000097|Paroni riuscí a stento a vincere il tremore e la tentazione di darsela a gambe;|Paroni riuscí a stento a vincere il tremore e la tentazione di darsela a gambe;
novelle03_05_pirandello_f000098|tossí, gridò forte: — Chi è là?|tossí, gridò forte: - Chi è là?
novelle03_05_pirandello_f000099|— Paroni, — chiamò una voce cavernosa.|- Paroni, - chiamò una voce cavernosa.
novelle03_05_pirandello_f000100|Un’improvvisa gioja invase e sollevò Paroni, nel riconoscere quella voce: — Ah, Luca Fazio… tu?|Unimprovvisa gioja invase e sollevò Paroni, nel riconoscere quella voce: - Ah, Luca Fazio tu?
novelle03_05_pirandello_f000101|Lo volevo dire! Ma come? Tu qua, amico mio? Sei tornato da Roma?|Lo volevo dire! Ma come? Tu qua, amico mio? Sei tornato da Roma?
novelle03_05_pirandello_f000102|— Oggi, — rispose, cupo, Luca Fazio. — M’aspettavi, caro? — Sí. Ero al caffè. Non m’hai visto? — No, affatto. Ah, eri al caffè?|- Oggi, - rispose, cupo, Luca Fazio. - Maspettavi, caro? - Sí. Ero al caffè. Non mhai visto? - No, affatto. Ah, eri al caffè?
novelle03_05_pirandello_f000103|Come stai, come stai, amico mio? — Male; non mi toccare. — Hai qualche cosa da dirmi? — Sí; grave. — Grave?|Come stai, come stai, amico mio? - Male; non mi toccare. - Hai qualche cosa da dirmi? - Sí; grave. - Grave?
novelle03_05_pirandello_f000104|Eccomi qua! — Qua, no: sú a casa tua. — Ma… c’è cosa? Che c’è, Luca?|Eccomi qua! - Qua, no: sú a casa tua. - Ma cè cosa? Che cè, Luca?
novelle03_05_pirandello_f000105|Tutto quello che posso, amico mio… — T’ho detto, non mi toccare: sto male. Erano arrivati alla casa.|Tutto quello che posso, amico mio - Tho detto, non mi toccare: sto male. Erano arrivati alla casa.
novelle03_05_pirandello_f000106|Paroni trasse di tasca la chiave; aprí la porta;|Paroni trasse di tasca la chiave; aprí la porta;
novelle03_05_pirandello_f000107|accese un fiammifero, e prese a salir la breve scaletta erta, seguito da Luca Fazio.|accese un fiammifero, e prese a salir la breve scaletta erta, seguito da Luca Fazio.
novelle03_05_pirandello_f000108|— Attento… attento agli scalini… Attraversarono una saletta;|- Attento attento agli scalini Attraversarono una saletta;
novelle03_05_pirandello_f000109|entrarono nello scrittojo, appestato da un acre fumo stagnante di pipa.|entrarono nello scrittojo, appestato da un acre fumo stagnante di pipa.
novelle03_05_pirandello_f000110|Paroni accese un sudicio lumetto bianco a petrolio, su la scrivania ingombra di carte, e si volse premuroso al Fazio.|Paroni accese un sudicio lumetto bianco a petrolio, su la scrivania ingombra di carte, e si volse premuroso al Fazio.
novelle03_05_pirandello_f000111|Ma lo trovò con gli occhi schizzanti dalle orbite;|Ma lo trovò con gli occhi schizzanti dalle orbite;
novelle03_05_pirandello_f000112|il fazzoletto, premuto forte con ambo le mani, su la bocca.|il fazzoletto, premuto forte con ambo le mani, su la bocca.
novelle03_05_pirandello_f000113|La tosse lo aveva riassalito, terribile, a quel puzzo di tabacco.|La tosse lo aveva riassalito, terribile, a quel puzzo di tabacco.
novelle03_05_pirandello_f000114|— Oh Dio… stai proprio male, Luca… Questi dovette aspettare un pezzo per rispondere. Chinò più volte il capo. S’era fatto cadaverico.|- Oh Dio stai proprio male, Luca Questi dovette aspettare un pezzo per rispondere. Chinò più volte il capo. Sera fatto cadaverico.
novelle03_05_pirandello_f000115|— Non chiamarmi amico, e scòstati — prese infine a dire.|- Non chiamarmi amico, e scòstati - prese infine a dire.
novelle03_05_pirandello_f000116|— Sono agli estremi… No, resto… resto in piedi… Tu scòstati.|- Sono agli estremi No, resto resto in piedi Tu scòstati.
novelle03_05_pirandello_f000117|— Ma… ma io non ho paura… — protestò Paroni. — Non hai paura? Aspetta… — sghignò Luca Fazio. — Lo dici troppo presto.|- Ma ma io non ho paura - protestò Paroni. - Non hai paura? Aspetta - sghignò Luca Fazio. - Lo dici troppo presto.
novelle03_05_pirandello_f000118|A Roma, vedendomi cosí agli estremi, mi mangiai tutto: serbai solo poche lire per comperarmi questa rivoltella.|A Roma, vedendomi cosí agli estremi, mi mangiai tutto: serbai solo poche lire per comperarmi questa rivoltella.
novelle03_05_pirandello_f000119|Cacciò una mano nella tasca del pastrano e ne trasse fuori una grossa rivoltella.|Cacciò una mano nella tasca del pastrano e ne trasse fuori una grossa rivoltella.
novelle03_05_pirandello_f000120|Leopoldo Paroni, alla vista dell’arma, in pugno a quell’uomo in quello stato|Leopoldo Paroni, alla vista dellarma, in pugno a quelluomo in quello stato
