erzaehlungen_01_poe_f000001|Der Duc de l'Omelette.|Der Duc de l'Omelette.
erzaehlungen_05_poe_f000113|Als ich ihn in der Nacht unseres Abenteuers verließ, bat er mich dringend, ihn sehr früh am andern Morgen zu besuchen.|Als ich ihn in der Nacht unseres Abenteuers verließ, bat er mich dringend, ihn sehr früh am andern Morgen zu besuchen.
erzaehlungen_05_poe_f000114|Kurz nach Sonnenaufgang betrat ich also seinen Palazzo, einen der hohen düsteren, aber phantastisch prunkvollen Bauten|Kurz nach Sonnenaufgang betrat ich also seinen Palazzo, einen der hohen düsteren, aber phantastisch prunkvollen Bauten
erzaehlungen_05_poe_f000115|wie sie sich in der Nachbarschaft des Rialto zu seiten des Großen Kanals auftürmen.|wie sie sich in der Nachbarschaft des Rialto zu seiten des Großen Kanals auftürmen.
erzaehlungen_05_poe_f000116|Man wies mich eine breite gewundene Mosaiktreppe hinauf und in ein Gemach|Man wies mich eine breite gewundene Mosaiktreppe hinauf und in ein Gemach
erzaehlungen_05_poe_f000117|dessen unvergleichliche Pracht wie ein Meer von Glanz durch die geöffnete Tür herausströmte und mich blendete und schwindlig machte.|dessen unvergleichliche Pracht wie ein Meer von Glanz durch die geöffnete Tür herausströmte und mich blendete und schwindlig machte.
erzaehlungen_05_poe_f000118|Ich wußte, daß mein Bekannter wohlhabend war.|Ich wußte, daß mein Bekannter wohlhabend war.
erzaehlungen_05_poe_f000119|Man hatte von seinen Reichtümern in Ausdrücken gesprochen, die ich als lächerliche Übertreibungen zurückgewiesen hatte.|Man hatte von seinen Reichtümern in Ausdrücken gesprochen, die ich als lächerliche Übertreibungen zurückgewiesen hatte.
erzaehlungen_05_poe_f000120|Als ich aber um mich blickte, schien es mir ganz unmöglich, daß die Schätze irgendeines Menschen in Europa hingereicht haben könnten|Als ich aber um mich blickte, schien es mir ganz unmöglich, daß die Schätze irgendeines Menschen in Europa hingereicht haben könnten
erzaehlungen_05_poe_f000121|um diese fürstliche Pracht zu entfalten, die ringsumher glühte und flammte.|um diese fürstliche Pracht zu entfalten, die ringsumher glühte und flammte.
erzaehlungen_05_poe_f000122|Obwohl, wie ich sagte, die Sonne schon aufgegangen, war das Gemach noch strahlend beleuchtet.|Obwohl, wie ich sagte, die Sonne schon aufgegangen, war das Gemach noch strahlend beleuchtet.
erzaehlungen_05_poe_f000123|Aus diesem Umstand sowie aus einem Zug von Abspannung im Antlitz meines Freundes schloß ich|Aus diesem Umstand sowie aus einem Zug von Abspannung im Antlitz meines Freundes schloß ich
erzaehlungen_05_poe_f000124|daß er während der ganzen Nacht nicht zur Ruhe gegangen war.|daß er während der ganzen Nacht nicht zur Ruhe gegangen war.
erzaehlungen_05_poe_f000125|In der Architektur wie in der Ausschmückung des Raumes waltete die offenbare Absicht, zu blenden und zu verblüffen.|In der Architektur wie in der Ausschmückung des Raumes waltete die offenbare Absicht, zu blenden und zu verblüffen.
erzaehlungen_05_poe_f000126|In der Einrichtung war weder eine Harmonie noch irgendein nationaler Charakter zu finden.|In der Einrichtung war weder eine Harmonie noch irgendein nationaler Charakter zu finden.
erzaehlungen_05_poe_f000127|Das Auge wanderte von Gegenstand zu Gegenstand und blieb nirgends haften|Das Auge wanderte von Gegenstand zu Gegenstand und blieb nirgends haften
erzaehlungen_05_poe_f000128|– weder auf den Grotesken griechischer Maler noch den Skulpturen aus Italiens größten Tagen noch den rohen Schnitzereien des unkultivierten Ägypten.|- weder auf den Grotesken griechischer Maler noch den Skulpturen aus Italiens größten Tagen noch den rohen Schnitzereien des unkultivierten Ägypten.
erzaehlungen_05_poe_f000129|Überall im Zimmer hingen kostbare Draperien und zitterten unter dem Hauch einer leisen schwermütigen Musik|Überall im Zimmer hingen kostbare Draperien und zitterten unter dem Hauch einer leisen schwermütigen Musik
erzaehlungen_05_poe_f000130|von der man nicht wußte, woher sie kam.|von der man nicht wußte, woher sie kam.
erzaehlungen_05_poe_f000131|Mannigfache und unvereinbare Düfte, die aus seltsam geformten Räucherbecken zugleich mit zahllosen leckenden|Mannigfache und unvereinbare Düfte, die aus seltsam geformten Räucherbecken zugleich mit zahllosen leckenden
erzaehlungen_05_poe_f000132|flackernden Zungen grünlichen und violetten Lichtes aufstiegen, legten sich schwer auf die Sinne.|flackernden Zungen grünlichen und violetten Lichtes aufstiegen, legten sich schwer auf die Sinne.
erzaehlungen_05_poe_f000133|Die Strahlen der Morgensonne strömten herein auf das Ganze – herein durch Fenster|Die Strahlen der Morgensonne strömten herein auf das Ganze - herein durch Fenster
erzaehlungen_05_poe_f000134|deren jedes einzelne aus einer einzigen Scheibe karminroten Glases bestand.|deren jedes einzelne aus einer einzigen Scheibe karminroten Glases bestand.
erzaehlungen_05_poe_f000135|In tausend Reflexen sich spiegelnd tanzten diese natürlichen Strahlen über die schweren Draperien|In tausend Reflexen sich spiegelnd tanzten diese natürlichen Strahlen über die schweren Draperien
erzaehlungen_05_poe_f000136|die wie Katarakte flüssigen Silbers aus ihren Nischen quollen|die wie Katarakte flüssigen Silbers aus ihren Nischen quollen
erzaehlungen_05_poe_f000137|mischten sich schließlich mit dem künstlichen Licht und wogten in gedämpften Massen über einen Teppich, der aussah wie flüssiges Gold.|mischten sich schließlich mit dem künstlichen Licht und wogten in gedämpften Massen über einen Teppich, der aussah wie flüssiges Gold.
erzaehlungen_05_poe_f000138|»Hahaha – hahaha!« lachte der Herr des Hauses, als er mich zu einem Sitz geleitete und sich dann der Länge nach auf ein Ruhebett warf.|Hahaha - hahaha! lachte der Herr des Hauses, als er mich zu einem Sitz geleitete und sich dann der Länge nach auf ein Ruhebett warf.
erzaehlungen_05_poe_f000139|»Ich sehe«, sagte er, da er bemerkte, daß ich mich in diesen eigenartigen Empfang nicht recht zu finden vermochte – »ich sehe|Ich sehe, sagte er, da er bemerkte, daß ich mich in diesen eigenartigen Empfang nicht recht zu finden vermochte - ich sehe
erzaehlungen_05_poe_f000140|Sie sind verwundert über meine Wohnung|Sie sind verwundert über meine Wohnung
erzaehlungen_05_poe_f000141|meine Statuen, meine Bilder – meinen sonderbaren Geschmack in Einrichtung und Ausschmückung! Vollkommen berauscht von meiner Prachtentfaltung, wie?|meine Statuen, meine Bilder - meinen sonderbaren Geschmack in Einrichtung und Ausschmückung! Vollkommen berauscht von meiner Prachtentfaltung, wie?
erzaehlungen_05_poe_f000142|Doch verzeihen Sie, mein lieber Freund (hier wurde seine Stimme die Herzlichkeit selbst), verzeihen Sie mir mein ungezogenes Lachen.|Doch verzeihen Sie, mein lieber Freund hier wurde seine Stimme die Herzlichkeit selbst, verzeihen Sie mir mein ungezogenes Lachen.
erzaehlungen_05_poe_f000143|Sie sehen so furchtbar erstaunt aus! Übrigens sind manche Dinge wirklich so spaßhaft, daß man lachen muß – oder sterben.|Sie sehen so furchtbar erstaunt aus! Übrigens sind manche Dinge wirklich so spaßhaft, daß man lachen muß - oder sterben.
erzaehlungen_05_poe_f000144|Lachend zu sterben muß der herrlichste aller herrlichen Tode sein! Sir Thomas More – welch ein feiner Geist war Sir Thomas More –|Lachend zu sterben muß der herrlichste aller herrlichen Tode sein! Sir Thomas More - welch ein feiner Geist war Sir Thomas More -
erzaehlungen_05_poe_f000145|Sir Thomas More starb lachend, wie Sie wissen.|Sir Thomas More starb lachend, wie Sie wissen.
erzaehlungen_05_poe_f000146|Und in den ›Absurditäten‹ des Ravisius Textor findet sich eine lange Liste von Leuten, die ein solch köstliches Ende nahmen.|Und in den Absurditäten des Ravisius Textor findet sich eine lange Liste von Leuten, die ein solch köstliches Ende nahmen.
erzaehlungen_05_poe_f000147|– Wissen Sie übrigens«, fuhr er nachdenklich fort, »daß in Sparta, dem jetzigen Palaeochori, in Sparta, sage ich|- Wissen Sie übrigens, fuhr er nachdenklich fort, daß in Sparta, dem jetzigen Palaeochori, in Sparta, sage ich
erzaehlungen_05_poe_f000148|im Westen der Zitadelle inmitten eines Chaos kaum erkennbarer Ruinen eine Art Sockel steht|im Westen der Zitadelle inmitten eines Chaos kaum erkennbarer Ruinen eine Art Sockel steht
erzaehlungen_05_poe_f000149|auf dem noch die Lettern Lambda Alpha Ksyn Mü lesbar sind.|auf dem noch die Lettern Lambda Alpha Ksyn Mü lesbar sind.
erzaehlungen_05_poe_f000150|Zweifellos sind sie ein Teil des Wortes Gelaxmar.|Zweifellos sind sie ein Teil des Wortes Gelaxmar.
erzaehlungen_05_poe_f000151|Nun gibt es in Sparta wohl tausend Tempel und Altäre für tausend verschiedene Gottheiten.|Nun gibt es in Sparta wohl tausend Tempel und Altäre für tausend verschiedene Gottheiten.
erzaehlungen_05_poe_f000152|Wie äußerst seltsam, daß der Altar des Lachens alle anderen überdauert hat! Doch gegenwärtig«|Wie äußerst seltsam, daß der Altar des Lachens alle anderen überdauert hat! Doch gegenwärtig
erzaehlungen_05_poe_f000153|sprach er in ganz an derem Tonfall weiter, »habe ich kein Recht, mich auf Ihre Kosten lustig zu machen.|sprach er in ganz an derem Tonfall weiter, habe ich kein Recht, mich auf Ihre Kosten lustig zu machen.
erzaehlungen_05_poe_f000154|Sie konnten allerdings verblüfft sein.|Sie konnten allerdings verblüfft sein.
erzaehlungen_05_poe_f000155|Europa kann nicht zum zweitenmal so Herrliches hervorbringen wie dies mein königliches Gemach.|Europa kann nicht zum zweitenmal so Herrliches hervorbringen wie dies mein königliches Gemach.
erzaehlungen_05_poe_f000156|Meine anderen Räume sind keineswegs gleichartig – entsprechen durchaus der modernen Abgeschmacktheit.|Meine anderen Räume sind keineswegs gleichartig - entsprechen durchaus der modernen Abgeschmacktheit.
erzaehlungen_05_poe_f000157|Dies hier ist besser als das ›Moderne‹ nicht wahr?|Dies hier ist besser als das Moderne nicht wahr?
erzaehlungen_05_poe_f000158|Dennoch würde sich so leicht kein zweiter Mensch von Vermögen finden, der es liebte und verstände, mir es nachzumachen.|Dennoch würde sich so leicht kein zweiter Mensch von Vermögen finden, der es liebte und verstände, mir es nachzumachen.
erzaehlungen_05_poe_f000159|Ich hüte aber auch den Raum vor jeder Profanierung.|Ich hüte aber auch den Raum vor jeder Profanierung.
erzaehlungen_05_poe_f000160|Mit einer einzigen Ausnahme sind Sie, abgesehen von mir und meinem Kammerdiener|Mit einer einzigen Ausnahme sind Sie, abgesehen von mir und meinem Kammerdiener
erzaehlungen_05_poe_f000161|das einzige menschliche Wesen, das ihn betreten hat, seitdem er so geschmückt ist, wie Sie ihn sehen.|das einzige menschliche Wesen, das ihn betreten hat, seitdem er so geschmückt ist, wie Sie ihn sehen.
erzaehlungen_05_poe_f000162|Ich verneigte mich dankend, denn der überwältigende Eindruck von Pracht und Duft und Musik zusammen mit der eigenartigen Begrüßung benahmen mir die Worte für eine Empfindung|Ich verneigte mich dankend, denn der überwältigende Eindruck von Pracht und Duft und Musik zusammen mit der eigenartigen Begrüßung benahmen mir die Worte für eine Empfindung
erzaehlungen_05_poe_f000163|die ich vielleicht zu einem Kompliment hätte formen können.|die ich vielleicht zu einem Kompliment hätte formen können.
erzaehlungen_05_poe_f000164|»Hier«, begann er wieder, indem er aufsprang, mich beim Arm nahm und mit mir die Runde durchs Zimmer machte|Hier, begann er wieder, indem er aufsprang, mich beim Arm nahm und mit mir die Runde durchs Zimmer machte
erzaehlungen_05_poe_f000165|»hier sind Gemälde von den Griechen bis Cimabue, und von Cimabue bis zur Gegenwart.|hier sind Gemälde von den Griechen bis Cimabue, und von Cimabue bis zur Gegenwart.
erzaehlungen_05_poe_f000166|Gar manche sind, wie Sie sehen, ohne Rücksicht auf herrschende Sittenbegriffe ausgewählt.|Gar manche sind, wie Sie sehen, ohne Rücksicht auf herrschende Sittenbegriffe ausgewählt.
erzaehlungen_05_poe_f000167|Sie geben jedoch alle den passenden Hintergrund für ein Zim mer wie dieses.|Sie geben jedoch alle den passenden Hintergrund für ein Zim mer wie dieses.
erzaehlungen_05_poe_f000168|Hier sind auch Meisterwerke unbekannter Größen, und hier unfertige Entwürfe von Leuten, die zu ihrer Zeit berühmt gewesen|Hier sind auch Meisterwerke unbekannter Größen, und hier unfertige Entwürfe von Leuten, die zu ihrer Zeit berühmt gewesen
erzaehlungen_05_poe_f000169|Entwürfe, die der Scharfblick der Akademien der Vergessenheit und mir anheimfallen ließ.|Entwürfe, die der Scharfblick der Akademien der Vergessenheit und mir anheimfallen ließ.
erzaehlungen_05_poe_f000170|Was halten Sie«, fragte er und wandte sich ganz plötzlich einem Bilde zu, »was halten Sie von dieser Madonna della Pietà?|Was halten Sie, fragte er und wandte sich ganz plötzlich einem Bilde zu, was halten Sie von dieser Madonna della Pieta?
erzaehlungen_05_poe_f000171|»Sie ist ein echter Guido«, sagte ich mit all der Begeisterung, deren ich fähig bin|Sie ist ein echter Guido, sagte ich mit all der Begeisterung, deren ich fähig bin
erzaehlungen_05_poe_f000172|denn ich hatte ihre unvergleichliche Lieblichkeit beseligt in mich aufgenommen.|denn ich hatte ihre unvergleichliche Lieblichkeit beseligt in mich aufgenommen.
erzaehlungen_05_poe_f000173|»Ein echter Guido! – Wie konnten Sie nur dazu kommen?|Ein echter Guido! - Wie konnten Sie nur dazu kommen?
erzaehlungen_05_poe_f000174|Sie ist unbedingt das in der Malerei, was die Venus in der Skulptur ist.|Sie ist unbedingt das in der Malerei, was die Venus in der Skulptur ist.
erzaehlungen_05_poe_f000175|»Oh«, sagte er gedankenvoll, »die Venus – die schöne Venus? Die Venus von Medici?|Oh, sagte er gedankenvoll, die Venus - die schöne Venus? Die Venus von Medici?
erzaehlungen_05_poe_f000176|– Die mit dem kleinen Kopf und dem goldenen Haar?|- Die mit dem kleinen Kopf und dem goldenen Haar?
erzaehlungen_05_poe_f000177|Ein Teil des linken Armes (hier ließ er die Stimme sinken, so daß man ihn kaum verstand) und der ganze rechte sind spätere Ersatzstücke;|Ein Teil des linken Armes hier ließ er die Stimme sinken, so daß man ihn kaum verstand und der ganze rechte sind spätere Ersatzstücke;
erzaehlungen_05_poe_f000178|und in der Koketterie jenes rechten Armes liegt, finde ich, die Quintessenz aller Ziererei.|und in der Koketterie jenes rechten Armes liegt, finde ich, die Quintessenz aller Ziererei.
erzaehlungen_05_poe_f000179|Gebt mir den Canova! Der Apollo – auch er ist eine Kopie – da kann kein Zweifel sein – blinder Narr, der ich bin|Gebt mir den Canova! Der Apollo - auch er ist eine Kopie - da kann kein Zweifel sein - blinder Narr, der ich bin
erzaehlungen_05_poe_f000180|daß ich die viel gerühmte Offenbarung in dem Apollo nicht finden kann! Ich kann mir nicht helfen, ich muß dem Antonius den Vorzug geben.|daß ich die viel gerühmte Offenbarung in dem Apollo nicht finden kann! Ich kann mir nicht helfen, ich muß dem Antonius den Vorzug geben.
erzaehlungen_05_poe_f000181|War es nicht Sokrates, der sagte, der Bildhauer habe sein Bildwerk schon im rohen Marmorblock er blickt?|War es nicht Sokrates, der sagte, der Bildhauer habe sein Bildwerk schon im rohen Marmorblock er blickt?
erzaehlungen_05_poe_f000182|Dann wären also Michelangelos Zeilen keineswegs Original:|Dann wären also Michelangelos Zeilen keineswegs Original:
erzaehlungen_05_poe_f000183|Non ha l'ottimo artista alcun concetto.|Non ha l'ottimo artista alcun concetto.
erzaehlungen_05_poe_f000184|Che un marmo solo in se non circonscriva.|Che un marmo solo in se non circonscriva.
erzaehlungen_05_poe_f000185|Es ist – oder sollte doch oft bemerkt worden sein, daß das Gebaren eines Edelmenschen sich von dem der anderen sehr unterscheidet|Es ist - oder sollte doch oft bemerkt worden sein, daß das Gebaren eines Edelmenschen sich von dem der anderen sehr unterscheidet
erzaehlungen_05_poe_f000186|ohne daß man doch genau feststellen könnte, worin der Unterschied besteht.|ohne daß man doch genau feststellen könnte, worin der Unterschied besteht.
erzaehlungen_05_poe_f000187|Konnte ich diese Beobachtung im weitesten Maße auf meines Freundes äußeres Benehmen anwenden|Konnte ich diese Beobachtung im weitesten Maße auf meines Freundes äußeres Benehmen anwenden
erzaehlungen_05_poe_f000188|so auch, wie ich an diesem ereignisreichen Morgen spürte, auf seine geistigen Eigenschaften.|so auch, wie ich an diesem ereignisreichen Morgen spürte, auf seine geistigen Eigenschaften.
erzaehlungen_05_poe_f000189|Auch kann ich die besondere Geistesart, die ihn so wesentlich über alle anderen Menschen hinaushob|Auch kann ich die besondere Geistesart, die ihn so wesentlich über alle anderen Menschen hinaushob
erzaehlungen_05_poe_f000190|nur als eine Gewohnheit zu eingehender, immerwährender Betrachtung kennzeichnen, die sein alltägliches Tun durchdrang|nur als eine Gewohnheit zu eingehender, immerwährender Betrachtung kennzeichnen, die sein alltägliches Tun durchdrang
erzaehlungen_05_poe_f000191|seine tändelnden Stunden belebte und selbst die Minuten der Heiterkeit durchwob – gleich den Nattern|seine tändelnden Stunden belebte und selbst die Minuten der Heiterkeit durchwob - gleich den Nattern
erzaehlungen_05_poe_f000192|die sich aus den Augenhöhlen der grinsenden Masken am Kranzgesims der Tempel von Persepolis herauswinden.|die sich aus den Augenhöhlen der grinsenden Masken am Kranzgesims der Tempel von Persepolis herauswinden.
erzaehlungen_05_poe_f000193|Ich konnte aber nicht umhin, aus der halb leichtfertigen, halb feierlichen Art|Ich konnte aber nicht umhin, aus der halb leichtfertigen, halb feierlichen Art
erzaehlungen_05_poe_f000194|mit der er eigentlich unwichtige Dinge umständlich abhandelte, eine zitternde Angst|mit der er eigentlich unwichtige Dinge umständlich abhandelte, eine zitternde Angst
erzaehlungen_05_poe_f000195|oder besser eine nervöse Inbrunst herauszufühlen – eine Erregtheit im Tun und Reden|oder besser eine nervöse Inbrunst herauszufühlen - eine Erregtheit im Tun und Reden
erzaehlungen_05_poe_f000196|die mir unerklärlich schien und mich mehrfach stark beunruhigte.|die mir unerklärlich schien und mich mehrfach stark beunruhigte.
erzaehlungen_05_poe_f000197|Öfter hielt er auch mitten in einem Satze inne, dessen Anfang er anscheinend vergessen, und lauschte voll tiefer Andacht vor sich hin|Öfter hielt er auch mitten in einem Satze inne, dessen Anfang er anscheinend vergessen, und lauschte voll tiefer Andacht vor sich hin
erzaehlungen_05_poe_f000198|so als erwarte er einen ersehnten Besuch, oder als horche er auf Klänge, die wohl allein in seiner Einbildung ertönen mußten.|so als erwarte er einen ersehnten Besuch, oder als horche er auf Klänge, die wohl allein in seiner Einbildung ertönen mußten.
erzaehlungen_05_poe_f000199|Während einer seiner derartigen Träumereien blätterte ich in Polizians|Während einer seiner derartigen Träumereien blätterte ich in Polizians
erzaehlungen_05_poe_f000200|des Dichters und Gelehrten köstlicher Tragödie ›Orpheus‹ – der ersten echt italienischen Tragödie –, die neben mir auf einer Ottomane lag.|des Dichters und Gelehrten köstlicher Tragödie Orpheus - der ersten echt italienischen Tragödie -, die neben mir auf einer Ottomane lag.
erzaehlungen_05_poe_f000201|Gegen Ende des dritten Aktes fand ich eine mit Bleistift unterstrichene Stelle;|Gegen Ende des dritten Aktes fand ich eine mit Bleistift unterstrichene Stelle;
erzaehlungen_05_poe_f000202|es war eine Stelle voll herzbewegender Gewalt – eine Stelle so voll tiefer Wollust|es war eine Stelle voll herzbewegender Gewalt - eine Stelle so voll tiefer Wollust
erzaehlungen_05_poe_f000203|daß kein Mann sie lesen könnte ohne einen Schauer unerhörter Erregung, kein Weib ohne einen Seufzer.|daß kein Mann sie lesen könnte ohne einen Schauer unerhörter Erregung, kein Weib ohne einen Seufzer.
erzaehlungen_05_poe_f000204|Die ganze Seite war mit frischen Tränen getränkt|Die ganze Seite war mit frischen Tränen getränkt
erzaehlungen_05_poe_f000205|und auf dem daneben eingehefteten Blatt standen in englischer Sprache und in einer Handschrift|und auf dem daneben eingehefteten Blatt standen in englischer Sprache und in einer Handschrift
erzaehlungen_05_poe_f000206|in der ich nur mit einiger Mühe die charakteristische Schrift meines Freundes erkennen konnte, folgende Verse:|in der ich nur mit einiger Mühe die charakteristische Schrift meines Freundes erkennen konnte, folgende Verse:
erzaehlungen_05_poe_f000207|Du warst für mich all dieses, Lieb,. Was Seele füllt und Sein,.|Du warst für mich all dieses, Lieb,. Was Seele füllt und Sein,.
erzaehlungen_05_poe_f000208|Warst Inselgrün im Meere, Lieb,. Springbrunn und Altarstein.|Warst Inselgrün im Meere, Lieb,. Springbrunn und Altarstein.
erzaehlungen_05_poe_f000209|Voll Frucht- und Blumenwunder, Lieb,. Und all das Blühn war mein! O Traum, dem Sterben kam! O Sternenhoffen, dessen Licht. Sturmwolke mir benahm!|Voll Frucht- und Blumenwunder, Lieb,. Und all das Blühn war mein! O Traum, dem Sterben kam! O Sternenhoffen, dessen Licht. Sturmwolke mir benahm!
erzaehlungen_05_poe_f000210|Ein Rufen aus der Zukunft spricht: »Voran! Voran!« – Doch Gram.|Ein Rufen aus der Zukunft spricht: Voran! Voran! - Doch Gram.
erzaehlungen_05_poe_f000211|Um das, was war, nimmt Zuversicht,. Macht müd und flügellahm.|Um das, was war, nimmt Zuversicht,. Macht müd und flügellahm.
erzaehlungen_05_poe_f000212|Denn weh! des Lebens warmer Glanz. Erstrahlt für mich nicht mehr!|Denn weh! des Lebens warmer Glanz. Erstrahlt für mich nicht mehr!
erzaehlungen_05_poe_f000213|Die Woge raunt im Brandungstanz.|Die Woge raunt im Brandungstanz.
erzaehlungen_05_poe_f000214|Zum Strand: nie mehr, nie mehr.|Zum Strand: nie mehr, nie mehr.
erzaehlungen_05_poe_f000215|Wird wundgeschoßne Schwinge ganz,. Dürr bleibt und blätterleer.|Wird wundgeschoßne Schwinge ganz,. Dürr bleibt und blätterleer.
erzaehlungen_05_poe_f000216|Der Baum, dem Blitz zerschlug den Kranz!|Der Baum, dem Blitz zerschlug den Kranz!
erzaehlungen_05_poe_f000217|Und Tag ist Traum, der zu dir wacht,.|Und Tag ist Traum, der zu dir wacht,.
erzaehlungen_05_poe_f000218|Und Nacht ist Traum und leitet.|Und Nacht ist Traum und leitet.
erzaehlungen_05_poe_f000219|Hin, wo dein dunkles Auge lacht. Und wo dein Fuß hinschreitet,.|Hin, wo dein dunkles Auge lacht. Und wo dein Fuß hinschreitet,.
erzaehlungen_05_poe_f000220|Der in ätherischen Tänzen sacht –. Auf welchen Sternen gleitet?|Der in ätherischen Tänzen sacht -. Auf welchen Sternen gleitet?
erzaehlungen_05_poe_f000221|O schwarzer Tag – o Wogenbrand,. Der dich von mir gerissen,.|O schwarzer Tag - o Wogenbrand,. Der dich von mir gerissen,.
erzaehlungen_05_poe_f000222|Von Liebe fort zu greisem Stand. Auf ein unheilig Kissen,.|Von Liebe fort zu greisem Stand. Auf ein unheilig Kissen,.
erzaehlungen_05_poe_f000223|Von Weiden fort am Nebelstrand,. Die um dich weinen müssen!|Von Weiden fort am Nebelstrand,. Die um dich weinen müssen!
erzaehlungen_05_poe_f000224|Daß diese Zeilen in Englisch geschrieben waren – in einer Sprache|Daß diese Zeilen in Englisch geschrieben waren - in einer Sprache
erzaehlungen_05_poe_f000225|mit der ich den Verfasser nicht vertraut geglaubt hätte –, setzte mich nicht wenig in Erstaunen.|mit der ich den Verfasser nicht vertraut geglaubt hätte -, setzte mich nicht wenig in Erstaunen.
erzaehlungen_05_poe_f000226|Ich wußte, daß er sehr umfangreiche Kenntnisse besaß und auch besondere Freude darin fand|Ich wußte, daß er sehr umfangreiche Kenntnisse besaß und auch besondere Freude darin fand
erzaehlungen_05_poe_f000227|sie anderen zu verbergen, so daß die Tatsache an sich mich nicht weiter überraschte.|sie anderen zu verbergen, so daß die Tatsache an sich mich nicht weiter überraschte.
erzaehlungen_05_poe_f000228|Das Datum aber, muß ich bekennen, verblüffte mich gar sehr.|Das Datum aber, muß ich bekennen, verblüffte mich gar sehr.
erzaehlungen_05_poe_f000229|Das Ortsdatum lautete ursprünglich ›London‹, war aber später überkritzelt worden – jedoch nicht so|Das Ortsdatum lautete ursprünglich London, war aber später überkritzelt worden - jedoch nicht so
erzaehlungen_05_poe_f000230|daß ein sorgfältig suchendes Auge nicht den ursprünglichen Ortsnamen hätte hindurchlesen können.|daß ein sorgfältig suchendes Auge nicht den ursprünglichen Ortsnamen hätte hindurchlesen können.
erzaehlungen_05_poe_f000231|Ich sage, das verblüffte mich gar sehr, denn ich entsann mich gut|Ich sage, das verblüffte mich gar sehr, denn ich entsann mich gut
erzaehlungen_05_poe_f000232|daß ich in einer früheren Unterhaltung meinen Freund einmal gefragt hatte|daß ich in einer früheren Unterhaltung meinen Freund einmal gefragt hatte
erzaehlungen_05_poe_f000233|ob er irgendwann einmal in London der Marchesa di Mentoni begegnet sei|ob er irgendwann einmal in London der Marchesa di Mentoni begegnet sei
erzaehlungen_05_poe_f000234|die vor ihrer Verheiratung mehrere Jahre in jener Stadt gelebt, und seine Antwort hatte|die vor ihrer Verheiratung mehrere Jahre in jener Stadt gelebt, und seine Antwort hatte
erzaehlungen_05_poe_f000235|wenn ich mich nicht irre, mir zu verstehen gegeben, daß er die Hauptstadt Großbritanniens niemals besucht habe.|wenn ich mich nicht irre, mir zu verstehen gegeben, daß er die Hauptstadt Großbritanniens niemals besucht habe.
erzaehlungen_05_poe_f000236|Ich möchte hier aber auch erwähnen, daß ich mehr als einmal hörte (ohne natürlich solchen unwahrscheinlichen Gerüchten Glauben zu schenken)|Ich möchte hier aber auch erwähnen, daß ich mehr als einmal hörte ohne natürlich solchen unwahrscheinlichen Gerüchten Glauben zu schenken
erzaehlungen_05_poe_f000237|der Mann, von dem ich spreche, sei nicht nur der Geburt, sondern auch der Erziehung nach ein Engländer.|der Mann, von dem ich spreche, sei nicht nur der Geburt, sondern auch der Erziehung nach ein Engländer.
erzaehlungen_05_poe_f000238|»Da ist ein Gemälde«, sagte er, ohne gewahr zu werden, daß ich in der Tragödie blätterte|Da ist ein Gemälde, sagte er, ohne gewahr zu werden, daß ich in der Tragödie blätterte
erzaehlungen_05_poe_f000239|»da ist noch ein Gemälde, das Sie noch nicht gesehen haben.|da ist noch ein Gemälde, das Sie noch nicht gesehen haben.
erzaehlungen_05_poe_f000240|« Und den Vorhang beiseite schleudernd, enthüllte er das lebensgroße Porträt der Marchesa Aphrodite.| Und den Vorhang beiseite schleudernd, enthüllte er das lebensgroße Porträt der Marchesa Aphrodite.
erzaehlungen_05_poe_f000241|Menschenkunst konnte nicht mehr in der Schilderung übermenschlicher Schönheit tun! Dieselbe himmlische Gestalt|Menschenkunst konnte nicht mehr in der Schilderung übermenschlicher Schönheit tun! Dieselbe himmlische Gestalt
erzaehlungen_05_poe_f000242|die in der vergangenen Nacht auf den Stufen des Dogenpalastes vor mir gestanden, stand noch einmal vor mir.|die in der vergangenen Nacht auf den Stufen des Dogenpalastes vor mir gestanden, stand noch einmal vor mir.
erzaehlungen_05_poe_f000243|Doch im Ausdruck des Gesichtes, das über und über in Lächeln erstrahlte|Doch im Ausdruck des Gesichtes, das über und über in Lächeln erstrahlte
erzaehlungen_05_poe_f000244|lauerte schon (unbegreiflicher Widerspruch!) jener kleidsame Schatten der Melancholie, der von vollendeter Schönheit stets untrennbar ist.|lauerte schon unbegreiflicher Widerspruch! jener kleidsame Schatten der Melancholie, der von vollendeter Schönheit stets untrennbar ist.
erzaehlungen_05_poe_f000245|Ihr rechter Arm lag über der Brust, der linke hing herab auf eine eigentümlich geformte Urne.|Ihr rechter Arm lag über der Brust, der linke hing herab auf eine eigentümlich geformte Urne.
erzaehlungen_05_poe_f000246|Der eine schmale Elfenfuß, der sichtbar war, berührte nackt den Boden;|Der eine schmale Elfenfuß, der sichtbar war, berührte nackt den Boden;
erzaehlungen_05_poe_f000247|und kaum erkennbar in der leuchtenden Luft, die ihre Lieblichkeit umwob, breiteten sich ein paar hauchzarte Schwingen.|und kaum erkennbar in der leuchtenden Luft, die ihre Lieblichkeit umwob, breiteten sich ein paar hauchzarte Schwingen.
