novelle11_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle11_02_pirandello_f000116|fors’anche neppure il desiderio di tornare laggiú a riprendersela, quella sua vita.|forsanche neppure il desiderio di tornare laggiú a riprendersela, quella sua vita.
novelle11_02_pirandello_f000117|Ma no, ecco: una gran tenerezza, di pietà per sé, gli risorse a un tratto e gli s’arruffò tutta dentro come in un brivido d’orrore|Ma no, ecco: una gran tenerezza, di pietà per sé, gli risorse a un tratto e gli sarruffò tutta dentro come in un brivido dorrore
novelle11_02_pirandello_f000118|appena vide entrare uno di quei tre, carponi nella grotta, col viso nascosto da un fazzoletto rosso,|appena vide entrare uno di quei tre, carponi nella grotta, col viso nascosto da un fazzoletto rosso,
novelle11_02_pirandello_f000119|forato all’altezza degli occhi. Gli guardò subito le mani. No, nessun’arma.|forato allaltezza degli occhi. Gli guardò subito le mani. No, nessunarma.
novelle11_02_pirandello_f000120|Una matita nuova, di quelle da un soldo, non ancora temperata.|Una matita nuova, di quelle da un soldo, non ancora temperata.
novelle11_02_pirandello_f000121|E nell’altra mano, per terra, un rozzo foglietto di carta da lettere tutto brancicato, con la busta in mezzo.|E nellaltra mano, per terra, un rozzo foglietto di carta da lettere tutto brancicato, con la busta in mezzo.
novelle11_02_pirandello_f000122|Alleggerito, senza volerlo, sorrise;|Alleggerito, senza volerlo, sorrise;
novelle11_02_pirandello_f000123|mentre nella grotta entravano gli altri due, anch’essi carponi e bendati.|mentre nella grotta entravano gli altri due, anchessi carponi e bendati.
novelle11_02_pirandello_f000124|Uno gli s’appressò e gli sciolse le mani soltanto.|Uno gli sappressò e gli sciolse le mani soltanto.
novelle11_02_pirandello_f000125|Il primo disse: — Giudizio! Scrivete! Gli parve di riconoscerlo alla voce. Ma sí, Manuzza;|Il primo disse: - Giudizio! Scrivete! Gli parve di riconoscerlo alla voce. Ma sí, Manuzza;
novelle11_02_pirandello_f000126|detto cosí perché aveva un braccio più corto dell’altro.|detto cosí perché aveva un braccio più corto dellaltro.
novelle11_02_pirandello_f000127|Oh, e allora… Ma era proprio lui? Gli guardò il braccio manco. Lui, sí.|Oh, e allora Ma era proprio lui? Gli guardò il braccio manco. Lui, sí.
novelle11_02_pirandello_f000128|E certo anche gli altri due avrebbe riconosciuti subito, se si fossero tolta la benda.|E certo anche gli altri due avrebbe riconosciuti subito, se si fossero tolta la benda.
novelle11_02_pirandello_f000129|Conosceva tutta la cittadinanza. Disse allora: — Io, giudizio?|Conosceva tutta la cittadinanza. Disse allora: - Io, giudizio?
novelle11_02_pirandello_f000130|Giudizio voi, figliuoli! A chi volete che scriva? Con che debbo scrivere? con questa? E mostrò la matita. — Perché? Non è matita? — Matita, sí.|Giudizio voi, figliuoli! A chi volete che scriva? Con che debbo scrivere? con questa? E mostrò la matita. - Perché? Non è matita? - Matita, sí.
novelle11_02_pirandello_f000131|Ma voi non sapete neppure come s’adopera. — Perché?|Ma voi non sapete neppure come sadopera. - Perché?
novelle11_02_pirandello_f000132|— Ma bisognerà prima temperarla. — Temperarla?|- Ma bisognerà prima temperarla. - Temperarla?
novelle11_02_pirandello_f000133|— Con un temperino, già, qua in punta… — Temperino, niente! E Manuzza ripeté: — Giudizio! giudizio|- Con un temperino, già, qua in punta - Temperino, niente! E Manuzza ripeté: - Giudizio! giudizio
novelle11_02_pirandello_f000134|sacramento! — Giudizio, sí, Manuzza mio… — Ah, — gridò questi. — M’avete riconosciuto?|sacramento! - Giudizio, sí, Manuzza mio - Ah, - gridò questi. - Mavete riconosciuto?
novelle11_02_pirandello_f000135|— Abbi pazienza, ti nascondi la faccia e lasci scoperto il braccio?|- Abbi pazienza, ti nascondi la faccia e lasci scoperto il braccio?
novelle11_02_pirandello_f000136|Levati codesto fazzoletto e guardami negli occhi. Fai questo, a me?|Levati codesto fazzoletto e guardami negli occhi. Fai questo, a me?
novelle11_02_pirandello_f000137|— Senza tante chiacchiere, — gridò Manuzza, strappandosi con ira il fazzoletto dalla faccia.|- Senza tante chiacchiere, - gridò Manuzza, strappandosi con ira il fazzoletto dalla faccia.
novelle11_02_pirandello_f000138|— V’ho detto giudizio! Scrivete, o v’ammazzo! — Ma sí, sono pronto, — si rimise il Guarnotta.|- Vho detto giudizio! Scrivete, o vammazzo! - Ma sí, sono pronto, - si rimise il Guarnotta.
novelle11_02_pirandello_f000139|— Quand’avrete temperato la matita.|- Quandavrete temperato la matita.
novelle11_02_pirandello_f000140|Però, se mi lasciate dire… Volete danari, è vero, figliuoli? Quanto? — Tre mila onze! — Tre mila? Non volete poco.|Però, se mi lasciate dire Volete danari, è vero, figliuoli? Quanto? - Tre mila onze! - Tre mila? Non volete poco.
novelle11_02_pirandello_f000141|— Voi ce l’avete! Non facciamo storie! — Tre mila onze? — più! più! — Anche più, sí. Ma non a casa, in contanti. Dovrei vendere case, terre.|- Voi ce lavete! Non facciamo storie! - Tre mila onze? - più! più! - Anche più, sí. Ma non a casa, in contanti. Dovrei vendere case, terre.
novelle11_02_pirandello_f000142|E vi pare che si possa, cosí, da un giorno all’altro, e senza me?|E vi pare che si possa, cosí, da un giorno allaltro, e senza me?
novelle11_02_pirandello_f000143|— Vuol dire che se le faranno prestare! — Chi?|- Vuol dire che se le faranno prestare! - Chi?
novelle11_02_pirandello_f000144|— Vostra moglie e i vostri nipoti! Il Guarnotta sorrise amaramente e provò a rizzarsi su un gomito.|- Vostra moglie e i vostri nipoti! Il Guarnotta sorrise amaramente e provò a rizzarsi su un gomito.
novelle11_02_pirandello_f000145|— Volevo dirvi questo, appunto, — rispose.|- Volevo dirvi questo, appunto, - rispose.
novelle11_02_pirandello_f000146|— Figliuoli miei, avete sbagliato.|- Figliuoli miei, avete sbagliato.
novelle11_02_pirandello_f000147|Contate su mia moglie e sui suoi nipoti?|Contate su mia moglie e sui suoi nipoti?
novelle11_02_pirandello_f000148|Se volete ammazzarmi, è un conto: sono qua: ammazzatemi, e non se ne parli più.|Se volete ammazzarmi, è un conto: sono qua: ammazzatemi, e non se ne parli più.
novelle11_02_pirandello_f000149|Ma se volete danari, non potete averli che da me, e a patto di lasciarmi andare a casa. — Che dite? a casa? Voi?|Ma se volete danari, non potete averli che da me, e a patto di lasciarmi andare a casa. - Che dite? a casa? Voi?
novelle11_02_pirandello_f000150|Fossimo matti! Scherzate! — E allora… — sospirò il Guarnotta.|Fossimo matti! Scherzate! - E allora - sospirò il Guarnotta.
novelle11_02_pirandello_f000151|Manuzza strappò di mano rabbiosamente il foglietto da lettere al compagno e ripeté: — Senza tante chiacchiere|Manuzza strappò di mano rabbiosamente il foglietto da lettere al compagno e ripeté: - Senza tante chiacchiere
novelle11_02_pirandello_f000152|v’ho detto, scrivete! La matita… Ah già, bisogna temperarla… Come si tempera? Il Guarnotta spiegò come;|vho detto, scrivete! La matita Ah già, bisogna temperarla Come si tempera? Il Guarnotta spiegò come;
novelle11_02_pirandello_f000153|e i tre allora, dopo essersi guardati negli occhi, uscirono dalla grotta.|e i tre allora, dopo essersi guardati negli occhi, uscirono dalla grotta.
novelle11_02_pirandello_f000154|Nel vederli uscire, cosí carponi, come tre bestie, non poté fare a meno di sorridere ancora una volta, il Guarnotta.|Nel vederli uscire, cosí carponi, come tre bestie, non poté fare a meno di sorridere ancora una volta, il Guarnotta.
novelle11_02_pirandello_f000155|Pensò che ora di là si sarebbero messi in tre a temperare quella matita, e che forse|Pensò che ora di là si sarebbero messi in tre a temperare quella matita, e che forse
novelle11_02_pirandello_f000156|a furia di potarla come un ramo d’albero, non ne sarebbero venuti a capo.|a furia di potarla come un ramo dalbero, non ne sarebbero venuti a capo.
novelle11_02_pirandello_f000157|Già, ma lui ne sorrideva, e forse la sua vita in quel punto dipendeva dalla ridicola difficoltà che quei tre incontravano in quell’operazione per loro nuova: forse|Già, ma lui ne sorrideva, e forse la sua vita in quel punto dipendeva dalla ridicola difficoltà che quei tre incontravano in quelloperazione per loro nuova: forse
novelle11_02_pirandello_f000158|stizziti di vedersi mancare in mano la matita a pezzo a pezzo|stizziti di vedersi mancare in mano la matita a pezzo a pezzo
novelle11_02_pirandello_f000159|sarebbero rientrati a fargli la prova che se i loro coltelli non erano buoni da temperare una matita, erano però buoni da scannarlo.|sarebbero rientrati a fargli la prova che se i loro coltelli non erano buoni da temperare una matita, erano però buoni da scannarlo.
novelle11_02_pirandello_f000160|E aveva fatto male, un errore imperdonabile aveva commesso a dichiarare a quel Manuzza d’averlo riconosciuto.|E aveva fatto male, un errore imperdonabile aveva commesso a dichiarare a quel Manuzza daverlo riconosciuto.
novelle11_02_pirandello_f000161|– Ecco: si bisticciavano di là, sbuffavano, bestemmiavano… Certo|- Ecco: si bisticciavano di là, sbuffavano, bestemmiavano Certo
novelle11_02_pirandello_f000162|si passavano dall’uno all’altro quella povera matita da un soldo sempre più corta.|si passavano dalluno allaltro quella povera matita da un soldo sempre più corta.
novelle11_02_pirandello_f000163|Chi sa che coltelli avevano in mano, in quelle loro manacce scabre e cretose.|Chi sa che coltelli avevano in mano, in quelle loro manacce scabre e cretose.
novelle11_02_pirandello_f000164|Eccoli che rientravano a uno a uno, sconfitti.|Eccoli che rientravano a uno a uno, sconfitti.
novelle11_02_pirandello_f000165|— Legno lasco, — disse Manuzza.|- Legno lasco, - disse Manuzza.
novelle11_02_pirandello_f000166|— Una schifezza! Voi che sapete scrivere non ce n’avreste in tasca un’altra bell’e temperata, per combinazione?|- Una schifezza! Voi che sapete scrivere non ce navreste in tasca unaltra belle temperata, per combinazione?
novelle11_02_pirandello_f000167|— Non ce l’ho, figliuoli, — rispose il Guarnotta. — Ma è inutile, v’assicuro.|- Non ce lho, figliuoli, - rispose il Guarnotta. - Ma è inutile, vassicuro.
novelle11_02_pirandello_f000168|Avrei scritto, se mi davate da scrivere; ma a chi? A mia moglie e a quei nipoti?|Avrei scritto, se mi davate da scrivere; ma a chi? A mia moglie e a quei nipoti?
novelle11_02_pirandello_f000169|Quei nipoti sono suoi e non miei, capite?|Quei nipoti sono suoi e non miei, capite?
novelle11_02_pirandello_f000170|E nessuno avrebbe risposto, siatene pur certi;|E nessuno avrebbe risposto, siatene pur certi;
novelle11_02_pirandello_f000171|avrebbero finto di non aver ricevuto la lettera minatoria, e addio.|avrebbero finto di non aver ricevuto la lettera minatoria, e addio.
novelle11_02_pirandello_f000172|Se volete danari da loro, non dovevate buttarvi in prima su me:|Se volete danari da loro, non dovevate buttarvi in prima su me:
novelle11_02_pirandello_f000173|dovevate invece andare da loro e accordarvi: tanto — poniamo mille onze — per ammazzarmi.|dovevate invece andare da loro e accordarvi: tanto - poniamo mille onze - per ammazzarmi.
novelle11_02_pirandello_f000174|Non ve l’avrebbero date nemmeno;|Non ve lavrebbero date nemmeno;
novelle11_02_pirandello_f000175|perché la mia morte, la desiderano sí, ma sono vecchio;|perché la mia morte, la desiderano sí, ma sono vecchio;
novelle11_02_pirandello_f000176|se la aspettano dunque da Dio gratis e senza rimorsi, tra quattro giorni.|se la aspettano dunque da Dio gratis e senza rimorsi, tra quattro giorni.
novelle11_02_pirandello_f000177|Pretendete sul serio che vi diano un centesimo, un solo centesimo, per la mia vita? Avete sbagliato.|Pretendete sul serio che vi diano un centesimo, un solo centesimo, per la mia vita? Avete sbagliato.
novelle11_02_pirandello_f000178|La mia vita a me soltanto può premere. Non mi preme, ve lo giuro;|La mia vita a me soltanto può premere. Non mi preme, ve lo giuro;
novelle11_02_pirandello_f000179|ma certo, morire cosí, di mala morte, non mi piacerebbe;|ma certo, morire cosí, di mala morte, non mi piacerebbe;
novelle11_02_pirandello_f000180|e solo per non morire cosí, vi prometto e giuro su la sant’anima di mio figlio che appena posso|e solo per non morire cosí, vi prometto e giuro su la santanima di mio figlio che appena posso
novelle11_02_pirandello_f000181|fra due, tre giorni, verrò io stesso a portarvi il danaro al posto che m’indicherete. — Dopo averci denunziato?|fra due, tre giorni, verrò io stesso a portarvi il danaro al posto che mindicherete. - Dopo averci denunziato?
novelle11_02_pirandello_f000182|— Vi giuro di no! Vi giuro che non fiaterò con nessuno! Si tratta della vita! — Ora. Ma quando sarete libero?|- Vi giuro di no! Vi giuro che non fiaterò con nessuno! Si tratta della vita! - Ora. Ma quando sarete libero?
novelle11_02_pirandello_f000183|Prima di andare a casa, andrete a fare la denunzia.|Prima di andare a casa, andrete a fare la denunzia.
novelle11_02_pirandello_f000184|— Vi giuro di no! Certo, dovete aver fiducia.|- Vi giuro di no! Certo, dovete aver fiducia.
novelle11_02_pirandello_f000185|Pensate ch’io vado ogni giorno in campagna. La mia vita è là, tra voi;|Pensate chio vado ogni giorno in campagna. La mia vita è là, tra voi;
novelle11_02_pirandello_f000186|e io sono stato sempre come un padre per voi.|e io sono stato sempre come un padre per voi.
novelle11_02_pirandello_f000187|Mi avete sempre rispettato, santo Dio, e ora… Pensate che vorrei espormi al rischio d’una vendetta?|Mi avete sempre rispettato, santo Dio, e ora Pensate che vorrei espormi al rischio duna vendetta?
novelle11_02_pirandello_f000188|Abbiate fiducia, lasciatemi ritornare a casa e state sicuri che avrete il danaro… Non risposero più.|Abbiate fiducia, lasciatemi ritornare a casa e state sicuri che avrete il danaro Non risposero più.
novelle11_02_pirandello_f000189|Tornarono a guardarsi negli occhi, e uscirono di nuovo dalla grotta, carponi.|Tornarono a guardarsi negli occhi, e uscirono di nuovo dalla grotta, carponi.
novelle11_02_pirandello_f000190|Per tutta la giornata non li rivide più.|Per tutta la giornata non li rivide più.
novelle11_02_pirandello_f000191|Li udí un pezzo, dapprima, discutere fuori della grotta; poi non udí più nulla.|Li udí un pezzo, dapprima, discutere fuori della grotta; poi non udí più nulla.
novelle11_02_pirandello_f000192|Aspettò, rivolgendo in mente tutte le supposizioni intorno a ciò che avessero potuto decidere.|Aspettò, rivolgendo in mente tutte le supposizioni intorno a ciò che avessero potuto decidere.
novelle11_02_pirandello_f000193|Gli parve certo questo: ch’era caduto in mano di tre stupidi, novizii, forse, anzi senza dubbio al loro primo delitto.|Gli parve certo questo: chera caduto in mano di tre stupidi, novizii, forse, anzi senza dubbio al loro primo delitto.
novelle11_02_pirandello_f000194|Ci s’erano buttati come ciechi, senza considerare prima le sue condizioni di famiglia; solo pensando ai suoi danari.|Ci serano buttati come ciechi, senza considerare prima le sue condizioni di famiglia; solo pensando ai suoi danari.
novelle11_02_pirandello_f000195|Ora, convinti dello sbaglio commesso, non sapevano più, o non vedevano ancora, come cavarsene.|Ora, convinti dello sbaglio commesso, non sapevano più, o non vedevano ancora, come cavarsene.
novelle11_02_pirandello_f000196|Del giuramento che non sarebbero stati denunziati, nessuno dei tre si sarebbe fidato;|Del giuramento che non sarebbero stati denunziati, nessuno dei tre si sarebbe fidato;
novelle11_02_pirandello_f000197|meno di tutti Manuzza ch’era stato riconosciuto. E allora?|meno di tutti Manuzza chera stato riconosciuto. E allora?
novelle11_02_pirandello_f000198|Allora, non gli restava da augurarsi altro, che a nessuno dei tre sorgesse il pentimento dello stupido atto compiuto invano|Allora, non gli restava da augurarsi altro, che a nessuno dei tre sorgesse il pentimento dello stupido atto compiuto invano
novelle11_02_pirandello_f000199|e insieme il desiderio di cancellarlo per rimettersi sulla buona via;|e insieme il desiderio di cancellarlo per rimettersi sulla buona via;
novelle11_02_pirandello_f000200|che tutti e tre, invece, risoluti a vivere fuori d’ogni legge, a commettere altri delitti|che tutti e tre, invece, risoluti a vivere fuori dogni legge, a commettere altri delitti
novelle11_02_pirandello_f000201|non dovessero intanto curarsi di cancellare ogni traccia di questo primo e di gravarsene inutilmente la coscienza.|non dovessero intanto curarsi di cancellare ogni traccia di questo primo e di gravarsene inutilmente la coscienza.
novelle11_02_pirandello_f000202|Perché, riconosciuto lo sbaglio e risoluti a restare tre birbaccioni al bando|Perché, riconosciuto lo sbaglio e risoluti a restare tre birbaccioni al bando
novelle11_02_pirandello_f000203|potevano fargli salva la vita e lasciarlo andare senza curarsi della denunzia;|potevano fargli salva la vita e lasciarlo andare senza curarsi della denunzia;
novelle11_02_pirandello_f000204|ma, se volevano ritornare sulla buona via, pentiti, allora per forza|ma, se volevano ritornare sulla buona via, pentiti, allora per forza
novelle11_02_pirandello_f000205|a impedire la denunzia di cui si tenevano certi, dovevano assassinarlo.|a impedire la denunzia di cui si tenevano certi, dovevano assassinarlo.
novelle11_02_pirandello_f000206|Ne seguiva, che Dio doveva dunque ajutarlo ad aprir loro la mente;|Ne seguiva, che Dio doveva dunque ajutarlo ad aprir loro la mente;
novelle11_02_pirandello_f000207|perché riconoscessero che nessun profitto si ricava a voler restare galantuomini.|perché riconoscessero che nessun profitto si ricava a voler restare galantuomini.
novelle11_02_pirandello_f000208|Cosa non difficile con loro, visto che la buona intenzione di gettarsi alla perdizione l’avevano dimostrata, catturandolo.|Cosa non difficile con loro, visto che la buona intenzione di gettarsi alla perdizione lavevano dimostrata, catturandolo.
novelle11_02_pirandello_f000209|Ma c’era da temere pur troppo del disinganno che avevano dovuto provare cosí a prima giunta|Ma cera da temere pur troppo del disinganno che avevano dovuto provare cosí a prima giunta
novelle11_02_pirandello_f000210|toccando con mano il grosso sbaglio commesso appena incamminati sulla nuova via.|toccando con mano il grosso sbaglio commesso appena incamminati sulla nuova via.
novelle11_02_pirandello_f000211|E fa presto un disinganno a cangiarsi in pentimento e in voglia di ritrarsi da un cammino che cominci male.|E fa presto un disinganno a cangiarsi in pentimento e in voglia di ritrarsi da un cammino che cominci male.
novelle11_02_pirandello_f000212|Per tirarsene indietro, cancellandovi ogni orma dei primi passi, la logica, sí, portava a commettere un delitto;|Per tirarsene indietro, cancellandovi ogni orma dei primi passi, la logica, sí, portava a commettere un delitto;
novelle11_02_pirandello_f000213|ma, a volerlo scansare, la stessa logica non li avrebbe portati ad avventurarsi per quel cammino in cerca d’altri delitti?|ma, a volerlo scansare, la stessa logica non li avrebbe portati ad avventurarsi per quel cammino in cerca daltri delitti?
novelle11_02_pirandello_f000214|E allora, meglio quest’uno qua a principio, che poteva restar nascosto e senza traccia, che tanti là allo scoperto e allo sbaraglio.|E allora, meglio questuno qua a principio, che poteva restar nascosto e senza traccia, che tanti là allo scoperto e allo sbaraglio.
novelle11_02_pirandello_f000215|A costo di quest’uno, potevano avere ancora speranza di salvarsi, se non di fronte alla loro coscienza, di fronte agli uomini;|A costo di questuno, potevano avere ancora speranza di salvarsi, se non di fronte alla loro coscienza, di fronte agli uomini;
novelle11_02_pirandello_f000216|a volerlo scansare, si sarebbero certo perduti.|a volerlo scansare, si sarebbero certo perduti.
novelle11_02_pirandello_f000217|Conclusione di queste tormentose riflessioni: la certezza che oggi o domani|Conclusione di queste tormentose riflessioni: la certezza che oggi o domani
novelle11_02_pirandello_f000218|forse quella notte stessa, nel sonno, lo avrebbero assassinato.|forse quella notte stessa, nel sonno, lo avrebbero assassinato.
novelle11_02_pirandello_f000219|Attese, fino a tanto che nella grotta non si fece bujo.|Attese, fino a tanto che nella grotta non si fece bujo.
novelle11_02_pirandello_f000220|Allora, al pensiero che quel silenzio, e la stanchezza potessero su lui più della paura di cedere al sonno|Allora, al pensiero che quel silenzio, e la stanchezza potessero su lui più della paura di cedere al sonno
novelle11_02_pirandello_f000221|sentí dalla testa ai piedi un fremito di tutto il suo istinto bestiale che lo spingeva|sentí dalla testa ai piedi un fremito di tutto il suo istinto bestiale che lo spingeva
novelle11_02_pirandello_f000222|pur cosí con le mani e i piedi ancora legati, a uscir fuori della grotta a forza di gomiti, strisciando come un verme per terra;|pur cosí con le mani e i piedi ancora legati, a uscir fuori della grotta a forza di gomiti, strisciando come un verme per terra;
novelle11_02_pirandello_f000223|e dovette penar tanto a persuadere a quel suo istinto atterrito di fare quanto meno rumore fosse possibile;|e dovette penar tanto a persuadere a quel suo istinto atterrito di fare quanto meno rumore fosse possibile;
novelle11_02_pirandello_f000224|perché poi, tanto, che sperava sporgendo il capo come una lucertola fuori della tana?|perché poi, tanto, che sperava sporgendo il capo come una lucertola fuori della tana?
novelle11_02_pirandello_f000225|Niente! vedere il cielo almeno, e vederla lí fuori, all’aperto, con gli occhi|Niente! vedere il cielo almeno, e vederla lí fuori, allaperto, con gli occhi
novelle11_02_pirandello_f000226|la morte, senza che gli fosse inflitta a tradimento nel sonno. Questo, almeno.|la morte, senza che gli fosse inflitta a tradimento nel sonno. Questo, almeno.
novelle11_02_pirandello_f000227|Ah, ecco… Zitto! Era lume di luna?|Ah, ecco Zitto! Era lume di luna?
novelle11_02_pirandello_f000228|Luna nuova, sí, e tante stelle… Che serata! Dov’era?|Luna nuova, sí, e tante stelle Che serata! Dovera?
novelle11_02_pirandello_f000229|Su una montagna… Che aria e che altro silenzio! Forse era il monte Caltafaraci, quello, o il San Benedetto… E allora, quello là?|Su una montagna Che aria e che altro silenzio! Forse era il monte Caltafaraci, quello, o il San Benedetto E allora, quello là?
novelle11_02_pirandello_f000230|Il piano di Consòlida, o il piano di Clerici?|Il piano di Consòlida, o il piano di Clerici?
novelle11_02_pirandello_f000231|Sí, e quella là verso ponente doveva essere la montagna di Carapezza.|Sí, e quella là verso ponente doveva essere la montagna di Carapezza.
novelle11_02_pirandello_f000232|Ma allora quei lumetti là, esitanti, come sprazzi di lucciole nella chiaria opalina della luna? Quelli di Girgenti?|Ma allora quei lumetti là, esitanti, come sprazzi di lucciole nella chiaria opalina della luna? Quelli di Girgenti?
novelle11_02_pirandello_f000233|Ma dunque… oh Dio, dunque era proprio vicino?|Ma dunque oh Dio, dunque era proprio vicino?
novelle11_02_pirandello_f000234|E gli pareva che lo avessero fatto camminare tanto… tanto… Allungò lo sguardo intorno|E gli pareva che lo avessero fatto camminare tanto tanto Allungò lo sguardo intorno
novelle11_02_pirandello_f000235|quasi gl’incutesse paura la speranza che quelli lo avessero lasciato lí e se ne fossero andati.|quasi glincutesse paura la speranza che quelli lo avessero lasciato lí e se ne fossero andati.
novelle11_02_pirandello_f000236|Nero, immobile, accoccolato come un grosso gufo su un greppo cretoso della montagna, uno dei tre|Nero, immobile, accoccolato come un grosso gufo su un greppo cretoso della montagna, uno dei tre
novelle11_02_pirandello_f000237|rimasto a guardia, si stagliava preciso nella chiara soffusione dell’albor lunare. Dormiva?|rimasto a guardia, si stagliava preciso nella chiara soffusione dellalbor lunare. Dormiva?
novelle11_02_pirandello_f000238|Fece per sporgersi un po’, ma subito lo sforzo gli s’allentò nelle braccia alla voce di colui|Fece per sporgersi un po, ma subito lo sforzo gli sallentò nelle braccia alla voce di colui
novelle11_02_pirandello_f000239|che, senza scomporsi, gli diceva: — Vi sto guardando, don Vicè! Rientrate, o vi sparo.|che, senza scomporsi, gli diceva: - Vi sto guardando, don Vicè! Rientrate, o vi sparo.
novelle11_02_pirandello_f000240|Non fiatò, come se volesse far nascere in colui il dubbio d’essersi ingannato, rimase lí quatto a spiare.|Non fiatò, come se volesse far nascere in colui il dubbio dessersi ingannato, rimase lí quatto a spiare.
novelle11_02_pirandello_f000241|Ma colui ripeté: — Vi sto guardando.|Ma colui ripeté: - Vi sto guardando.
novelle11_02_pirandello_f000242|— Lasciami prendere una boccata d’aria, — gli disse allora. — Qua si soffoca. Mi volete lasciare cosí? Ho sete.|- Lasciami prendere una boccata daria, - gli disse allora. - Qua si soffoca. Mi volete lasciare cosí? Ho sete.
novelle11_02_pirandello_f000243|Colui si scrollò minacciosamente: — Oh! se volete restare costí, dev’essere a patto di non fiatare.|Colui si scrollò minacciosamente: - Oh! se volete restare costí, devessere a patto di non fiatare.
novelle11_02_pirandello_f000244|Ho sete anch’io e sono digiuno come voi.|Ho sete anchio e sono digiuno come voi.
novelle11_02_pirandello_f000245|Silenzio, o vi faccio rientrare. Silenzio.|Silenzio, o vi faccio rientrare. Silenzio.
novelle11_02_pirandello_f000246|E quella luna che rivelava tanta vista di tranquilli piani e di monti… e il sollievo di tutta quell’aria|E quella luna che rivelava tanta vista di tranquilli piani e di monti e il sollievo di tutta quellaria
novelle11_02_pirandello_f000247|almeno… e il sospiro lontano di quei lumetti là del suo paese… Ma dov’erano andati gli altri due?|almeno e il sospiro lontano di quei lumetti là del suo paese Ma doverano andati gli altri due?
novelle11_02_pirandello_f000248|Avevano lasciato a questo terzo l’incarico d’ucciderlo durante la notte? E perché non subito? Che aspettava colui?|Avevano lasciato a questo terzo lincarico ducciderlo durante la notte? E perché non subito? Che aspettava colui?
novelle11_02_pirandello_f000249|Aspettava forse nella notte il ritorno degli altri due?|Aspettava forse nella notte il ritorno degli altri due?
novelle11_02_pirandello_f000250|Fu di nuovo tentato di parlare, ma si trattenne.|Fu di nuovo tentato di parlare, ma si trattenne.
novelle11_02_pirandello_f000251|Tanto, se avevano deciso cosí… Volse gli occhi al greppo dove colui stava seduto: lo vide ricomposto nel primo atteggiamento. Chi era?|Tanto, se avevano deciso cosí Volse gli occhi al greppo dove colui stava seduto: lo vide ricomposto nel primo atteggiamento. Chi era?
novelle11_02_pirandello_f000252|Alla voce, poc’anzi, gli era parso uno di Grotte, grosso borgo tra le zolfare. Che fosse Fillicò? Possibile?|Alla voce, pocanzi, gli era parso uno di Grotte, grosso borgo tra le zolfare. Che fosse Fillicò? Possibile?
novelle11_02_pirandello_f000253|Buon uomo, tutto d’un pezzo, bestia da lavoro, di poche parole… Se era lui veramente|Buon uomo, tutto dun pezzo, bestia da lavoro, di poche parole Se era lui veramente
novelle11_02_pirandello_f000254|guaj! Cosí taciturno e duro, se era riuscito a smuoversi dalla bontà, guaj. Non poté più reggere;|guaj! Cosí taciturno e duro, se era riuscito a smuoversi dalla bontà, guaj. Non poté più reggere;
novelle11_02_pirandello_f000255|e, con una voce quasi involontaria, vuota d’ogni intenzione|e, con una voce quasi involontaria, vuota dogni intenzione
novelle11_02_pirandello_f000256|quasi dovesse arrivare a colui come non proferita dalla sua bocca, disse senza domandare: — Fillicò… Colui non si mosse.|quasi dovesse arrivare a colui come non proferita dalla sua bocca, disse senza domandare: - Fillicò Colui non si mosse.
novelle11_02_pirandello_f000257|Il Guarnotta attese un pezzo e ripeté con la stessa voce, come se non fosse lui|Il Guarnotta attese un pezzo e ripeté con la stessa voce, come se non fosse lui
novelle11_02_pirandello_f000258|con gli occhi intenti a un dito che faceva segni sulla rena: — Fillicò… E un brivido|con gli occhi intenti a un dito che faceva segni sulla rena: - Fillicò E un brivido
novelle11_02_pirandello_f000259|questa volta, gli corse la schiena perché s’immaginò che questa sua ostinazione|questa volta, gli corse la schiena perché simmaginò che questa sua ostinazione
novelle11_02_pirandello_f000260|di proferire il nome quasi senza volerlo, dovesse costargli, di rimando, una schioppettata.|di proferire il nome quasi senza volerlo, dovesse costargli, di rimando, una schioppettata.
novelle11_02_pirandello_f000261|Ma neanche questa volta colui si mosse;|Ma neanche questa volta colui si mosse;
novelle11_02_pirandello_f000262|e allora egli esalò in un sospiro d’estrema stanchezza tutto l’orgasmo della disperazione|e allora egli esalò in un sospiro destrema stanchezza tutto lorgasmo della disperazione
novelle11_02_pirandello_f000263|e abbandonò per terra il peso morto della testa come se veramente non avesse più forza né voglia di sorreggerlo.|e abbandonò per terra il peso morto della testa come se veramente non avesse più forza né voglia di sorreggerlo.
novelle11_02_pirandello_f000264|Lí, con la faccia nella rena, con la rena che gli entrava nella bocca come a una bestia morta|Lí, con la faccia nella rena, con la rena che gli entrava nella bocca come a una bestia morta
novelle11_02_pirandello_f000265|senza più curarsi del divieto che colui gli aveva fatto di parlare|senza più curarsi del divieto che colui gli aveva fatto di parlare
novelle11_02_pirandello_f000266|né della minaccia d’una schioppettata, si mise allora a parlare, a farneticare senza fine.|né della minaccia duna schioppettata, si mise allora a parlare, a farneticare senza fine.
novelle11_02_pirandello_f000267|Parlò della bella luna che ora, addio, sarebbe tramontata;|Parlò della bella luna che ora, addio, sarebbe tramontata;
