novelle06_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle06_04_pirandello_f000232|vah! Poteva starsene qua, col su’ sposo che la trattava ’osí perbenino, tranquillo là, poer’omo, come una tartaruga.|vah! Poteva starsene qua, col su sposo che la trattava osí perbenino, tranquillo là, poeromo, come una tartaruga.
novelle06_04_pirandello_f000233|» — Sú via, sor padrone, si faccia animo, sú! ’un stia ’osí, si dia uno sfogo.| - Sú via, sor padrone, si faccia animo, sú! un stia osí, si dia uno sfogo.
novelle06_04_pirandello_f000234|’Gnorantaccia, sa! L’amore… Sa com’è?|Gnorantaccia, sa! Lamore Sa comè?
novelle06_04_pirandello_f000235|L’è come il latte messo al foco, che prima si gonfia, poi alza il bollo e scappa via… Sú, sú, coraggio.|Lè come il latte messo al foco, che prima si gonfia, poi alza il bollo e scappa via Sú, sú, coraggio.
novelle06_04_pirandello_f000236|Si provi un po’ a votarsi il core, sor padrone… ’un stia ’osí! Ma il professor Corvara Amidei|Si provi un po a votarsi il core, sor padrone un stia osí! Ma il professor Corvara Amidei
novelle06_04_pirandello_f000237|a queste ingenue, amorevoli esortazioni, tentenna appena il capo; non dice nulla.|a queste ingenue, amorevoli esortazioni, tentenna appena il capo; non dice nulla.
novelle06_04_pirandello_f000238|Non piange, perché non gl’importa di far conoscere che soffre;|Non piange, perché non glimporta di far conoscere che soffre;
novelle06_04_pirandello_f000239|non vuole intenerire, né chieder conforto o commiserazione.|non vuole intenerire, né chieder conforto o commiserazione.
novelle06_04_pirandello_f000240|È stupito, in fondo, di non provare tutto quel cordoglio che forse qualche volta aveva pensato di dover provare se Satanina o l’amore di lei|È stupito, in fondo, di non provare tutto quel cordoglio che forse qualche volta aveva pensato di dover provare se Satanina o lamore di lei
novelle06_04_pirandello_f000241|per un caso atroce imprevedibile, gli fossero venuti a mancare. Ed ecco: nulla, invece, nulla.|per un caso atroce imprevedibile, gli fossero venuti a mancare. Ed ecco: nulla, invece, nulla.
novelle06_04_pirandello_f000242|S’aspettava forse che il mondo dovesse crollare, o lui per lo meno restarne fulminato.|Saspettava forse che il mondo dovesse crollare, o lui per lo meno restarne fulminato.
novelle06_04_pirandello_f000243|Ed ecco, invece, nulla, nulla.|Ed ecco, invece, nulla, nulla.
novelle06_04_pirandello_f000244|Egli, ora, può licenziare la serva, pagarle il resto della mesata|Egli, ora, può licenziare la serva, pagarle il resto della mesata
novelle06_04_pirandello_f000245|rispondere anche alle altre esortazioni ch’ella gli fa nell’andarsene, col suo solito: — E va bene… E va bene… Rimasto solo|rispondere anche alle altre esortazioni chella gli fa nellandarsene, col suo solito: - E va bene E va bene Rimasto solo
novelle06_04_pirandello_f000246|però, rimessosi a sedere, s’accorge tutt’a un tratto che non ha più voglia neppure d’alzare un dito|però, rimessosi a sedere, saccorge tutta un tratto che non ha più voglia neppure dalzare un dito
novelle06_04_pirandello_f000247|e che il mondo, dunque, davvero è crollato per lui;|e che il mondo, dunque, davvero è crollato per lui;
novelle06_04_pirandello_f000248|ma, cosí, quietamente, senza parere.|ma, cosí, quietamente, senza parere.
novelle06_04_pirandello_f000249|Le sedie stanno lí, l’armadio sta lí, il letto lí… ma per che farne più, ormai?|Le sedie stanno lí, larmadio sta lí, il letto lí ma per che farne più, ormai?
novelle06_04_pirandello_f000250|Egli ora si stropiccia un po’ più forte le gambe con ambo le mani, istintivamente|Egli ora si stropiccia un po più forte le gambe con ambo le mani, istintivamente
novelle06_04_pirandello_f000251|perché si sente preso dal freddo, da un freddo curioso, alle ossa, invadente. Ma non si muove.|perché si sente preso dal freddo, da un freddo curioso, alle ossa, invadente. Ma non si muove.
novelle06_04_pirandello_f000252|Ripete fra sé quelle poche notizie che gli ha dato la servetta: «Il ritratto… Il pittore francese… Ci andava ogni mattina…».|Ripete fra sé quelle poche notizie che gli ha dato la servetta: Il ritratto Il pittore francese Ci andava ogni mattina.
novelle06_04_pirandello_f000253|E ora comincia a battere anche i denti, seguitando a stropicciarsi più forte, senza saperlo, le gambe che gli ballano.|E ora comincia a battere anche i denti, seguitando a stropicciarsi più forte, senza saperlo, le gambe che gli ballano.
novelle06_04_pirandello_f000254|Quelle tre idee: del ritratto, del pittore francese e di lei che ci andava ogni mattina|Quelle tre idee: del ritratto, del pittore francese e di lei che ci andava ogni mattina
novelle06_04_pirandello_f000255|gli si fissano nel cervello, come tre stellette di carta, di quelle che piglian vento e girano.|gli si fissano nel cervello, come tre stellette di carta, di quelle che piglian vento e girano.
novelle06_04_pirandello_f000256|Gli s’annebbia la vista; trema tutto; perde i sensi;|Gli sannebbia la vista; trema tutto; perde i sensi;
novelle06_04_pirandello_f000257|casca dalla seggiola, e resta lí.|casca dalla seggiola, e resta lí.
novelle06_04_pirandello_f000258|Siamo nel marzo del mille novecento quattro.|Siamo nel marzo del mille novecento quattro.
novelle06_04_pirandello_f000259|Sono passati nove anni e dieci mesi.|Sono passati nove anni e dieci mesi.
novelle06_04_pirandello_f000260|Il professor Corvara Amidei non si ricorda più, quasi|Il professor Corvara Amidei non si ricorda più, quasi
novelle06_04_pirandello_f000261|d’essere stato lí lí per morire all’ospedale, allora, dopo quell’esercizio ancora più difficile.|dessere stato lí lí per morire allospedale, allora, dopo quellesercizio ancora più difficile.
novelle06_04_pirandello_f000262|Il pensiero del figlioletto lontano, là, in un paesello della Sabina, lo ha salvato.|Il pensiero del figlioletto lontano, là, in un paesello della Sabina, lo ha salvato.
novelle06_04_pirandello_f000263|Ora egli lo ha con sé, Dolfino.|Ora egli lo ha con sé, Dolfino.
novelle06_04_pirandello_f000264|Ma il povero ragazzo, che ha già dieci anni e par che li abbia proprio per forza, tirati, tirati sú dalle più minuziose cure del babbo|Ma il povero ragazzo, che ha già dieci anni e par che li abbia proprio per forza, tirati, tirati sú dalle più minuziose cure del babbo
novelle06_04_pirandello_f000265|il povero ragazzo corre ahimè il rischio d’aver la stessa fortuna del padre: o forse no|il povero ragazzo corre ahimè il rischio daver la stessa fortuna del padre: o forse no
novelle06_04_pirandello_f000266|si spera: perché, cosí gracile, cosí miserino com’è, sembra accenni piuttosto di volersene andare dello stesso male|si spera: perché, cosí gracile, cosí miserino comè, sembra accenni piuttosto di volersene andare dello stesso male
novelle06_04_pirandello_f000267|di cui il babbo fu minacciato da ragazzo, quand’era al seminario.|di cui il babbo fu minacciato da ragazzo, quandera al seminario.
novelle06_04_pirandello_f000268|Dolfino sapeva, fino all’età di otto anni, che la mamma sua era morta nel darlo alla luce, ma, due anni fa, un bel giorno|Dolfino sapeva, fino alletà di otto anni, che la mamma sua era morta nel darlo alla luce, ma, due anni fa, un bel giorno
novelle06_04_pirandello_f000269|mentre il padre si trovava all’ufficio, aveva veduto entrare in casa una certa signora vestita alla bizzarra|mentre il padre si trovava allufficio, aveva veduto entrare in casa una certa signora vestita alla bizzarra
novelle06_04_pirandello_f000270|incipriata, imbellettata, la quale, fra molte lagrime, aveva avuto il piacere di assicurargli che non era vero niente|incipriata, imbellettata, la quale, fra molte lagrime, aveva avuto il piacere di assicurargli che non era vero niente
novelle06_04_pirandello_f000271|perché la mamma sua, invece, eccola qua, viveva ancora;|perché la mamma sua, invece, eccola qua, viveva ancora;
novelle06_04_pirandello_f000272|era lei, proprio lei, che gli voleva bene, oh tanto! E voleva star sempre con lui e curarlo e carezzarlo giorno e notte cosí|era lei, proprio lei, che gli voleva bene, oh tanto! E voleva star sempre con lui e curarlo e carezzarlo giorno e notte cosí
novelle06_04_pirandello_f000273|come faceva ora, cosí, il figlietto suo bello, il figlietto suo caro.|come faceva ora, cosí, il figlietto suo bello, il figlietto suo caro.
novelle06_04_pirandello_f000274|Se non che, la balia che lo aveva allevato e che, rimasta vedova e sola, era venuta a trovarlo per star con lui|Se non che, la balia che lo aveva allevato e che, rimasta vedova e sola, era venuta a trovarlo per star con lui
novelle06_04_pirandello_f000275|da governante ora e da serva rientrando in casa con la spesa giornaliera|da governante ora e da serva rientrando in casa con la spesa giornaliera
novelle06_04_pirandello_f000276|s’era scagliata addosso a quella femmina, le aveva strappato il ragazzo dalle braccia;|sera scagliata addosso a quella femmina, le aveva strappato il ragazzo dalle braccia;
novelle06_04_pirandello_f000277|e il povero Dolfino, atterrito, aveva sentito ripetere dalla sua balia a colei che si diceva sua madre turpi parole|e il povero Dolfino, atterrito, aveva sentito ripetere dalla sua balia a colei che si diceva sua madre turpi parole
novelle06_04_pirandello_f000278|per cui le due donne eran venute alle mani|per cui le due donne eran venute alle mani
novelle06_04_pirandello_f000279|e n’era seguita una scena orribile, dopo la quale egli aveva dovuto mettersi a letto assalito da una violentissima febbre.|e nera seguita una scena orribile, dopo la quale egli aveva dovuto mettersi a letto assalito da una violentissima febbre.
novelle06_04_pirandello_f000280|Cosmo Antonio Corvara Amidei s’era recato in questura a denunziare quella trista donna|Cosmo Antonio Corvara Amidei sera recato in questura a denunziare quella trista donna
novelle06_04_pirandello_f000281|che – non contenta di tutto il male fatto a lui – voleva farne dell’altro al figliuolo innocente.|che - non contenta di tutto il male fatto a lui - voleva farne dellaltro al figliuolo innocente.
novelle06_04_pirandello_f000282|Satanina, che fin dall’età di diciott’anni, alla morte de padre|Satanina, che fin dalletà di diciottanni, alla morte de padre
novelle06_04_pirandello_f000283|voleva andarsene – come si sa – alla ventura, fuggita col pittore francese che le faceva il ritratto|voleva andarsene - come si sa - alla ventura, fuggita col pittore francese che le faceva il ritratto
novelle06_04_pirandello_f000284|era stata quattr’anni a Parigi, poi a Nizza, poi a Torino, poi a Milano, cadendo man mano sempre più nel fango.|era stata quattranni a Parigi, poi a Nizza, poi a Torino, poi a Milano, cadendo man mano sempre più nel fango.
novelle06_04_pirandello_f000285|Pochi giorni dopo il suo arrivo a Roma, era stata veduta dal marito il quale, nello scorgerla in quello stato|Pochi giorni dopo il suo arrivo a Roma, era stata veduta dal marito il quale, nello scorgerla in quello stato
novelle06_04_pirandello_f000286|quantunque già se lo fosse immaginato|quantunque già se lo fosse immaginato
novelle06_04_pirandello_f000287|s’era sentito mancare in mezzo alla via ed era stato condotto in una farmacia, sorretto per le ascelle.|sera sentito mancare in mezzo alla via ed era stato condotto in una farmacia, sorretto per le ascelle.
novelle06_04_pirandello_f000288|Egli era già caduto in mano d’un certo prete sardo, conosciuto a Sassari, per nome don Melchiorre Spanu|Egli era già caduto in mano dun certo prete sardo, conosciuto a Sassari, per nome don Melchiorre Spanu
novelle06_04_pirandello_f000289|il quale s’era fisso il chiodo di ricondurre all’ovile quella pecorella da tant’anni smarrita.|il quale sera fisso il chiodo di ricondurre allovile quella pecorella da tantanni smarrita.
novelle06_04_pirandello_f000290|Gli dava a leggere, nelle interminabili ore d’ufficio, libri e libri e libri d’argomento religioso;|Gli dava a leggere, nelle interminabili ore dufficio, libri e libri e libri dargomento religioso;
novelle06_04_pirandello_f000291|gli dimostrava con le più lampanti prove che unica|gli dimostrava con le più lampanti prove che unica
novelle06_04_pirandello_f000292|e sola causa di tutte le sciagure sofferte era l’indegno modo con cui egli in gioventú s’era regolato con la Santa Madre Chiesa|e sola causa di tutte le sciagure sofferte era lindegno modo con cui egli in gioventú sera regolato con la Santa Madre Chiesa
novelle06_04_pirandello_f000293|e che non per nulla, certo, Dio pareva si volesse raccogliere ora nella sede degli angeli e dei beati quel caro ragazzo|e che non per nulla, certo, Dio pareva si volesse raccogliere ora nella sede degli angeli e dei beati quel caro ragazzo
novelle06_04_pirandello_f000294|quel buon Dolfino: insomma, era un sacro ammonimento, questo, perché il professor Corvara Amidei, l’apostata|quel buon Dolfino: insomma, era un sacro ammonimento, questo, perché il professor Corvara Amidei, lapostata
novelle06_04_pirandello_f000295|rimasto solo, si fosse indotto a entrare in qualche convento: per esempio, in quello della Trappa, alle Tre Fontane. Santo luogo, santo luogo;|rimasto solo, si fosse indotto a entrare in qualche convento: per esempio, in quello della Trappa, alle Tre Fontane. Santo luogo, santo luogo;
novelle06_04_pirandello_f000296|quello che proprio ci voleva per far penitenza.|quello che proprio ci voleva per far penitenza.
novelle06_04_pirandello_f000297|Sentendo questi discorsi, il professor Corvara Amidei si stringeva nelle spalle|Sentendo questi discorsi, il professor Corvara Amidei si stringeva nelle spalle
novelle06_04_pirandello_f000298|protendeva il collo, socchiudeva gli occhi e ripeteva ancora una volta: — E va bene! Certi giorni|protendeva il collo, socchiudeva gli occhi e ripeteva ancora una volta: - E va bene! Certi giorni
novelle06_04_pirandello_f000299|all’uscita dal Ministero, lo attendevano don Melchiorre Spanu di qua, sui gradini di Santa Maria della Minerva|alluscita dal Ministero, lo attendevano don Melchiorre Spanu di qua, sui gradini di Santa Maria della Minerva
novelle06_04_pirandello_f000300|la moglie di là, appoggiata maestosamente alla ringhiera del Pantheon.|la moglie di là, appoggiata maestosamente alla ringhiera del Pantheon.
novelle06_04_pirandello_f000301|I due si lanciavano da lontano occhiatacce fulminanti: il prete, stropicciandosi le dita sul mento e su le guance|I due si lanciavano da lontano occhiatacce fulminanti: il prete, stropicciandosi le dita sul mento e su le guance
novelle06_04_pirandello_f000302|dove le ispide punte della barba pareva gli rinascessero ogni volta sotto il raschiamento del rasojo;|dove le ispide punte della barba pareva gli rinascessero ogni volta sotto il raschiamento del rasojo;
novelle06_04_pirandello_f000303|la donna, con un sogghignetto perfido su le labbra dipinte.|la donna, con un sogghignetto perfido su le labbra dipinte.
novelle06_04_pirandello_f000304|Il professor Corvara Amidei, uscendo ogni sera su la piazza|Il professor Corvara Amidei, uscendo ogni sera su la piazza
novelle06_04_pirandello_f000305|volgeva uno sguardo obliquo a quella ringhiera, dove di solito si appostava la moglie;|volgeva uno sguardo obliquo a quella ringhiera, dove di solito si appostava la moglie;
novelle06_04_pirandello_f000306|ma andava diviato al prete, pur sapendo che quella in Via Piè di Marmo lo avrebbe senza dubbio raggiunto per chiedergli un po’ di denaro,|ma andava diviato al prete, pur sapendo che quella in Via Piè di Marmo lo avrebbe senza dubbio raggiunto per chiedergli un po di denaro,
novelle06_04_pirandello_f000307|ch’egli non sapeva negarle.|chegli non sapeva negarle.
novelle06_04_pirandello_f000308|Le aveva già negato più volte il perdono, sdegnosamente.|Le aveva già negato più volte il perdono, sdegnosamente.
novelle06_04_pirandello_f000309|A ogni nuovo assalto, per prevenire le rampogne del prete, si accostava a lui, sospirando, con la solita mossa|A ogni nuovo assalto, per prevenire le rampogne del prete, si accostava a lui, sospirando, con la solita mossa
novelle06_04_pirandello_f000310|e stropicciandosi per di più le mani: — E va bene! E va bene! Intanto|e stropicciandosi per di più le mani: - E va bene! E va bene! Intanto
novelle06_04_pirandello_f000311|era prossima la primavera: stagione più delle altre nociva ai malati di petto;|era prossima la primavera: stagione più delle altre nociva ai malati di petto;
novelle06_04_pirandello_f000312|e il medico aveva consigliato al professor Corvara Amidei di condurre Dolfino al mare|e il medico aveva consigliato al professor Corvara Amidei di condurre Dolfino al mare
novelle06_04_pirandello_f000313|almeno per il primo mese, durante il quale l’aria di Roma sarebbe stata per lui troppo sottile.|almeno per il primo mese, durante il quale laria di Roma sarebbe stata per lui troppo sottile.
novelle06_04_pirandello_f000314|Cosí, Cosmo Antonio Corvara Amidei domandò un mese di licenza|Cosí, Cosmo Antonio Corvara Amidei domandò un mese di licenza
novelle06_04_pirandello_f000315|e il dí cinque di marzo del mille novecento quattro si recò a Nettuno per appigionarvi un quartierino alla vista del mare.|e il dí cinque di marzo del mille novecento quattro si recò a Nettuno per appigionarvi un quartierino alla vista del mare.
novelle06_05_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle06_05_pirandello_f000002|VA BENE SECONDA PARTE CAPITULO DUE LA PIGNA|VA BENE SECONDA PARTE CAPITULO DUE LA PIGNA
novelle06_05_pirandello_f000003|La promessa di quel mese di sollievo e di riposo non poteva essere migliore.|La promessa di quel mese di sollievo e di riposo non poteva essere migliore.
novelle06_05_pirandello_f000004|Era piovuto fino al giorno avanti: ora, con la freschezza del primo limpido sole di marzo, pareva che la Primavera volesse dire: «Son qua».|Era piovuto fino al giorno avanti: ora, con la freschezza del primo limpido sole di marzo, pareva che la Primavera volesse dire: Son qua.
novelle06_05_pirandello_f000005|E veramente, al professor Corvara Amidei, affacciato al finestrino d’una vettura di terza classe, parve d’intravederla, la Primavera|E veramente, al professor Corvara Amidei, affacciato al finestrino duna vettura di terza classe, parve dintravederla, la Primavera
novelle06_05_pirandello_f000006|appena uscito dalla stazione: alle porte di Roma, la Primavera|appena uscito dalla stazione: alle porte di Roma, la Primavera
novelle06_05_pirandello_f000007|in un non so che di roseo fuggevole e palpitante tra il tenero verde dei prati. Che era?|in un non so che di roseo fuggevole e palpitante tra il tenero verde dei prati. Che era?
novelle06_05_pirandello_f000008|Forse un gruppo di peschi fioriti.|Forse un gruppo di peschi fioriti.
novelle06_05_pirandello_f000009|Sí sí, eccone un altro, e un altro.|Sí sí, eccone un altro, e un altro.
novelle06_05_pirandello_f000010|La Primavera! Ah da quanto tempo non l’aveva più veduta cosí|La Primavera! Ah da quanto tempo non laveva più veduta cosí
novelle06_05_pirandello_f000011|nel suo primo nascere, con quel roseo riso dei peschi! Trasse un lungo sospiro|nel suo primo nascere, con quel roseo riso dei peschi! Trasse un lungo sospiro
novelle06_05_pirandello_f000012|e si sentí da quell’aria nuova inebriare, d’una ebrezza cosí limpida e pura, che lo intenerí fino alle lagrime.|e si sentí da quellaria nuova inebriare, duna ebrezza cosí limpida e pura, che lo intenerí fino alle lagrime.
novelle06_05_pirandello_f000013|Gli parve una grazia che la sorte nemica gli volesse concedere quella vista deliziosa, da cui gli veniva una letizia cosí arcana che ora|Gli parve una grazia che la sorte nemica gli volesse concedere quella vista deliziosa, da cui gli veniva una letizia cosí arcana che ora
novelle06_05_pirandello_f000014|ecco, non sapeva perché, pur lí presente, gli pareva dei lievi anni lontani della sua fanciullezza, là nell’incanto del suo paese nativo.|ecco, non sapeva perché, pur lí presente, gli pareva dei lievi anni lontani della sua fanciullezza, là nellincanto del suo paese nativo.
novelle06_05_pirandello_f000015|E dimenticò allora, per un momento, tutte le sue sciagure, passate e presenti;|E dimenticò allora, per un momento, tutte le sue sciagure, passate e presenti;
novelle06_05_pirandello_f000016|il figliuolo tanto malato, quella donnaccia che lo disonorava; quel prete che l’opprimeva;|il figliuolo tanto malato, quella donnaccia che lo disonorava; quel prete che lopprimeva;
novelle06_05_pirandello_f000017|la spesa superiore alle sue misere condizioni, alla quale bisognava pur sottomettersi per la speranza|la spesa superiore alle sue misere condizioni, alla quale bisognava pur sottomettersi per la speranza
novelle06_05_pirandello_f000018|forse vana ahimè, di recar bene a Dolfino: la noja cupa, amara;|forse vana ahimè, di recar bene a Dolfino: la noja cupa, amara;
novelle06_05_pirandello_f000019|il peso enorme di quella sua insopportabile esistenza.|il peso enorme di quella sua insopportabile esistenza.
novelle06_05_pirandello_f000020|Di contro a tutto il nero che aveva nell’anima, ecco il verde dei prati|Di contro a tutto il nero che aveva nellanima, ecco il verde dei prati
novelle06_05_pirandello_f000021|l’azzurro del cielo e quella soave freschezza dell’aria, alito vivo della Primavera.|lazzurro del cielo e quella soave freschezza dellaria, alito vivo della Primavera.
novelle06_05_pirandello_f000022|E rimase, incantato, a mirare.|E rimase, incantato, a mirare.
novelle06_05_pirandello_f000023|Sí, poteva, poteva esser bella la vita;|Sí, poteva, poteva esser bella la vita;
novelle06_05_pirandello_f000024|ma lí, in mezzo a quel verde, all’aperto, dove la sorte crudele, certo,|ma lí, in mezzo a quel verde, allaperto, dove la sorte crudele, certo,
novelle06_05_pirandello_f000025|non poteva esercitare, come in città, la sua feroce persecuzione.|non poteva esercitare, come in città, la sua feroce persecuzione.
novelle06_05_pirandello_f000026|Di questa persecuzione per le opprimenti vie cittadine, egli aveva quasi un’immagine tangibile:|Di questa persecuzione per le opprimenti vie cittadine, egli aveva quasi unimmagine tangibile:
novelle06_05_pirandello_f000027|se la sentiva realmente dietro le spalle|se la sentiva realmente dietro le spalle
novelle06_05_pirandello_f000028|come un’ombra orrenda, che lo faceva andar curvo, guardingo, tutto ristretto in sé: sua moglie.|come unombra orrenda, che lo faceva andar curvo, guardingo, tutto ristretto in sé: sua moglie.
novelle06_05_pirandello_f000029|Ne scacciò subito l’immagine, che gli aveva tutt’a un tratto offuscato la dolce visione, e si rimise a mirare.|Ne scacciò subito limmagine, che gli aveva tutta un tratto offuscato la dolce visione, e si rimise a mirare.
novelle06_05_pirandello_f000030|Ecco là i Monti Albani che pareva respirassero nel cielo, lievi, come se non fossero di dura pietra.|Ecco là i Monti Albani che pareva respirassero nel cielo, lievi, come se non fossero di dura pietra.
novelle06_05_pirandello_f000031|Monte Cavo, con la vetta incoronata di aceri e di faggi, e il vecchio convento e il bosco biancheggiante a mezza costa.|Monte Cavo, con la vetta incoronata di aceri e di faggi, e il vecchio convento e il bosco biancheggiante a mezza costa.
novelle06_05_pirandello_f000032|Ecco, più là, Frascati solatía.|Ecco, più là, Frascati solatía.
novelle06_05_pirandello_f000033|Al fragore del treno si levò uno stormo di passeri, e un’allodola, in alto, librata sulle ali brillanti trillò.|Al fragore del treno si levò uno stormo di passeri, e unallodola, in alto, librata sulle ali brillanti trillò.
novelle06_05_pirandello_f000034|Il professor Corvara Amidei si ricordò allora della prima proposizione della grammatica latina|Il professor Corvara Amidei si ricordò allora della prima proposizione della grammatica latina
novelle06_05_pirandello_f000035|che da tanti anni non insegnava più: alauda est laeta. E tentennò il capo.|che da tanti anni non insegnava più: alauda est laeta. E tentennò il capo.
novelle06_05_pirandello_f000036|Ora, quasi quasi, gli parevano belli anche i suoi primi anni d’insegnamento|Ora, quasi quasi, gli parevano belli anche i suoi primi anni dinsegnamento
novelle06_05_pirandello_f000037|quando però non s’era ancor messo a far casa comune con quel… — E va bene! — sospirò, turbandosi di nuovo.|quando però non sera ancor messo a far casa comune con quel - E va bene! - sospirò, turbandosi di nuovo.
novelle06_05_pirandello_f000038|Ma fu per poco. Passata la stazione di Carroceto cominciò a sentir prossimo il mare,|Ma fu per poco. Passata la stazione di Carroceto cominciò a sentir prossimo il mare,
novelle06_05_pirandello_f000039|e tutta l’anima gli si allargò, ilare e trepidante|e tutta lanima gli si allargò, ilare e trepidante
novelle06_05_pirandello_f000040|nella viva aspettazione di quella tremula azzurra immensità, che da un momento all’altro gli si sarebbe spalancata davanti a gli occhi.|nella viva aspettazione di quella tremula azzurra immensità, che da un momento allaltro gli si sarebbe spalancata davanti a gli occhi.
novelle06_05_pirandello_f000041|Ah, il suo mare! Da quanto tempo più non lo vedeva, e che desiderio acuto, intenso, ardente|Ah, il suo mare! Da quanto tempo più non lo vedeva, e che desiderio acuto, intenso, ardente
novelle06_05_pirandello_f000042|di rivederlo! Ma eccolo già! Eccolo! Eccolo! E il professor Corvara Amidei sorse in piedi|di rivederlo! Ma eccolo già! Eccolo! Eccolo! E il professor Corvara Amidei sorse in piedi
novelle06_05_pirandello_f000043|tutto tremante dall’emozione, si sporse dal finestrino, e bevve con tanta ansia e tanta voluttà la brezza marina|tutto tremante dallemozione, si sporse dal finestrino, e bevve con tanta ansia e tanta voluttà la brezza marina
novelle06_05_pirandello_f000044|che n’ebbe una vertigine, e ricadde a sedere su la panca della vettura, con le mani sul volto.|che nebbe una vertigine, e ricadde a sedere su la panca della vettura, con le mani sul volto.
novelle06_05_pirandello_f000045|Il treno si arrestò ad Anzio, per pochi minuti|Il treno si arrestò ad Anzio, per pochi minuti
novelle06_05_pirandello_f000046|e il professor Corvara Amidei stette con tanto d’occhi a mirare ciò che dalla stazione si scorgeva della bella cittadina,|e il professor Corvara Amidei stette con tanto docchi a mirare ciò che dalla stazione si scorgeva della bella cittadina,
novelle06_05_pirandello_f000047|dove non era mai stato.|dove non era mai stato.
novelle06_05_pirandello_f000048|Scese, di lí a poco, alla stazione di Nettuno, ancora stordito e inebriato da quel primo respiro che|Scese, di lí a poco, alla stazione di Nettuno, ancora stordito e inebriato da quel primo respiro che
novelle06_05_pirandello_f000049|rivedendo il mare, aveva tratto proprio dal fondo dei polmoni, come non gli era più avvenuto da tanto tempo.|rivedendo il mare, aveva tratto proprio dal fondo dei polmoni, come non gli era più avvenuto da tanto tempo.
novelle06_05_pirandello_f000050|Gli scrivani del Ministero gli avevano dato qualche ragguaglio del paese.|Gli scrivani del Ministero gli avevano dato qualche ragguaglio del paese.
novelle06_05_pirandello_f000051|Si recò nella piazza principale, e domandò dove avrebbe potuto trovare un quartierino modesto, di poca spesa, alla vista del mare.|Si recò nella piazza principale, e domandò dove avrebbe potuto trovare un quartierino modesto, di poca spesa, alla vista del mare.
novelle06_05_pirandello_f000052|Gli fu indicato un villinetto lí sotto la piazza, a destra, su la spiaggia.|Gli fu indicato un villinetto lí sotto la piazza, a destra, su la spiaggia.
novelle06_05_pirandello_f000053|Era veramente un po’ troppo caro per lui quel quartierino;|Era veramente un po troppo caro per lui quel quartierino;
novelle06_05_pirandello_f000054|ma, pazienza! La finestra della cameretta posta sul davanti, verso lo spiazzo|ma, pazienza! La finestra della cameretta posta sul davanti, verso lo spiazzo
novelle06_05_pirandello_f000055|di fronte alla caserma dei soldati d’artiglieria che venivano in distaccamento per le esercitazioni di tiro|di fronte alla caserma dei soldati dartiglieria che venivano in distaccamento per le esercitazioni di tiro
novelle06_05_pirandello_f000056|era appena all’altezza d’un mezzanino: quella della camera prospiciente il mare, all’altezza d’un secondo piano.|era appena allaltezza dun mezzanino: quella della camera prospiciente il mare, allaltezza dun secondo piano.
novelle06_05_pirandello_f000057|E il mare, di qua, pareva proprio che volesse entrare in casa; non si vedeva altro che mare.|E il mare, di qua, pareva proprio che volesse entrare in casa; non si vedeva altro che mare.
novelle06_05_pirandello_f000058|Il professor Corvara Amidei pagò la caparra al proprietario|Il professor Corvara Amidei pagò la caparra al proprietario
novelle06_05_pirandello_f000059|gli disse che sarebbe venuto a prender alloggio la mattina dopo, e scese sulla spiaggia.|gli disse che sarebbe venuto a prender alloggio la mattina dopo, e scese sulla spiaggia.
novelle06_05_pirandello_f000060|Dirimpetto al villino, dal lato di ponente, sorgeva e s’avanzava fin nel mare|Dirimpetto al villino, dal lato di ponente, sorgeva e savanzava fin nel mare
novelle06_05_pirandello_f000061|maestoso, l’antico castello sansovinesco, annerito dal tempo.|maestoso, lantico castello sansovinesco, annerito dal tempo.
novelle06_05_pirandello_f000062|Salí su la scogliera sotto il castello, e lí rimase per più di un’ora stupefatto, a contemplare.|Salí su la scogliera sotto il castello, e lí rimase per più di unora stupefatto, a contemplare.
novelle06_05_pirandello_f000063|Vide in fondo al mare levarsi azzurrino, quasi fragile, Monte Circello come un’isola aerea|Vide in fondo al mare levarsi azzurrino, quasi fragile, Monte Circello come unisola aerea
novelle06_05_pirandello_f000064|e più qua, seguendo la riviera, il Castello di Stura;|e più qua, seguendo la riviera, il Castello di Stura;
novelle06_05_pirandello_f000065|vide prossimo, a destra, il porto d’Anzio popolato di navi, nereggiante per il traffico del carbone|vide prossimo, a destra, il porto dAnzio popolato di navi, nereggiante per il traffico del carbone
novelle06_05_pirandello_f000066|e poi la sterminata distesa delle acque, riscintillante al sole cosí placida, che sulla spiaggia s’arricciava appena, silenziosamente.|e poi la sterminata distesa delle acque, riscintillante al sole cosí placida, che sulla spiaggia sarricciava appena, silenziosamente.
novelle06_05_pirandello_f000067|Quando alla fine poté scuotersi dal fascino di quello spettacolo, si recò a prendere un boccone;|Quando alla fine poté scuotersi dal fascino di quello spettacolo, si recò a prendere un boccone;
novelle06_05_pirandello_f000068|poi, sapendo che prima delle cinque non avrebbe trovato alcun treno per ritornare a Roma|poi, sapendo che prima delle cinque non avrebbe trovato alcun treno per ritornare a Roma
